,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1265,KL Rahul,42,25,168.0,6,1,PBKS,IS Bindra Stadium,09 May 2016
1266,Brendon McCullum,60,36,166.66,6,3,DC,Arun Jaitley Stadium,27 April 2016
1267,KL Rahul,52,32,162.5,6,2,KKR,M. Chinnaswamy Stadium,02 May 2016
1268,Glenn Maxwell,68,42,161.9,6,4,KKR,Eden Gardens,04 May 2016
1269,David Warner,46,30,153.33,6,1,DC,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
1270,Robin Uthappa,70,49,142.85,6,2,PBKS,Eden Gardens,04 May 2016
1271,Wriddhiman Saha,56,40,140.0,6,1,MI,ACA-VDCA Stadium,13 May 2016
1272,Robin Uthappa,72,52,138.46,6,2,DC,Arun Jaitley Stadium,30 April 2016
1273,Murali Vijay,55,41,134.14,6,0,GL,Saurashtra Cricket Association Stadium,01 May 2016
1274,Gautam Gambhir,59,45,131.11,6,1,MI,Wankhede Stadium,28 April 2016
1275,Karun Nair,54,42,128.57,6,1,RCB,M. Chinnaswamy Stadium,17 April 2016
1276,Suryakumar Yadav,60,49,122.44,6,2,RPS,Maharashtra Cricket Association's International Stadium,24 April 2016
1277,Virat Kohli,54,45,120.0,6,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
1278,Gautam Gambhir,54,45,120.0,6,1,PBKS,Eden Gardens,04 May 2016
1279,Shikhar Dhawan,47,40,117.5,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,06 May 2016
1280,Sarfaraz Khan,35,10,350.0,5,2,SRH,M. Chinnaswamy Stadium,12 April 2016
1281,Shane Watson,36,13,276.92,5,2,RPS,M. Chinnaswamy Stadium,07 May 2016
1282,Wriddhiman Saha,24,10,240.0,5,0,RCB,M. Chinnaswamy Stadium,18 May 2016
1283,Virat Kohli,109,55,198.18,5,8,GL,M. Chinnaswamy Stadium,14 May 2016
1284,Brendon McCullum,43,22,195.45,5,2,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
1285,AB de Villiers,59,31,190.32,5,3,KKR,Eden Gardens,16 May 2016
1286,AB de Villiers,64,35,182.85,5,2,PBKS,IS Bindra Stadium,09 May 2016
1287,Dwayne Smith,73,41,178.04,5,6,RCB,M. Chinnaswamy Stadium,24 May 2016
1288,Dwayne Smith,53,30,176.66,5,3,DC,Arun Jaitley Stadium,27 April 2016
1289,Brendon McCullum,42,24,175.0,5,2,RCB,Saurashtra Cricket Association Stadium,24 April 2016
1290,AB de Villiers,79,47,168.08,5,5,GL,M. Chinnaswamy Stadium,24 May 2016
1291,Shane Watson,34,21,161.9,5,1,KKR,M. Chinnaswamy Stadium,02 May 2016
1292,Faf du Plessis,69,43,160.46,5,4,GL,Saurashtra Cricket Association Stadium,14 April 2016
1293,Ambati Rayudu,32,20,160.0,5,1,KKR,Wankhede Stadium,28 April 2016
1294,Chris Gayle,49,31,158.06,5,4,KKR,Eden Gardens,16 May 2016
1295,Virat Kohli,54,35,154.28,5,2,SRH,M. Chinnaswamy Stadium,29 May 2016
1296,Virat Kohli,75,51,147.05,5,3,KKR,Eden Gardens,16 May 2016
1297,Steve Smith,38,26,146.15,5,0,PBKS,IS Bindra Stadium,17 April 2016
1298,Glenn Maxwell,56,39,143.58,5,1,MI,IS Bindra Stadium,25 April 2016
1299,Manish Pandey,50,35,142.85,5,2,RCB,Eden Gardens,16 May 2016
1300,Quinton de Kock,44,31,141.93,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2016
1301,Karun Nair,32,23,139.13,5,0,RPS,Arun Jaitley Stadium,05 May 2016
1302,Shaun Marsh,56,41,136.58,5,1,KKR,IS Bindra Stadium,19 April 2016
1303,Ambati Rayudu,31,23,134.78,5,0,RCB,Wankhede Stadium,20 April 2016
1304,Manan Vohra,32,24,133.33,5,0,DC,Arun Jaitley Stadium,15 April 2016
1305,Shikhar Dhawan,53,41,129.26,5,0,GL,Saurashtra Cricket Association Stadium,21 April 2016
1306,David Warner,52,41,126.82,5,1,PBKS,IS Bindra Stadium,15 May 2016
1307,Murali Vijay,42,34,123.52,5,1,GL,IS Bindra Stadium,11 April 2016
1308,Dinesh Karthik,53,43,123.25,5,0,DC,Saurashtra Cricket Association Stadium,03 May 2016
1309,Ajinkya Rahane,53,45,117.77,5,0,GL,Maharashtra Cricket Association's International Stadium,29 April 2016
1310,Ajinkya Rahane,42,36,116.66,5,1,DC,ACA-VDCA Stadium,17 May 2016
1311,Quinton de Kock,60,52,115.38,5,1,RCB,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
1312,Brendon McCullum,32,29,110.34,5,0,SRH,Arun Jaitley Stadium,27 May 2016
1313,Murali Vijay,53,49,108.16,5,2,RPS,IS Bindra Stadium,17 April 2016
1314,Murali Vijay,54,52,103.84,5,1,MI,ACA-VDCA Stadium,13 May 2016
1315,Karun Nair,41,43,95.34,5,0,RPS,ACA-VDCA Stadium,17 May 2016
1316,Gautam Gambhir,38,41,92.68,5,0,DC,Eden Gardens,10 April 2016
1317,Chris Morris,82,32,256.25,4,8,GL,Arun Jaitley Stadium,27 April 2016
1318,Yusuf Pathan,19,8,237.5,4,0,MI,Wankhede Stadium,28 April 2016
1319,David Warner,58,25,232.0,4,5,RCB,M. Chinnaswamy Stadium,12 April 2016
1320,Chris Gayle,73,32,228.12,4,8,PBKS,M. Chinnaswamy Stadium,18 May 2016
1321,Krunal Pandya,36,17,211.76,4,2,DC,Arun Jaitley Stadium,23 April 2016
1322,Yusuf Pathan,37,18,205.55,4,3,RPS,Eden Gardens,14 May 2016
1323,Kieron Pollard,39,19,205.26,4,3,RCB,Wankhede Stadium,20 April 2016
1324,Dwayne Bravo,20,10,200.0,4,0,SRH,Arun Jaitley Stadium,27 May 2016
1325,Chris Gayle,76,38,200.0,4,8,SRH,M. Chinnaswamy Stadium,29 May 2016
1326,MS Dhoni,64,32,200.0,4,5,PBKS,ACA-VDCA Stadium,21 May 2016
1327,Steve Smith,45,23,195.65,4,3,MI,Maharashtra Cricket Association's International Stadium,01 May 2016
1328,Chris Morris,38,20,190.0,4,2,RPS,ACA-VDCA Stadium,17 May 2016
1329,Rohit Sharma,30,17,176.47,4,2,GL,Green Park,21 May 2016
1330,Ambati Rayudu,65,37,175.67,4,4,PBKS,IS Bindra Stadium,25 April 2016
1331,Wriddhiman Saha,33,19,173.68,4,0,GL,Saurashtra Cricket Association Stadium,01 May 2016
1332,Shikhar Dhawan,51,30,170.0,4,3,KKR,Eden Gardens,22 May 2016
1333,Yuvraj Singh,38,23,165.21,4,2,RCB,M. Chinnaswamy Stadium,29 May 2016
1334,Manan Vohra,38,23,165.21,4,2,GL,IS Bindra Stadium,11 April 2016
1335,KL Rahul,38,23,165.21,4,1,DC,Shaheed Veer Narayan Singh International Cricket Stadium,22 May 2016
1336,Dinesh Karthik,33,20,165.0,4,0,RPS,Maharashtra Cricket Association's International Stadium,29 April 2016
1337,Dwayne Smith,37,23,160.86,4,2,MI,Green Park,21 May 2016
1338,Murali Vijay,25,16,156.25,4,0,DC,IS Bindra Stadium,07 May 2016
1339,Dwayne Smith,27,18,150.0,4,1,KKR,Eden Gardens,08 May 2016
1340,Marcus Stoinis,33,22,150.0,4,0,GL,IS Bindra Stadium,11 April 2016
1341,Robin Uthappa,25,17,147.05,4,0,SRH,Eden Gardens,22 May 2016
1342,Usman Khawaja,19,13,146.15,4,0,DC,ACA-VDCA Stadium,17 May 2016
1343,KL Rahul,51,35,145.71,4,3,GL,Saurashtra Cricket Association Stadium,24 April 2016
1344,Murali Vijay,59,41,143.9,4,3,RPS,ACA-VDCA Stadium,21 May 2016
1345,Quinton de Kock,40,28,142.85,4,2,MI,ACA-VDCA Stadium,15 May 2016
1346,Rohit Sharma,62,44,140.9,4,3,RCB,Wankhede Stadium,20 April 2016
1347,Ravindra Jadeja,21,15,140.0,4,0,MI,Green Park,21 May 2016
1348,Parthiv Patel,21,15,140.0,4,0,RPS,Maharashtra Cricket Association's International Stadium,01 May 2016
1349,Sanju Samson,49,35,140.0,4,1,PBKS,IS Bindra Stadium,07 May 2016
1350,Shreyas Iyer,96,57,168.42,15,2,GL,Green Park,10 May 2017
1351,Shaun Marsh,84,50,168.0,14,2,SRH,IS Bindra Stadium,28 April 2017
1352,Gautam Gambhir,76,48,158.33,12,0,GL,Saurashtra Cricket Association Stadium,07 April 2017
1353,Yuvraj Singh,70,41,170.73,11,1,DC,Arun Jaitley Stadium,02 May 2017
1354,Wriddhiman Saha,93,55,169.09,11,3,MI,Wankhede Stadium,11 May 2017
1355,Gautam Gambhir,72,49,146.93,11,0,PBKS,Eden Gardens,13 April 2017
1356,Gautam Gambhir,71,52,136.53,11,0,DC,Eden Gardens,28 April 2017
1357,David Warner,126,59,213.55,10,8,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1358,Sunil Narine,42,17,247.05,9,1,GL,Eden Gardens,21 April 2017
1359,Manan Vohra,95,50,190.0,9,5,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1360,Suresh Raina,84,46,182.6,9,4,KKR,Eden Gardens,21 April 2017
1361,Rahul Tripathi,93,52,178.84,9,7,KKR,Eden Gardens,03 May 2017
1362,Hashim Amla,65,40,162.5,9,2,GL,Saurashtra Cricket Association Stadium,23 April 2017
1363,Shikhar Dhawan,77,48,160.41,9,1,PBKS,IS Bindra Stadium,28 April 2017
1364,Parthiv Patel,70,44,159.09,9,1,GL,Saurashtra Cricket Association Stadium,29 April 2017
1365,Vijay Shankar,63,44,143.18,9,0,GL,Green Park,13 May 2017
1366,Karun Nair,64,45,142.22,9,0,RPS,Arun Jaitley Stadium,12 May 2017
1367,Sam Billings,55,40,137.5,9,0,PBKS,Arun Jaitley Stadium,15 April 2017
1368,David Warner,69,52,132.69,9,0,GL,Green Park,13 May 2017
1369,Saurabh Tiwary,52,43,120.93,9,0,KKR,Eden Gardens,13 May 2017
1370,Dwayne Smith,74,39,189.74,8,4,PBKS,IS Bindra Stadium,07 May 2017
1371,Hashim Amla,104,60,173.33,8,5,GL,IS Bindra Stadium,07 May 2017
1372,Hashim Amla,104,60,173.33,8,6,MI,Holkar Cricket Stadium,20 April 2017
1373,Sanju Samson,102,63,161.9,8,5,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
1374,Chris Lynn,84,52,161.53,8,3,PBKS,IS Bindra Stadium,09 May 2017
1375,Dwayne Smith,47,30,156.66,8,1,RPS,Saurashtra Cricket Association Stadium,14 April 2017
1376,Krunal Pandya,45,30,150.0,8,0,KKR,M. Chinnaswamy Stadium,19 May 2017
1377,Robin Uthappa,72,48,150.0,8,2,GL,Eden Gardens,21 April 2017
1378,Yuvraj Singh,62,27,229.62,7,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1379,Jos Buttler,77,37,208.1,7,5,PBKS,Holkar Cricket Stadium,20 April 2017
1380,Robin Uthappa,87,47,185.1,7,6,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017
1381,Parthiv Patel,38,23,165.21,7,0,PBKS,Wankhede Stadium,11 May 2017
1382,Rahul Tripathi,38,23,165.21,7,0,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017
1383,Dwayne Smith,54,33,163.63,7,2,SRH,Green Park,13 May 2017
1384,Ben Stokes,103,63,163.49,7,6,GL,Maharashtra Cricket Association's International Stadium,01 May 2017
1385,Parthiv Patel,39,24,162.5,7,0,SRH,Wankhede Stadium,12 April 2017
1386,Sanju Samson,39,25,156.0,7,0,KKR,Arun Jaitley Stadium,17 April 2017
1387,Steve Smith,84,54,155.55,7,3,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
1388,David Warner,49,34,144.11,7,2,MI,Wankhede Stadium,12 April 2017
1389,Shikhar Dhawan,70,50,140.0,7,1,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1390,Suresh Raina,68,51,133.33,7,0,KKR,Saurashtra Cricket Association Stadium,07 April 2017
1391,David Warner,70,54,129.62,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,17 April 2017
1392,Virat Kohli,64,50,128.0,7,1,GL,Saurashtra Cricket Association Stadium,18 April 2017
1393,Sunil Narine,54,17,317.64,6,4,RCB,M. Chinnaswamy Stadium,07 May 2017
1394,Chris Lynn,93,41,226.82,6,8,GL,Saurashtra Cricket Association Stadium,07 April 2017
1395,Rishabh Pant,97,43,225.58,6,9,GL,Arun Jaitley Stadium,04 May 2017
1396,Sunil Narine,34,17,200.0,6,1,RCB,Eden Gardens,23 April 2017
1397,Moises Henriques,55,28,196.42,6,2,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
1398,Dinesh Karthik,47,25,188.0,6,2,KKR,Saurashtra Cricket Association Stadium,07 April 2017
1399,Martin Guptill,50,27,185.18,6,3,DC,IS Bindra Stadium,30 April 2017
1400,Aaron Finch,69,39,176.92,6,4,DC,Green Park,10 May 2017
1401,Ajinkya Rahane,60,34,176.47,6,3,MI,Maharashtra Cricket Association's International Stadium,06 April 2017
1402,Kane Williamson,89,51,174.5,6,5,DC,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1403,Ambati Rayudu,63,37,170.27,6,3,KKR,Eden Gardens,13 May 2017
1404,David Warner,76,45,168.88,6,4,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
1405,Steve Smith,43,28,153.57,6,1,GL,Saurashtra Cricket Association Stadium,14 April 2017
1406,Rohit Sharma,56,37,151.35,6,1,RCB,Wankhede Stadium,01 May 2017
1407,Yusuf Pathan,59,39,151.28,6,2,DC,Arun Jaitley Stadium,17 April 2017
1408,Rohit Sharma,67,45,148.88,6,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
1409,Rohit Sharma,58,39,148.71,6,3,RPS,Wankhede Stadium,24 April 2017
1410,Brendon McCullum,64,44,145.45,6,3,MI,Wankhede Stadium,16 April 2017
1411,Rahul Tripathi,59,41,143.9,6,3,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
1412,Ishan Kishan,48,35,137.14,6,2,MI,Saurashtra Cricket Association Stadium,29 April 2017
1413,Shaun Marsh,58,43,134.88,6,0,GL,IS Bindra Stadium,07 May 2017
1414,Gautam Gambhir,62,46,134.78,6,1,RPS,Maharashtra Cricket Association's International Stadium,26 April 2017
1415,Moises Henriques,52,39,133.33,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
1416,Dinesh Karthik,58,44,131.81,6,0,PBKS,Saurashtra Cricket Association Stadium,23 April 2017
1417,Moises Henriques,44,35,125.71,6,0,MI,Rajiv Gandhi Intl. Cricket Stadium,08 May 2017
1418,Kedar Jadhav,38,16,237.5,5,2,GL,Saurashtra Cricket Association Stadium,18 April 2017
1419,Chris Lynn,50,22,227.27,5,4,RCB,M. Chinnaswamy Stadium,07 May 2017
1420,Aaron Finch,72,34,211.76,5,6,RCB,M. Chinnaswamy Stadium,27 April 2017
1421,Chris Gayle,77,38,202.63,5,7,GL,Saurashtra Cricket Association Stadium,18 April 2017
1422,Martin Guptill,36,18,200.0,5,1,MI,Wankhede Stadium,11 May 2017
1423,Karun Nair,30,15,200.0,5,1,GL,Green Park,10 May 2017
1424,Karun Nair,39,20,195.0,5,2,SRH,Arun Jaitley Stadium,02 May 2017
1425,Brendon McCullum,33,17,194.11,5,1,KKR,Eden Gardens,21 April 2017
1426,Dinesh Karthik,65,34,191.17,5,5,DC,Arun Jaitley Stadium,04 May 2017
1427,Kedar Jadhav,69,37,186.48,5,5,DC,M. Chinnaswamy Stadium,08 April 2017
1428,Lendl Simmons,59,32,184.37,5,4,PBKS,Wankhede Stadium,11 May 2017
1429,Kieron Pollard,63,35,180.0,5,4,DC,Arun Jaitley Stadium,06 May 2017
1430,MS Dhoni,61,34,179.41,5,3,SRH,Maharashtra Cricket Association's International Stadium,22 April 2017
1431,Suresh Raina,77,43,179.06,5,4,DC,Arun Jaitley Stadium,04 May 2017
1432,Robin Uthappa,59,33,178.78,5,4,DC,Eden Gardens,28 April 2017
1433,Robin Uthappa,68,39,174.35,5,4,SRH,Eden Gardens,15 April 2017
1434,Nitish Rana,50,29,172.41,5,3,KKR,Wankhede Stadium,09 April 2017
1435,Manish Pandey,81,47,172.34,5,5,MI,Wankhede Stadium,09 April 2017
1436,Brendon McCullum,45,27,166.66,5,2,RPS,Maharashtra Cricket Association's International Stadium,01 May 2017
1437,Shreyas Iyer,50,31,161.29,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1438,Kane Williamson,40,25,160.0,5,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1439,Lendl Simmons,66,43,153.48,5,4,DC,Arun Jaitley Stadium,06 May 2017
1440,Brendon McCullum,49,32,153.12,5,3,RPS,Saurashtra Cricket Association Stadium,14 April 2017
1441,Ishan Kishan,61,40,152.5,5,4,SRH,Green Park,13 May 2017
1442,Mandeep Singh,24,16,150.0,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1443,Jason Roy,31,21,147.61,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,09 April 2017
1444,Karun Nair,33,23,143.47,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 April 2017
1445,Steve Smith,45,32,140.62,5,1,RCB,Maharashtra Cricket Association's International Stadium,29 April 2017
1446,Ishan Kishan,34,25,136.0,5,1,DC,Green Park,10 May 2017
1447,Manoj Tiwary,60,45,133.33,5,3,DC,Arun Jaitley Stadium,12 May 2017
1448,Virat Kohli,62,47,131.91,5,2,MI,M. Chinnaswamy Stadium,14 April 2017
1449,Ajinkya Rahane,56,43,130.23,5,1,MI,Wankhede Stadium,16 May 2017
1450,Shikhar Dhawan,40,31,129.03,5,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1451,Chris Morris,52,41,126.82,5,1,MI,Wankhede Stadium,22 April 2017
1452,Shaun Marsh,26,21,123.8,5,0,MI,Holkar Cricket Stadium,20 April 2017
1453,Ajinkya Rahane,30,25,120.0,5,0,RCB,M. Chinnaswamy Stadium,16 April 2017
1454,Ajinkya Rahane,38,32,118.75,5,1,MI,Wankhede Stadium,24 April 2017
1455,Karun Nair,26,22,118.18,5,0,RCB,Arun Jaitley Stadium,14 May 2017
1456,Ajinkya Rahane,44,38,115.78,5,0,MI,Rajiv Gandhi Intl. Cricket Stadium,21 May 2017
1457,Mandeep Singh,46,40,115.0,5,2,PBKS,M. Chinnaswamy Stadium,05 May 2017
1458,Shikhar Dhawan,48,43,111.62,5,1,MI,Wankhede Stadium,12 April 2017
1459,Shikhar Dhawan,30,29,103.44,5,0,RPS,Maharashtra Cricket Association's International Stadium,22 April 2017
1460,Chris Morris,38,9,422.22,4,3,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
1461,Glenn Maxwell,40,18,222.22,4,3,MI,Holkar Cricket Stadium,20 April 2017
1462,Martin Guptill,23,11,209.09,4,1,SRH,IS Bindra Stadium,28 April 2017
1463,Aaron Finch,31,15,206.66,4,2,KKR,Eden Gardens,21 April 2017
1464,Sunil Narine,37,18,205.55,4,3,PBKS,Eden Gardens,13 April 2017
1465,Parthiv Patel,37,18,205.55,4,2,PBKS,Holkar Cricket Stadium,20 April 2017
1466,Ben Cutting,20,10,200.0,4,0,MI,Wankhede Stadium,12 April 2017
1467,Kane Williamson,54,27,200.0,4,2,PBKS,IS Bindra Stadium,28 April 2017
1468,Kedar Jadhav,31,16,193.75,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 April 2017
1469,Robin Uthappa,53,28,189.28,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,30 April 2017
1470,David Warner,51,27,188.88,4,4,PBKS,IS Bindra Stadium,28 April 2017
1471,Colin de Grandhomme,29,16,181.25,4,1,MI,Eden Gardens,13 May 2017
1472,Sunil Narine,18,10,180.0,4,0,PBKS,IS Bindra Stadium,09 May 2017
1473,Kedar Jadhav,31,18,172.22,4,1,GL,M. Chinnaswamy Stadium,27 April 2017
1474,Rishabh Pant,34,20,170.0,4,1,SRH,Arun Jaitley Stadium,02 May 2017
1475,Manoj Tiwary,22,13,169.23,4,0,MI,Wankhede Stadium,24 April 2017
1476,Shikhar Dhawan,28,17,164.7,4,1,DC,Arun Jaitley Stadium,02 May 2017
1477,Rishabh Pant,36,22,163.63,4,2,RPS,Arun Jaitley Stadium,12 May 2017
1478,Shikhar Dhawan,18,11,163.63,4,0,GL,Green Park,13 May 2017
1479,Manan Vohra,34,21,161.9,4,1,RCB,Holkar Cricket Stadium,10 April 2017
1480,Suresh Raina,35,22,159.09,4,1,RPS,Saurashtra Cricket Association Stadium,14 April 2017
1481,Hashim Amla,19,12,158.33,4,0,DC,Arun Jaitley Stadium,15 April 2017
1482,Sanju Samson,60,38,157.89,4,3,KKR,Eden Gardens,28 April 2017
1483,Jos Buttler,33,21,157.14,4,1,RCB,Wankhede Stadium,01 May 2017
1484,Manan Vohra,25,16,156.25,4,0,KKR,IS Bindra Stadium,09 May 2017
1485,Suresh Raina,39,25,156.0,4,1,PBKS,IS Bindra Stadium,07 May 2017
1486,Shreyas Iyer,26,17,152.94,4,0,KKR,Arun Jaitley Stadium,17 April 2017
1487,Hashim Amla,58,38,152.63,4,3,RCB,Holkar Cricket Stadium,10 April 2017
1488,Manan Vohra,28,19,147.36,4,1,KKR,Eden Gardens,13 April 2017
1489,Nitish Rana,53,36,147.22,4,2,GL,Wankhede Stadium,16 April 2017
1490,Brendon McCullum,35,24,145.83,4,2,KKR,Saurashtra Cricket Association Stadium,07 April 2017
1491,Ishan Kishan,16,11,145.45,4,0,RCB,M. Chinnaswamy Stadium,27 April 2017
1492,Dinesh Karthik,40,28,142.85,4,1,DC,Green Park,10 May 2017
1493,David Warner,30,21,142.85,4,1,DC,Arun Jaitley Stadium,02 May 2017
1494,Aaron Finch,27,19,142.1,4,0,DC,Arun Jaitley Stadium,04 May 2017
1495,Sam Billings,24,17,141.17,4,0,RPS,Maharashtra Cricket Association's International Stadium,11 April 2017
1496,Manish Pandey,69,49,140.81,4,3,DC,Arun Jaitley Stadium,17 April 2017
1497,Rahul Tripathi,28,20,140.0,4,1,PBKS,Maharashtra Cricket Association's International Stadium,14 May 2017
1498,Shreyas Iyer,47,34,138.23,4,1,KKR,Eden Gardens,28 April 2017
1499,Steve Smith,51,37,137.83,4,1,KKR,Maharashtra Cricket Association's International Stadium,26 April 2017
1500,Rishabh Pant,128,63,203.17,15,7,SRH,Arun Jaitley Stadium,10 May 2018
1501,Shikhar Dhawan,78,57,136.84,13,1,RR,Rajiv Gandhi Intl. Cricket Stadium,09 April 2018
1502,AB de Villiers,69,39,176.92,12,1,SRH,M. Chinnaswamy Stadium,17 May 2018
1503,Shane Watson,117,57,205.26,11,8,SRH,Wankhede Stadium,27 May 2018
1504,Jos Buttler,95,60,158.33,11,2,CSK,Sawai Mansingh Stadium,11 May 2018
1505,KL Rahul,95,70,135.71,11,2,RR,Sawai Mansingh Stadium,08 May 2018
1506,AB de Villiers,90,39,230.76,10,5,DC,M. Chinnaswamy Stadium,21 April 2018
1507,Rohit Sharma,94,52,180.76,10,5,RCB,Wankhede Stadium,17 April 2018
1508,Shikhar Dhawan,79,49,161.22,10,3,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
1509,KL Rahul,94,60,156.66,10,3,MI,Wankhede Stadium,16 May 2018
1510,KL Rahul,60,27,222.22,9,2,KKR,Eden Gardens,21 April 2018
1511,Ambati Rayudu,79,37,213.51,9,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
1512,Sunil Narine,75,36,208.33,9,4,PBKS,Holkar Cricket Stadium,12 May 2018
1513,Shane Watson,106,57,185.96,9,6,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
1514,Shikhar Dhawan,92,50,184.0,9,4,DC,Arun Jaitley Stadium,10 May 2018
1515,Jos Buttler,94,53,177.35,9,5,MI,Wankhede Stadium,13 May 2018
1516,Suresh Raina,46,29,158.62,9,0,RR,Maharashtra Cricket Association's International Stadium,20 April 2018
1517,Jos Buttler,82,58,141.37,9,1,PBKS,Sawai Mansingh Stadium,08 May 2018
1518,Shikhar Dhawan,45,28,160.71,8,0,MI,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1519,Kane Williamson,83,53,156.6,8,2,DC,Arun Jaitley Stadium,10 May 2018
1520,Dinesh Karthik,45,18,250.0,7,1,CSK,Eden Gardens,03 May 2018
1521,Rishabh Pant,69,29,237.93,7,5,RR,Arun Jaitley Stadium,02 May 2018
1522,Kane Williamson,81,42,192.85,7,5,RCB,M. Chinnaswamy Stadium,17 May 2018
1523,Chris Gayle,63,33,190.9,7,4,CSK,IS Bindra Stadium,15 April 2018
1524,Virat Kohli,57,30,190.0,7,2,RR,M. Chinnaswamy Stadium,15 April 2018
1525,Parthiv Patel,40,22,181.81,7,0,PBKS,Holkar Cricket Stadium,14 May 2018
1526,Rishabh Pant,79,45,175.55,7,4,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
1527,Virat Kohli,70,40,175.0,7,3,DC,Arun Jaitley Stadium,12 May 2018
1528,KL Rahul,37,22,168.18,7,0,CSK,IS Bindra Stadium,15 April 2018
1529,Suryakumar Yadav,53,32,165.62,7,1,DC,Wankhede Stadium,14 April 2018
1530,Rishabh Pant,43,26,165.38,7,1,KKR,Eden Gardens,16 April 2018
1531,Manish Pandey,62,38,163.15,7,2,RCB,M. Chinnaswamy Stadium,17 May 2018
1532,Ambati Rayudu,100,62,161.29,7,7,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
1533,KL Rahul,84,54,155.55,7,3,RR,Holkar Cricket Stadium,06 May 2018
1534,AB de Villiers,53,35,151.42,7,0,RR,Sawai Mansingh Stadium,19 May 2018
1535,Suryakumar Yadav,59,39,151.28,7,2,KKR,Wankhede Stadium,06 May 2018
1536,Virat Kohli,92,62,148.38,7,4,MI,Wankhede Stadium,17 April 2018
1537,Kane Williamson,63,43,146.51,7,2,RR,Sawai Mansingh Stadium,29 April 2018
1538,Chris Lynn,49,34,144.11,7,1,SRH,Eden Gardens,14 April 2018
1539,Prithvi Shaw,62,44,140.9,7,2,KKR,Arun Jaitley Stadium,27 April 2018
1540,Quinton de Kock,45,34,132.35,7,1,PBKS,M. Chinnaswamy Stadium,13 April 2018
1541,Jos Buttler,51,39,130.76,7,0,PBKS,Holkar Cricket Stadium,06 May 2018
1542,Suryakumar Yadav,38,31,122.58,7,0,RR,Wankhede Stadium,13 May 2018
1543,Chris Lynn,62,52,119.23,7,1,RCB,M. Chinnaswamy Stadium,29 April 2018
1544,KL Rahul,51,16,318.75,6,4,DC,IS Bindra Stadium,08 April 2018
1545,Mandeep Singh,47,25,188.0,6,1,RR,M. Chinnaswamy Stadium,15 April 2018
1546,Rishabh Pant,47,25,188.0,6,2,MI,Wankhede Stadium,14 April 2018
1547,Prithvi Shaw,65,36,180.55,6,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
1548,Chris Lynn,74,41,180.48,6,4,PBKS,Eden Gardens,21 April 2018
1549,Ajinkya Rahane,36,20,180.0,6,1,RCB,M. Chinnaswamy Stadium,15 April 2018
1550,MS Dhoni,79,44,179.54,6,5,PBKS,IS Bindra Stadium,15 April 2018
1551,Rishabh Pant,85,48,177.08,6,7,RCB,M. Chinnaswamy Stadium,21 April 2018
1552,Jason Roy,91,53,171.69,6,6,MI,Wankhede Stadium,14 April 2018
1553,Virat Kohli,48,28,171.42,6,2,PBKS,Holkar Cricket Stadium,14 May 2018
1554,Rohit Sharma,56,33,169.69,6,2,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
