,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
665,Kevin Pietersen,103,64,160.93,6,9,DEC,Arun Jaitley Stadium,19 April 2012
666,James Franklin,79,51,154.9,6,4,PBKS,Wankhede Stadium,22 April 2012
667,AB de Villiers,64,42,152.38,6,2,DC,M. Chinnaswamy Stadium,07 April 2012
668,Ambati Rayudu,81,54,150.0,6,4,RCB,M. Chinnaswamy Stadium,14 May 2012
669,Gautam Gambhir,62,43,144.18,6,3,CSK,Eden Gardens,14 May 2012
670,Mandeep Singh,43,30,143.33,6,1,RCB,M. Chinnaswamy Stadium,02 May 2012
671,Richard Levi,50,35,142.85,6,3,CSK,Chidambaram,04 April 2012
672,Faf du Plessis,73,52,140.38,6,2,RR,Chidambaram,21 April 2012
673,AB de Villiers,52,39,133.33,6,0,PBKS,IS Bindra Stadium,20 April 2012
674,Rohit Sharma,60,46,130.43,6,2,CSK,Wankhede Stadium,06 May 2012
675,Mahela Jayawardena,40,33,121.21,6,0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012
676,Gautam Gambhir,63,52,121.15,6,1,CSK,Chidambaram,30 April 2012
677,Subramaniam Badrinath,47,39,120.51,6,1,MI,M. Chinnaswamy Stadium,23 May 2012
678,Tillakaratne Dilshan,53,44,120.45,6,1,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012
679,Sachin Tendulkar,58,51,113.72,6,0,RR,Sawai Mansingh Stadium,20 May 2012
680,Robin Uthappa,60,58,103.44,6,0,DC,Maharashtra Cricket Association's International Stadium,24 April 2012
681,AB de Villiers,47,17,276.47,5,3,DEC,M. Chinnaswamy Stadium,06 May 2012
682,Owais Shah,60,26,230.76,5,5,RCB,M. Chinnaswamy Stadium,15 April 2012
683,Owais Shah,76,42,180.95,5,5,MI,Wankhede Stadium,11 April 2012
684,Virender Sehwag,57,32,178.12,5,4,PWI,Arun Jaitley Stadium,21 April 2012
685,Mandeep Singh,21,12,175.0,5,0,DC,Arun Jaitley Stadium,15 May 2012
686,Dinesh Karthik,35,20,175.0,5,0,PBKS,Wankhede Stadium,22 April 2012
687,Mayank Agarwal,45,26,173.07,5,3,CSK,Chidambaram,12 April 2012
688,Dwayne Smith,38,22,172.72,5,2,CSK,M. Chinnaswamy Stadium,23 May 2012
689,Shaun Marsh,68,40,170.0,5,3,MI,Wankhede Stadium,22 April 2012
690,Kieron Pollard,52,31,167.74,5,3,RCB,M. Chinnaswamy Stadium,14 May 2012
691,Parthiv Patel,45,27,166.66,5,1,DC,Arun Jaitley Stadium,19 April 2012
692,Robin Uthappa,38,23,165.21,5,1,RCB,Maharashtra Cricket Association's International Stadium,11 May 2012
693,Ambati Rayudu,62,39,158.97,5,3,DC,Arun Jaitley Stadium,27 April 2012
694,Faf du Plessis,71,46,154.34,5,4,RCB,Chidambaram,12 April 2012
695,Shikhar Dhawan,44,29,151.72,5,1,DC,Arun Jaitley Stadium,19 April 2012
696,Harbhajan Singh,33,22,150.0,5,1,DC,Wankhede Stadium,16 April 2012
697,Murali Vijay,36,25,144.0,5,1,KKR,Eden Gardens,14 May 2012
698,Ajinkya Rahane,44,31,141.93,5,1,DEC,Sawai Mansingh Stadium,17 April 2012
699,Mandeep Singh,28,20,140.0,5,0,DEC,IS Bindra Stadium,13 May 2012
700,Chris Gayle,82,59,138.98,5,6,MI,Wankhede Stadium,09 May 2012
701,Nitin Saini,50,36,138.88,5,0,RCB,M. Chinnaswamy Stadium,02 May 2012
702,Kumar Sangakkara,44,32,137.5,5,1,RR,Sawai Mansingh Stadium,17 April 2012
703,Mandeep Singh,34,25,136.0,5,0,RR,Sawai Mansingh Stadium,06 April 2012
704,Suresh Raina,23,17,135.29,5,0,RR,Sawai Mansingh Stadium,10 May 2012
705,Faf du Plessis,43,33,130.3,5,2,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012
706,Shaun Marsh,34,27,125.92,5,1,RR,IS Bindra Stadium,05 May 2012
707,Virat Kohli,57,46,123.91,5,2,CSK,Chidambaram,12 April 2012
708,Mithun Manhas,42,34,123.52,5,0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012
709,Nitin Saini,30,25,120.0,5,0,MI,Wankhede Stadium,22 April 2012
710,Murali Vijay,48,40,120.0,5,1,DC,Chidambaram,12 May 2012
711,Steve Smith,37,31,119.35,5,0,RR,Sawai Mansingh Stadium,13 May 2012
712,Michael Hussey,38,32,118.75,5,1,DC,Chidambaram,12 May 2012
713,Siddharth Chitnis,38,32,118.75,5,1,DC,HPCA Stadium,19 May 2012
714,Sourav Ganguly,41,35,117.14,5,1,DC,Arun Jaitley Stadium,21 April 2012
715,Mandeep Singh,24,21,114.28,5,0,CSK,HPCA Stadium,17 May 2012
716,David Hussey,40,35,114.28,5,1,DC,Arun Jaitley Stadium,15 May 2012
717,Sourav Ganguly,45,40,112.5,5,1,DEC,Barabati Stadium,01 May 2012
718,Mandeep Singh,56,50,112.0,5,1,CSK,Chidambaram,28 April 2012
719,Aaron Finch,30,27,111.11,5,0,KKR,Eden Gardens,05 April 2012
720,Rahul Dravid,39,36,108.33,5,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012
721,Rohit Sharma,29,27,107.4,5,0,DC,Wankhede Stadium,16 April 2012
722,Rahul Dravid,40,38,105.26,5,0,DC,Arun Jaitley Stadium,29 April 2012
723,Rahul Dravid,28,27,103.7,5,0,KKR,Eden Gardens,13 April 2012
724,Brendon McCullum,42,43,97.67,5,1,PWI,Eden Gardens,05 May 2012
725,Brendon McCullum,41,43,95.34,5,0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012
726,Steve Smith,34,13,261.53,4,2,DC,Arun Jaitley Stadium,21 April 2012
727,Gurkeerat Mann Singh,29,12,241.66,4,1,DEC,IS Bindra Stadium,13 May 2012
728,Gurkeerat Mann Singh,26,11,236.36,4,1,DC,HPCA Stadium,19 May 2012
729,Shane Watson,36,17,211.76,4,2,PBKS,IS Bindra Stadium,05 May 2012
730,Steve Smith,44,22,200.0,4,3,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012
731,David Hussey,65,35,185.71,4,5,DEC,IS Bindra Stadium,13 May 2012
732,Gautam Gambhir,36,21,171.42,4,1,DC,Arun Jaitley Stadium,07 May 2012
733,David Hussey,68,40,170.0,4,4,MI,IS Bindra Stadium,25 April 2012
734,Gautam Gambhir,22,13,169.23,4,0,PBKS,Eden Gardens,15 April 2012
735,Ravindra Jadeja,44,26,169.23,4,2,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012
736,Chris Gayle,81,48,168.75,4,8,PWI,M. Chinnaswamy Stadium,17 April 2012
737,Cameron White,74,45,164.44,4,4,PWI,Barabati Stadium,01 May 2012
738,Irfan Pathan,36,22,163.63,4,1,KKR,Arun Jaitley Stadium,07 May 2012
739,Andrew McDonald,30,19,157.89,4,2,DC,M. Chinnaswamy Stadium,07 April 2012
740,Virender Sehwag,33,21,157.14,4,1,CSK,Arun Jaitley Stadium,10 April 2012
741,Gautam Gambhir,56,36,155.55,4,2,PWI,Eden Gardens,05 May 2012
742,Jesse Ryder,34,22,154.54,4,1,RCB,M. Chinnaswamy Stadium,17 April 2012
743,Venugopal Rao,36,24,150.0,4,1,RCB,Arun Jaitley Stadium,17 May 2012
744,Rohit Sharma,73,50,146.0,4,5,DEC,ACA-VDCA Stadium,09 April 2012
745,Shaun Marsh,32,22,145.45,4,1,CSK,Chidambaram,28 April 2012
746,Mahela Jayawardena,55,38,144.73,4,2,CSK,Chidambaram,25 May 2012
747,Michael Hussey,56,39,143.58,4,4,KKR,Eden Gardens,14 May 2012
748,Shikhar Dhawan,71,50,142.0,4,3,PBKS,IS Bindra Stadium,13 May 2012
749,Murali Vijay,41,29,141.37,4,3,MI,Wankhede Stadium,06 May 2012
750,Dinesh Karthik,86,48,179.16,14,2,DC,Wankhede Stadium,09 April 2013
751,Manvinder Bisla,92,61,150.81,14,2,CSK,Chidambaram,28 April 2013
752,Chris Gayle,175,66,265.15,13,17,PWI,M. Chinnaswamy Stadium,23 April 2013
753,Shane Watson,98,53,184.9,13,4,SRH,Sawai Mansingh Stadium,27 April 2013
754,Michael Hussey,88,51,172.54,13,1,RR,Chidambaram,22 April 2013
755,Virender Sehwag,95,57,166.66,13,2,MI,Arun Jaitley Stadium,21 April 2013
756,Virat Kohli,93,47,197.87,11,4,SRH,M. Chinnaswamy Stadium,09 April 2013
757,Suresh Raina,99,52,190.38,11,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
758,Michael Hussey,95,59,161.01,11,2,KKR,Chidambaram,28 April 2013
759,Michael Hussey,86,54,159.25,11,2,PBKS,IS Bindra Stadium,10 April 2013
760,Chris Gayle,92,58,158.62,11,5,MI,M. Chinnaswamy Stadium,04 April 2013
761,Shaun Marsh,63,47,134.04,11,0,MI,HPCA Stadium,18 May 2013
762,Virat Kohli,99,58,170.68,10,4,DC,Arun Jaitley Stadium,10 May 2013
763,Adam Gilchrist,85,54,157.4,10,3,RCB,M. Chinnaswamy Stadium,14 May 2013
764,Aaron Finch,67,45,148.88,10,2,CSK,Chidambaram,15 April 2013
765,Michael Hussey,86,58,148.27,10,2,MI,Arun Jaitley Stadium,21 May 2013
766,Shikhar Dhawan,63,45,140.0,10,0,CSK,Chidambaram,25 April 2013
767,Ben Rohrer,64,40,160.0,9,1,RR,Sawai Mansingh Stadium,07 May 2013
768,Gautam Gambhir,60,39,153.84,9,0,PBKS,IS Bindra Stadium,16 April 2013
769,Rahul Dravid,58,40,145.0,9,1,PWI,Sawai Mansingh Stadium,05 May 2013
770,David Warner,77,56,137.5,9,1,RR,Arun Jaitley Stadium,06 April 2013
771,Shikhar Dhawan,73,55,132.72,9,1,MI,Rajiv Gandhi Intl. Cricket Stadium,01 May 2013
772,David Miller,101,38,265.78,8,7,RCB,IS Bindra Stadium,06 May 2013
773,AB de Villiers,64,32,200.0,8,1,CSK,Chidambaram,13 April 2013
774,Azhar Mahmood,80,44,181.81,8,4,MI,HPCA Stadium,18 May 2013
775,Sachin Tendulkar,48,28,171.42,8,0,KKR,Wankhede Stadium,07 May 2013
776,Yusuf Pathan,72,44,163.63,8,2,PWI,JSCA Stadium,15 May 2013
777,Aditya Tare,59,37,159.45,8,1,RR,Wankhede Stadium,15 May 2013
778,Aaron Finch,64,42,152.38,8,2,PBKS,IS Bindra Stadium,21 April 2013
779,Azhar Mahmood,61,41,148.78,8,1,RCB,M. Chinnaswamy Stadium,14 May 2013
780,Darren Sammy,60,41,146.34,8,1,RR,Sawai Mansingh Stadium,27 April 2013
781,Shaun Marsh,73,51,143.13,8,2,CSK,Chidambaram,02 May 2013
782,Manish Pandey,66,47,140.42,8,1,KKR,JSCA Stadium,15 May 2013
783,Mahela Jayawardena,59,43,137.2,8,1,MI,Arun Jaitley Stadium,21 April 2013
784,Robin Uthappa,54,41,131.7,8,1,RR,Sawai Mansingh Stadium,05 May 2013
785,Mahela Jayawardena,66,52,126.92,8,1,KKR,Eden Gardens,03 April 2013
786,Ajinkya Rahane,68,54,125.92,8,1,MI,Sawai Mansingh Stadium,17 April 2013
787,Rahul Dravid,54,48,112.5,8,0,PWI,Maharashtra Cricket Association's International Stadium,11 April 2013
788,Cheteshwar Pujara,51,48,106.25,8,0,PBKS,IS Bindra Stadium,06 May 2013
789,Luke Wright,44,23,191.3,7,1,DC,Maharashtra Cricket Association's International Stadium,19 May 2013
790,Suresh Raina,100,53,188.67,7,6,PBKS,Chidambaram,02 May 2013
791,Kieron Pollard,60,32,187.5,7,3,CSK,Eden Gardens,26 May 2013
792,MS Dhoni,67,37,181.08,7,4,SRH,Chidambaram,25 April 2013
793,Shane Watson,32,19,168.42,7,0,PBKS,Sawai Mansingh Stadium,14 April 2013
794,Sanju Samson,63,41,153.65,7,2,RCB,Sawai Mansingh Stadium,29 April 2013
795,Manan Vohra,43,28,153.57,7,0,PWI,Maharashtra Cricket Association's International Stadium,07 April 2013
796,Sachin Tendulkar,44,29,151.72,7,1,PWI,Wankhede Stadium,13 April 2013
797,Brad Hodge,46,31,148.38,7,0,KKR,Sawai Mansingh Stadium,08 April 2013
798,Brad Hodge,39,27,144.44,7,0,MI,Wankhede Stadium,15 May 2013
799,Aaron Finch,45,32,140.62,7,0,RR,Sawai Mansingh Stadium,05 May 2013
800,Mandeep Singh,77,58,132.75,7,0,PWI,IS Bindra Stadium,21 April 2013
801,Virat Kohli,65,50,130.0,7,1,DC,M. Chinnaswamy Stadium,16 April 2013
802,Gautam Gambhir,59,46,128.26,7,1,RCB,M. Chinnaswamy Stadium,11 April 2013
803,Parthiv Patel,47,37,127.02,7,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,19 May 2013
804,Rahul Dravid,43,37,116.21,7,0,MI,Eden Gardens,24 May 2013
805,Rahul Dravid,53,48,110.41,7,0,DC,Sawai Mansingh Stadium,07 May 2013
806,Shaun Marsh,45,44,102.27,7,0,DC,HPCA Stadium,16 May 2013
807,Dwayne Smith,47,53,88.67,7,0,KKR,Wankhede Stadium,07 May 2013
808,Luke Wright,34,10,340.0,6,1,PBKS,IS Bindra Stadium,21 April 2013
809,Dwayne Smith,68,28,242.85,6,5,CSK,Arun Jaitley Stadium,21 May 2013
810,AB de Villiers,50,23,217.39,6,2,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013
811,Chris Gayle,34,16,212.5,6,1,RR,Sawai Mansingh Stadium,29 April 2013
812,Shane Watson,70,34,205.88,6,6,CSK,Sawai Mansingh Stadium,12 May 2013
813,Rohit Sharma,79,39,202.56,6,6,PBKS,Wankhede Stadium,29 April 2013
814,Virat Kohli,56,29,193.1,6,4,CSK,M. Chinnaswamy Stadium,18 May 2013
815,Chris Gayle,61,33,184.84,6,3,PBKS,IS Bindra Stadium,06 May 2013
816,Shane Watson,101,61,165.57,6,6,CSK,Chidambaram,22 April 2013
817,David Warner,66,42,157.14,6,3,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
818,Jacques Kallis,41,27,151.85,6,0,SRH,Eden Gardens,14 April 2013
819,Parthiv Patel,44,30,146.66,6,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
820,Shikhar Dhawan,59,41,143.9,6,2,MI,Wankhede Stadium,13 May 2013
821,Dwayne Smith,62,44,140.9,6,2,RR,Eden Gardens,24 May 2013
822,Ajinkya Rahane,67,48,139.58,6,2,PWI,Sawai Mansingh Stadium,05 May 2013
823,Mandeep Singh,41,30,136.66,6,0,KKR,IS Bindra Stadium,16 April 2013
824,Virender Sehwag,30,22,136.36,6,0,PBKS,HPCA Stadium,16 May 2013
825,Virat Kohli,57,43,132.55,6,2,PBKS,M. Chinnaswamy Stadium,14 May 2013
826,Steve Smith,41,31,132.25,6,0,RCB,M. Chinnaswamy Stadium,23 April 2013
827,Adam Gilchrist,42,32,131.25,6,0,RR,IS Bindra Stadium,09 May 2013
828,Michael Hussey,65,50,130.0,6,2,DC,Arun Jaitley Stadium,18 April 2013
829,Rahul Dravid,65,51,127.45,6,2,DC,Arun Jaitley Stadium,06 April 2013
830,Eoin Morgan,47,38,123.68,6,0,PBKS,IS Bindra Stadium,16 April 2013
831,Manpreet Juneja,49,40,122.5,6,0,MI,Wankhede Stadium,09 April 2013
832,Aaron Finch,64,53,120.75,6,3,RR,Maharashtra Cricket Association's International Stadium,11 April 2013
833,Shaun Marsh,77,64,120.31,6,2,RR,IS Bindra Stadium,09 May 2013
834,Biplap Samantray,55,46,119.56,6,1,RR,Rajiv Gandhi Intl. Cricket Stadium,17 May 2013
835,Gautam Gambhir,53,45,117.77,6,1,SRH,Eden Gardens,14 April 2013
836,Gautam Gambhir,50,44,113.63,6,0,PWI,Maharashtra Cricket Association's International Stadium,09 May 2013
837,Jacques Kallis,37,33,112.12,6,0,PBKS,Eden Gardens,26 April 2013
838,Murali Vijay,55,50,110.0,6,0,RR,Sawai Mansingh Stadium,12 May 2013
839,Michael Hussey,40,40,100.0,6,0,RR,Sawai Mansingh Stadium,12 May 2013
840,Eoin Morgan,47,21,223.8,5,3,SRH,Eden Gardens,14 April 2013
841,MS Dhoni,51,26,196.15,5,3,MI,Chidambaram,06 April 2013
842,David Miller,51,26,196.15,5,2,CSK,Chidambaram,02 May 2013
843,Suresh Raina,82,42,195.23,5,5,MI,Arun Jaitley Stadium,21 May 2013
844,David Miller,80,41,195.12,5,5,PWI,IS Bindra Stadium,21 April 2013
845,MS Dhoni,44,23,191.3,5,1,DC,Arun Jaitley Stadium,18 April 2013
846,David Hussey,34,18,188.88,5,1,MI,Wankhede Stadium,29 April 2013
847,Parthiv Patel,26,14,185.71,5,0,MI,Wankhede Stadium,13 May 2013
848,Dishant Yagnik,31,17,182.35,5,0,MI,Eden Gardens,24 May 2013
849,Sachin Tendulkar,23,13,176.92,5,0,RCB,Wankhede Stadium,27 April 2013
850,Michael Hussey,45,26,173.07,5,2,SRH,Chidambaram,25 April 2013
851,Rohit Sharma,73,43,169.76,5,5,DC,Arun Jaitley Stadium,21 April 2013
852,Robin Uthappa,75,45,166.66,5,5,RCB,Maharashtra Cricket Association's International Stadium,02 May 2013
853,David Warner,61,37,164.86,5,4,MI,Wankhede Stadium,09 April 2013
854,Adam Gilchrist,42,26,161.53,5,2,DC,HPCA Stadium,16 May 2013
855,Mandeep Singh,24,15,160.0,5,0,DC,Arun Jaitley Stadium,23 April 2013
856,Shane Watson,24,15,160.0,5,0,SRH,Arun Jaitley Stadium,22 May 2013
857,Michael Hussey,67,42,159.52,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,08 May 2013
858,Tirumalasetti Suman,23,15,153.33,5,0,MI,Wankhede Stadium,13 April 2013
859,Sanju Samson,47,33,142.42,5,1,PBKS,IS Bindra Stadium,09 May 2013
860,Gautam Gambhir,41,29,141.37,5,1,DC,Eden Gardens,03 April 2013
861,Ajinkya Rahane,63,45,140.0,5,1,DC,Sawai Mansingh Stadium,07 May 2013
862,Suresh Raina,30,22,136.36,5,0,RCB,Chidambaram,13 April 2013
863,Gautam Gambhir,25,19,131.57,5,0,CSK,Eden Gardens,20 April 2013
864,Parthiv Patel,61,47,129.78,5,2,PBKS,IS Bindra Stadium,11 May 2013
865,Suresh Raina,63,50,126.0,5,1,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
866,Mandeep Singh,25,20,125.0,5,0,KKR,Eden Gardens,26 April 2013
867,Shane Watson,31,25,124.0,5,1,MI,Sawai Mansingh Stadium,17 April 2013
868,Hanuma Vihari,46,39,117.94,5,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,19 April 2013
869,Manvinder Bisla,28,24,116.66,5,0,SRH,Eden Gardens,14 April 2013
870,Jacques Kallis,23,20,115.0,5,0,DC,Eden Gardens,03 April 2013
871,Tillakaratne Dilshan,25,22,113.63,5,0,RR,M. Chinnaswamy Stadium,20 April 2013
872,Rahul Dravid,35,31,112.9,5,0,RCB,M. Chinnaswamy Stadium,20 April 2013
873,Aaron Finch,37,33,112.12,5,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
874,Cameron White,31,28,110.71,5,0,RR,Arun Jaitley Stadium,22 May 2013
875,Moises Henriques,44,40,110.0,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
876,Virat Kohli,46,44,104.54,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,07 April 2013
877,Suresh Raina,30,32,93.75,5,0,DC,Arun Jaitley Stadium,18 April 2013
878,Tillakaratne Dilshan,33,36,91.66,5,0,PWI,M. Chinnaswamy Stadium,23 April 2013
879,MS Dhoni,45,16,281.25,4,3,PWI,Maharashtra Cricket Association's International Stadium,30 April 2013
880,Manpreet Gony,42,18,233.33,4,3,KKR,IS Bindra Stadium,16 April 2013
881,Dwayne Bravo,23,11,209.09,4,0,RR,Sawai Mansingh Stadium,12 May 2013
882,Moises Henriques,27,13,207.69,4,1,PWI,Maharashtra Cricket Association's International Stadium,02 May 2013
883,David Warner,51,25,204.0,4,4,PWI,Shaheed Veer Narayan Singh International Cricket Stadium,28 April 2013
884,AB de Villiers,38,19,200.0,4,2,PBKS,IS Bindra Stadium,06 May 2013
885,Virender Sehwag,18,10,180.0,4,0,RCB,Arun Jaitley Stadium,10 May 2013
886,Suresh Raina,44,25,176.0,4,1,KKR,Chidambaram,28 April 2013
887,Virat Kohli,24,14,171.42,4,1,MI,M. Chinnaswamy Stadium,04 April 2013
888,Chris Gayle,85,50,170.0,4,9,KKR,M. Chinnaswamy Stadium,11 April 2013
889,Wriddhiman Saha,39,23,169.56,4,2,KKR,Chidambaram,28 April 2013
890,Ben Rohrer,49,29,168.96,4,3,PBKS,HPCA Stadium,16 May 2013
891,Stuart Binny,33,20,165.0,4,1,RCB,M. Chinnaswamy Stadium,20 April 2013
892,Robin Uthappa,22,14,157.14,4,0,SRH,Maharashtra Cricket Association's International Stadium,17 April 2013
893,Sumit Narwal,23,15,153.33,4,0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,01 May 2013
894,Kieron Pollard,57,38,150.0,4,5,CSK,Chidambaram,06 April 2013
895,Rohit Sharma,74,50,148.0,4,5,DC,Wankhede Stadium,09 April 2013
896,Dinesh Karthik,37,25,148.0,4,1,CSK,Chidambaram,06 April 2013
897,Mahela Jayawardena,19,13,146.15,4,0,RCB,Arun Jaitley Stadium,10 May 2013
898,Suresh Raina,51,35,145.71,4,2,RR,Chidambaram,22 April 2013
899,Chris Gayle,77,53,145.28,4,6,PBKS,M. Chinnaswamy Stadium,14 May 2013
900,Glenn Maxwell,95,43,220.93,15,2,CSK,Zayed Cricket Stadium,18 April 2014
901,Lendl Simmons,100,61,163.93,14,2,PBKS,IS Bindra Stadium,21 May 2014
902,Suresh Raina,87,25,348.0,12,6,PBKS,Wankhede Stadium,30 May 2014
903,Virender Sehwag,122,58,210.34,12,8,CSK,Wankhede Stadium,30 May 2014
904,David Warner,90,45,200.0,12,3,CSK,JSCA Stadium,22 May 2014
905,Virender Sehwag,72,50,144.0,11,1,KKR,Barabati Stadium,11 May 2014
906,Wriddhiman Saha,115,55,209.09,10,8,KKR,M. Chinnaswamy Stadium,01 June 2014
907,Robin Uthappa,67,39,171.79,10,1,CSK,Eden Gardens,20 May 2014
908,Robin Uthappa,83,51,162.74,10,1,RCB,Eden Gardens,22 May 2014
909,Corey Anderson,95,44,215.9,9,6,RR,Wankhede Stadium,25 May 2014
910,Robin Uthappa,80,52,153.84,9,3,MI,Barabati Stadium,14 May 2014
911,Kevin Pietersen,58,41,141.46,9,0,PBKS,IS Bindra Stadium,25 May 2014
912,David Miller,66,29,227.58,8,3,RCB,M. Chinnaswamy Stadium,09 May 2014
913,Wriddhiman Saha,54,26,207.69,8,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
914,Glenn Maxwell,89,45,197.77,8,6,RR,Sharjah Cricket Stadium,20 April 2014
915,Aaron Finch,88,53,166.03,8,4,DC,Dubai International Stadium,25 April 2014
916,Robin Uthappa,46,28,164.28,8,1,PBKS,Barabati Stadium,11 May 2014
917,Karun Nair,73,50,146.0,8,2,DC,Arun Jaitley Stadium,03 May 2014
918,Karun Nair,56,39,143.58,8,0,RCB,M. Chinnaswamy Stadium,11 May 2014
919,Yogesh Takawale,40,28,142.85,8,0,KKR,Sharjah Cricket Stadium,24 April 2014
920,Brendon McCullum,71,53,133.96,8,2,MI,Dubai International Stadium,25 April 2014
921,Ajinkya Rahane,64,50,128.0,8,1,DC,Narendra Modi Stadium,15 May 2014
922,Yuvraj Singh,83,38,218.42,7,7,RR,M. Chinnaswamy Stadium,11 May 2014
923,Faf du Plessis,52,25,208.0,7,1,PBKS,Barabati Stadium,07 May 2014
924,Manish Pandey,94,50,188.0,7,6,PBKS,M. Chinnaswamy Stadium,01 June 2014
925,Karun Nair,50,27,185.18,7,2,MI,Wankhede Stadium,25 May 2014
926,Michael Hussey,56,33,169.69,7,2,DC,Wankhede Stadium,23 May 2014
927,Shikhar Dhawan,33,20,165.0,7,0,RR,Narendra Modi Stadium,08 May 2014
928,Sanju Samson,74,47,157.44,7,3,MI,Wankhede Stadium,25 May 2014
929,Dinesh Karthik,69,44,156.81,7,3,PBKS,Arun Jaitley Stadium,19 May 2014
930,Ambati Rayudu,68,46,147.82,7,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
931,Gautam Gambhir,63,45,140.0,7,0,PBKS,Barabati Stadium,11 May 2014
932,Murali Vijay,52,40,130.0,7,1,SRH,Dubai International Stadium,25 April 2014
933,Shikhar Dhawan,50,39,128.2,7,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014
934,Parthiv Patel,57,45,126.66,7,0,MI,Dubai International Stadium,19 April 2014
935,Aaron Finch,68,62,109.67,7,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
936,George Bailey,40,13,307.69,6,2,CSK,Barabati Stadium,07 May 2014
937,Glenn Maxwell,90,38,236.84,6,8,CSK,Barabati Stadium,07 May 2014
938,Shakib Al Hasan,46,21,219.04,6,2,CSK,Eden Gardens,20 May 2014
939,AB de Villiers,89,41,217.07,6,8,SRH,M. Chinnaswamy Stadium,04 May 2014
940,Dwayne Smith,50,28,178.57,6,3,RR,Dubai International Stadium,23 April 2014
941,David Warner,55,31,177.41,6,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
942,Suresh Raina,47,27,174.07,6,1,DC,Arun Jaitley Stadium,05 May 2014
943,Quinton de Kock,48,30,160.0,6,1,SRH,Dubai International Stadium,25 April 2014
944,Gautam Gambhir,54,34,158.82,6,1,RR,Narendra Modi Stadium,05 May 2014
945,Dwayne Smith,66,43,153.48,6,3,PBKS,Zayed Cricket Stadium,18 April 2014
946,Kevin Pietersen,49,32,153.12,6,1,PBKS,Arun Jaitley Stadium,19 May 2014
947,Kevin Pietersen,44,31,141.93,6,1,MI,Wankhede Stadium,23 May 2014
948,Kieron Pollard,43,31,138.7,6,0,RCB,Wankhede Stadium,06 May 2014
949,Robin Uthappa,55,41,134.14,6,1,DC,Dubai International Stadium,19 April 2014
950,Suresh Raina,62,48,129.16,6,1,RCB,JSCA Stadium,18 May 2014
951,Manan Vohra,67,52,128.84,6,2,KKR,M. Chinnaswamy Stadium,01 June 2014
952,Ajinkya Rahane,72,59,122.03,6,1,KKR,Zayed Cricket Stadium,29 April 2014
953,Lendl Simmons,62,51,121.56,6,2,RR,Narendra Modi Stadium,19 May 2014
954,Manish Pandey,64,53,120.75,6,2,MI,Zayed Cricket Stadium,16 April 2014
955,Ajinkya Rahane,59,53,111.32,6,0,SRH,Zayed Cricket Stadium,18 April 2014
956,Cheteshwar Pujara,35,32,109.37,6,0,SRH,Sharjah Cricket Stadium,22 April 2014
957,Yusuf Pathan,72,22,327.27,5,7,SRH,Eden Gardens,24 May 2014
958,Ambati Rayudu,30,10,300.0,5,1,RR,Wankhede Stadium,25 May 2014
959,Manan Vohra,47,20,235.0,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
960,Glenn Maxwell,95,43,220.93,5,9,SRH,Sharjah Cricket Stadium,22 April 2014
961,David Miller,38,19,200.0,5,1,CSK,Wankhede Stadium,30 May 2014
962,Steve Smith,27,15,180.0,5,0,PBKS,Sharjah Cricket Stadium,20 April 2014
963,Faf du Plessis,35,20,175.0,5,1,MI,Brabourne Stadium,28 May 2014
964,Shane Watson,50,29,172.41,5,3,PBKS,Sharjah Cricket Stadium,20 April 2014
965,Glenn Maxwell,45,27,166.66,5,2,MI,Wankhede Stadium,03 May 2014
966,JP Duminy,28,17,164.7,5,0,CSK,Arun Jaitley Stadium,05 May 2014
967,Shakib Al Hasan,60,38,157.89,5,3,RCB,Eden Gardens,22 May 2014
