,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date
920,Jaydev Unadkat,3.4,47,0,0.0,CSK,Arun Jaitley Stadium,05 May 2014
921,Lakshmipathy Balaji,4.0,46,0,0.0,RR,Sharjah Cricket Stadium,20 April 2014
922,Karn Sharma,4.0,46,1,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
923,Mohit Sharma,4.0,46,1,24.0,PBKS,Wankhede Stadium,30 May 2014
924,Sunil Narine,4.0,46,1,24.0,PBKS,M. Chinnaswamy Stadium,01 June 2014
925,Yuzvendra Chahal,4.0,45,1,24.0,DC,M. Chinnaswamy Stadium,13 May 2014
926,Mohammad Shami,4.0,45,1,24.0,CSK,Zayed Cricket Stadium,21 April 2014
927,Umesh Yadav,4.0,45,1,24.0,RCB,Eden Gardens,22 May 2014
928,James Faulkner,3.4,45,1,22.0,PBKS,Sharjah Cricket Stadium,20 April 2014
929,Rishi Dhawan,4.0,44,0,0.0,KKR,Eden Gardens,28 May 2014
930,Rahul Shukla,4.0,44,0,0.0,RR,Narendra Modi Stadium,15 May 2014
931,Vinay Kumar,4.0,44,0,0.0,RCB,Eden Gardens,22 May 2014
932,Mitchell Johnson,4.0,44,1,24.0,CSK,Wankhede Stadium,30 May 2014
933,Ravichandran Ashwin,4.0,44,1,24.0,PBKS,Wankhede Stadium,30 May 2014
934,Piyush Chawla,4.0,44,2,12.0,PBKS,M. Chinnaswamy Stadium,01 June 2014
935,Dale Steyn,4.0,43,0,0.0,CSK,JSCA Stadium,22 May 2014
936,Jaydev Unadkat,4.0,43,0,0.0,SRH,Dubai International Stadium,25 April 2014
937,Ravindra Jadeja,4.0,43,0,0.0,PBKS,Zayed Cricket Stadium,18 April 2014
938,Dale Steyn,4.0,43,0,0.0,KKR,Eden Gardens,24 May 2014
939,Harbhajan Singh,4.0,43,1,24.0,RR,Wankhede Stadium,25 May 2014
940,Shakib Al Hasan,4.0,43,1,24.0,PBKS,Eden Gardens,28 May 2014
941,Mitchell Starc,4.0,43,2,12.0,PBKS,M. Chinnaswamy Stadium,09 May 2014
942,Kane Richardson,4.0,43,2,12.0,RCB,M. Chinnaswamy Stadium,11 May 2014
943,Lakshmipathy Balaji,4.0,43,2,12.0,CSK,Zayed Cricket Stadium,18 April 2014
944,Parvinder Awana,3.3,43,0,0.0,KKR,M. Chinnaswamy Stadium,01 June 2014
945,Lakshmipathy Balaji,3.0,43,2,9.0,RCB,M. Chinnaswamy Stadium,09 May 2014
946,Rishi Dhawan,4.0,42,0,0.0,DC,Arun Jaitley Stadium,19 May 2014
947,Mohammad Shami,4.0,42,0,0.0,CSK,Arun Jaitley Stadium,05 May 2014
948,James Faulkner,4.0,42,1,24.0,RCB,M. Chinnaswamy Stadium,11 May 2014
949,Piyush Chawla,4.0,42,1,24.0,CSK,Eden Gardens,20 May 2014
950,Vinay Kumar,4.0,42,2,12.0,RR,Narendra Modi Stadium,05 May 2014
951,Rishi Dhawan,4.0,42,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
952,Mohit Sharma,4.0,42,3,8.0,MI,Brabourne Stadium,28 May 2014
953,Wayne Parnell,3.4,42,0,0.0,PBKS,Arun Jaitley Stadium,19 May 2014
954,Ravindra Jadeja,3.4,42,1,22.0,SRH,JSCA Stadium,22 May 2014
955,Dhawal Kulkarni,3.0,42,2,9.0,MI,Wankhede Stadium,25 May 2014
956,Kieron Pollard,2.3,42,1,15.0,CSK,Wankhede Stadium,10 May 2014
957,Ishwar Pandey,4.0,41,0,0.0,PBKS,Barabati Stadium,07 May 2014
958,Lakshmipathy Balaji,4.0,41,0,0.0,KKR,M. Chinnaswamy Stadium,01 June 2014
959,Rahul Shukla,4.0,41,1,24.0,RCB,M. Chinnaswamy Stadium,13 May 2014
960,Varun Aaron,4.0,41,1,24.0,MI,Wankhede Stadium,06 May 2014
961,Mitchell Johnson,4.0,41,2,12.0,KKR,M. Chinnaswamy Stadium,01 June 2014
962,Ravichandran Ashwin,4.0,41,2,12.0,PBKS,Zayed Cricket Stadium,18 April 2014
963,Morne Morkel,4.0,41,2,12.0,DC,Dubai International Stadium,19 April 2014
964,Shadab Jakati,3.4,41,0,0.0,CSK,M. Chinnaswamy Stadium,24 May 2014
965,Varun Aaron,2.5,41,0,0.0,RR,M. Chinnaswamy Stadium,11 May 2014
966,Morne Morkel,4.0,40,0,0.0,PBKS,M. Chinnaswamy Stadium,01 June 2014
967,Murali Kartik,4.0,40,0,0.0,CSK,Barabati Stadium,07 May 2014
968,Axar Patel,4.0,40,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
969,Bhuvneshwar Kumar,4.0,40,0,0.0,DC,Dubai International Stadium,25 April 2014
970,Axar Patel,4.0,40,0,0.0,MI,Wankhede Stadium,03 May 2014
971,Krishmar Santokie,4.0,40,1,24.0,PBKS,IS Bindra Stadium,21 May 2014
972,Morne Morkel,4.0,40,1,24.0,RR,Zayed Cricket Stadium,29 April 2014
973,Abu Nechim,4.0,40,1,24.0,DC,M. Chinnaswamy Stadium,13 May 2014
974,Parvinder Awana,4.0,40,1,24.0,RR,Sharjah Cricket Stadium,20 April 2014
975,Umesh Yadav,4.0,40,1,24.0,RCB,Sharjah Cricket Stadium,24 April 2014
976,Karanveer Singh,4.0,40,3,8.0,KKR,Eden Gardens,28 May 2014
977,Jasprit Bumrah,3.4,40,0,0.0,CSK,Brabourne Stadium,28 May 2014
978,Dale Steyn,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,04 May 2014
979,Morne Morkel,4.0,39,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
980,Rajat Bhatia,4.0,39,0,0.0,MI,Narendra Modi Stadium,19 May 2014
981,Ravichandran Ashwin,4.0,39,1,24.0,RR,JSCA Stadium,13 May 2014
982,Mohammad Shami,4.0,39,1,24.0,PBKS,Arun Jaitley Stadium,19 May 2014
983,Umesh Yadav,4.0,39,1,24.0,PBKS,M. Chinnaswamy Stadium,01 June 2014
984,Kane Richardson,4.0,39,1,24.0,DC,Arun Jaitley Stadium,03 May 2014
985,Ashok Dinda,4.0,39,1,24.0,SRH,M. Chinnaswamy Stadium,04 May 2014
986,Ben Hilfenhaus,4.0,39,2,12.0,MI,Dubai International Stadium,25 April 2014
987,Glenn Maxwell,3.0,39,0,0.0,RCB,Dubai International Stadium,28 April 2014
988,James Faulkner,3.0,39,1,18.0,PBKS,IS Bindra Stadium,23 May 2014
989,Amit Mishra,4.0,38,0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
990,Wayne Parnell,4.0,38,0,0.0,SRH,Dubai International Stadium,25 April 2014
991,Pawan Negi,4.0,38,0,0.0,SRH,JSCA Stadium,22 May 2014
992,Amit Mishra,4.0,38,0,0.0,DC,Dubai International Stadium,25 April 2014
993,Pravin Tambe,4.0,38,1,24.0,RCB,M. Chinnaswamy Stadium,11 May 2014
994,Jacques Kallis,4.0,38,1,24.0,DC,Arun Jaitley Stadium,07 May 2014
995,Lakshmipathy Balaji,4.0,38,1,24.0,MI,Wankhede Stadium,03 May 2014
996,Ashok Dinda,4.0,38,1,24.0,KKR,Eden Gardens,22 May 2014
997,Sunil Narine,4.0,38,1,24.0,DC,Arun Jaitley Stadium,07 May 2014
998,Kevon Cooper,4.0,38,2,12.0,MI,Wankhede Stadium,25 May 2014
999,Mohit Sharma,4.0,38,2,12.0,PBKS,Barabati Stadium,07 May 2014
1000,Karn Sharma,4.0,38,4,6.0,KKR,Eden Gardens,24 May 2014
1001,Bhuvneshwar Kumar,3.4,38,1,22.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
1002,Jacques Kallis,3.0,38,0,0.0,PBKS,Barabati Stadium,11 May 2014
1003,Ben Hilfenhaus,3.0,38,0,0.0,KKR,Eden Gardens,20 May 2014
1004,Rajat Bhatia,3.0,38,0,0.0,PBKS,Sharjah Cricket Stadium,20 April 2014
1005,Ashok Dinda,3.0,38,1,18.0,MI,Wankhede Stadium,06 May 2014
1006,James Faulkner,3.0,38,1,18.0,CSK,Dubai International Stadium,23 April 2014
1007,David Hussey,2.5,38,2,8.5,RCB,JSCA Stadium,18 May 2014
1008,Ravichandran Ashwin,2.0,38,0,0.0,PBKS,Barabati Stadium,07 May 2014
1009,Karn Sharma,4.0,37,0,0.0,PBKS,Sharjah Cricket Stadium,22 April 2014
1010,Kieron Pollard,4.0,37,0,0.0,RCB,Wankhede Stadium,06 May 2014
1011,Mitchell Johnson,4.0,37,0,0.0,MI,Wankhede Stadium,03 May 2014
1012,Lakshmipathy Balaji,4.0,37,1,24.0,RR,IS Bindra Stadium,23 May 2014
1013,Siddarth Kaul,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,13 May 2014
1014,Sandeep Sharma,4.0,37,1,24.0,CSK,Barabati Stadium,07 May 2014
1015,Mitchell Johnson,4.0,37,2,12.0,CSK,Barabati Stadium,07 May 2014
1016,Ishant Sharma,4.0,37,2,12.0,CSK,Sharjah Cricket Stadium,27 April 2014
1017,Imran Tahir,4.0,37,3,8.0,MI,Wankhede Stadium,23 May 2014
1018,Bhuvneshwar Kumar,3.4,37,0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,18 May 2014
1019,James Faulkner,3.4,37,1,22.0,CSK,JSCA Stadium,13 May 2014
1020,Ravindra Jadeja,3.0,37,0,0.0,PBKS,Barabati Stadium,07 May 2014
1021,Sandeep Sharma,3.0,37,0,0.0,MI,IS Bindra Stadium,21 May 2014
1022,Pawan Negi,3.0,37,0,0.0,PBKS,Zayed Cricket Stadium,18 April 2014
1023,Ashok Dinda,3.0,37,0,0.0,RR,M. Chinnaswamy Stadium,11 May 2014
1024,Kieron Pollard,4.0,36,0,0.0,SRH,Dubai International Stadium,30 April 2014
1025,Jasprit Bumrah,4.0,36,0,0.0,DC,Wankhede Stadium,23 May 2014
1026,Mohammad Shami,4.0,36,0,0.0,SRH,Dubai International Stadium,25 April 2014
1027,Mohammad Shami,4.0,36,0,0.0,MI,Sharjah Cricket Stadium,27 April 2014
1028,Bhuvneshwar Kumar,4.0,36,0,0.0,CSK,JSCA Stadium,22 May 2014
1029,Pravin Tambe,4.0,36,0,0.0,PBKS,IS Bindra Stadium,23 May 2014
1030,Ben Hilfenhaus,4.0,36,1,24.0,PBKS,Barabati Stadium,07 May 2014
1031,Varun Aaron,4.0,36,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,20 May 2014
1032,Beuran Hendricks,4.0,36,3,8.0,DC,Arun Jaitley Stadium,19 May 2014
1033,Jaydev Unadkat,3.3,36,0,0.0,RR,Arun Jaitley Stadium,03 May 2014
1034,Dwayne Smith,3.0,36,1,18.0,PBKS,Barabati Stadium,07 May 2014
1035,Shreyas Gopal,3.0,36,1,18.0,RR,Wankhede Stadium,25 May 2014
1036,Moises Henriques,2.0,36,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14 May 2014
1037,Shane Watson,4.0,35,0,0.0,RCB,M. Chinnaswamy Stadium,11 May 2014
1038,Vinay Kumar,4.0,35,0,0.0,DC,Dubai International Stadium,19 April 2014
1039,Parveez Rasool,4.0,35,0,0.0,CSK,JSCA Stadium,22 May 2014
1040,Varun Aaron,4.0,35,1,24.0,PBKS,M. Chinnaswamy Stadium,09 May 2014
1041,Karn Sharma,4.0,35,1,24.0,CSK,Sharjah Cricket Stadium,27 April 2014
1042,Ishwar Pandey,4.0,35,1,24.0,PBKS,Wankhede Stadium,30 May 2014
1043,Wayne Parnell,4.0,35,1,24.0,RR,Arun Jaitley Stadium,03 May 2014
1044,Morne Morkel,4.0,35,2,12.0,MI,Barabati Stadium,14 May 2014
1045,Lasith Malinga,4.0,35,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 May 2014
1046,Shahbaz Nadeem,4.0,35,2,12.0,RR,Narendra Modi Stadium,15 May 2014
1047,Sandeep Sharma,4.0,35,3,8.0,DC,Arun Jaitley Stadium,19 May 2014
1048,Yuvraj Singh,4.0,35,4,6.0,RR,M. Chinnaswamy Stadium,11 May 2014
1049,Corey Anderson,3.0,35,0,0.0,CSK,Brabourne Stadium,28 May 2014
1050,Abu Nechim,4.0,59,0,0.0,MI,M. Chinnaswamy Stadium,19 April 2015
1051,Mohit Sharma,4.0,58,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
1052,Anureet Singh,3.5,56,2,11.5,KKR,Eden Gardens,09 May 2015
1053,James Faulkner,4.0,55,0,0.0,DC,Arun Jaitley Stadium,12 April 2015
1054,Jasprit Bumrah,4.0,55,1,24.0,DC,Arun Jaitley Stadium,23 April 2015
1055,Pat Cummins,4.0,54,1,24.0,CSK,Eden Gardens,30 April 2015
1056,Jasprit Bumrah,4.0,52,0,0.0,RCB,Wankhede Stadium,10 May 2015
1057,Karn Sharma,4.0,51,0,0.0,CSK,Chidambaram,11 April 2015
1058,Yuzvendra Chahal,4.0,51,2,12.0,MI,Wankhede Stadium,10 May 2015
1059,Hardik Pandya,3.0,51,0,0.0,RCB,Wankhede Stadium,10 May 2015
1060,Rishi Dhawan,4.0,50,0,0.0,MI,Wankhede Stadium,12 April 2015
1061,Varun Aaron,4.0,50,0,0.0,MI,M. Chinnaswamy Stadium,19 April 2015
1062,Andre Russell,4.0,50,1,24.0,PBKS,Eden Gardens,09 May 2015
1063,Axar Patel,4.0,50,1,24.0,RCB,M. Chinnaswamy Stadium,06 May 2015
1064,Ishant Sharma,4.0,49,0,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
1065,Gurinder Sandhu,4.0,49,0,0.0,RR,Brabourne Stadium,03 May 2015
1066,Ravindra Jadeja,4.0,49,0,0.0,MI,Wankhede Stadium,17 April 2015
1067,Shakib Al Hasan,4.0,48,1,24.0,MI,Eden Gardens,08 April 2015
1068,Vinay Kumar,4.0,46,0,0.0,PBKS,Wankhede Stadium,12 April 2015
1069,Pawan Negi,4.0,46,0,0.0,MI,Wankhede Stadium,19 May 2015
1070,Tim Southee,4.0,46,1,24.0,MI,Narendra Modi Stadium,14 April 2015
1071,David Wiese,4.0,46,1,24.0,CSK,M. Chinnaswamy Stadium,22 April 2015
1072,Imran Tahir,4.0,46,2,12.0,KKR,Eden Gardens,07 May 2015
1073,Ishant Sharma,3.0,46,0,0.0,CSK,Chidambaram,11 April 2015
1074,Mitchell McClenaghan,3.0,46,1,18.0,CSK,Wankhede Stadium,19 May 2015
1075,Pawan Suyal,4.0,45,0,0.0,RR,Narendra Modi Stadium,14 April 2015
1076,James Faulkner,4.0,45,1,24.0,KKR,Brabourne Stadium,16 May 2015
1077,Trent Boult,4.0,45,1,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
1078,Ashish Nehra,3.0,45,0,0.0,MI,Chidambaram,08 May 2015
1079,Trent Boult,4.0,44,0,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,02 May 2015
1080,Harbhajan Singh,4.0,44,2,12.0,CSK,Wankhede Stadium,17 April 2015
1081,Bhuvneshwar Kumar,4.0,44,3,8.0,RR,Brabourne Stadium,07 May 2015
1082,Shivam Sharma,3.0,44,1,18.0,RR,Narendra Modi Stadium,21 April 2015
1083,Karanveer Singh,4.0,43,0,0.0,CSK,Chidambaram,25 April 2015
1084,Karanveer Singh,4.0,43,0,0.0,RR,Maharashtra Cricket Association's International Stadium,10 April 2015
1085,Mitchell Johnson,4.0,43,0,0.0,RCB,M. Chinnaswamy Stadium,06 May 2015
1086,Mohit Sharma,4.0,43,1,24.0,MI,Wankhede Stadium,17 April 2015
1087,Mitchell McClenaghan,4.0,43,1,24.0,RCB,M. Chinnaswamy Stadium,19 April 2015
1088,Dwayne Bravo,4.0,43,2,12.0,RR,Chidambaram,10 May 2015
1089,Dhawal Kulkarni,4.0,43,2,12.0,DC,Brabourne Stadium,03 May 2015
1090,Imran Tahir,4.0,43,3,8.0,PBKS,Maharashtra Cricket Association's International Stadium,15 April 2015
1091,Nathan Coulter-Nile,4.0,42,0,0.0,RR,Arun Jaitley Stadium,12 April 2015
1092,James Faulkner,4.0,42,0,0.0,RCB,Maharashtra Cricket Association's International Stadium,20 May 2015
1093,Mitchell Johnson,4.0,42,0,0.0,DC,Maharashtra Cricket Association's International Stadium,15 April 2015
1094,Angelo Mathews,4.0,42,1,24.0,RR,Arun Jaitley Stadium,12 April 2015
1095,Chris Morris,4.0,42,1,24.0,RCB,Maharashtra Cricket Association's International Stadium,20 May 2015
1096,Bhuvneshwar Kumar,4.0,42,2,12.0,KKR,Eden Gardens,04 May 2015
1097,Amit Mishra,4.0,41,0,0.0,RR,Brabourne Stadium,03 May 2015
1098,Ashish Nehra,4.0,41,0,0.0,MI,Eden Gardens,24 May 2015
1099,Abu Nechim,4.0,41,0,0.0,SRH,M. Chinnaswamy Stadium,13 April 2015
1100,James Faulkner,4.0,41,0,0.0,PBKS,Narendra Modi Stadium,21 April 2015
1101,Mitchell Starc,4.0,41,1,24.0,MI,Wankhede Stadium,10 May 2015
1102,Lasith Malinga,4.0,41,1,24.0,RR,Narendra Modi Stadium,14 April 2015
1103,Anureet Singh,4.0,41,1,24.0,RR,Narendra Modi Stadium,21 April 2015
1104,Mitchell Johnson,4.0,41,1,24.0,MI,IS Bindra Stadium,03 May 2015
1105,Jagadeesha Suchith,4.0,41,1,24.0,PBKS,Wankhede Stadium,12 April 2015
1106,Sandeep Sharma,4.0,41,2,12.0,RCB,M. Chinnaswamy Stadium,06 May 2015
1107,Anureet Singh,4.0,41,2,12.0,MI,Wankhede Stadium,12 April 2015
1108,Mitchell Johnson,3.5,41,1,23.0,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015
1109,Azhar Mahmood,3.0,41,0,0.0,RR,Brabourne Stadium,16 May 2015
1110,Karanveer Singh,2.0,41,0,0.0,RCB,M. Chinnaswamy Stadium,06 May 2015
1111,Praveen Kumar,4.0,40,0,0.0,RR,Brabourne Stadium,07 May 2015
1112,Mitchell Johnson,4.0,40,0,0.0,CSK,Chidambaram,25 April 2015
1113,Mitchell McClenaghan,4.0,40,0,0.0,RCB,Wankhede Stadium,10 May 2015
1114,James Faulkner,4.0,40,0,0.0,CSK,Chidambaram,10 May 2015
1115,Juan Theron,4.0,40,1,24.0,MI,Wankhede Stadium,01 May 2015
1116,Lasith Malinga,4.0,40,1,24.0,CSK,Wankhede Stadium,17 April 2015
1117,Umesh Yadav,4.0,40,1,24.0,SRH,ACA-VDCA Stadium,22 April 2015
1118,Anureet Singh,4.0,40,1,24.0,CSK,Chidambaram,25 April 2015
1119,Beuran Hendricks,4.0,40,2,12.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
1120,Yusuf Pathan,4.0,40,2,12.0,RCB,Eden Gardens,11 April 2015
1121,Dwayne Bravo,4.0,40,3,8.0,MI,Wankhede Stadium,19 May 2015
1122,Yuzvendra Chahal,4.0,40,3,8.0,CSK,M. Chinnaswamy Stadium,22 April 2015
1123,David Wiese,4.0,39,0,0.0,DC,M. Chinnaswamy Stadium,17 May 2015
1124,Ishant Sharma,4.0,39,0,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,09 May 2015
1125,Mohit Sharma,4.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,22 April 2015
1126,Vinay Kumar,4.0,39,1,24.0,CSK,Eden Gardens,24 May 2015
1127,Vinay Kumar,4.0,39,1,24.0,RR,Wankhede Stadium,01 May 2015
1128,Jasprit Bumrah,4.0,39,1,24.0,RCB,M. Chinnaswamy Stadium,19 April 2015
1129,Jagadeesha Suchith,4.0,39,1,24.0,RR,Wankhede Stadium,01 May 2015
1130,Mitchell Johnson,4.0,39,2,12.0,SRH,IS Bindra Stadium,27 April 2015
1131,Andre Russell,4.0,39,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,18 April 2015
1132,Ashok Dinda,3.0,39,0,0.0,DC,M. Chinnaswamy Stadium,17 May 2015
1133,Pravin Tambe,3.0,39,0,0.0,RCB,M. Chinnaswamy Stadium,29 April 2015
1134,Bhuvneshwar Kumar,1.5,39,0,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,15 May 2015
1135,Chris Morris,4.0,38,0,0.0,SRH,Brabourne Stadium,07 May 2015
1136,Morne Morkel,4.0,38,0,0.0,RR,Brabourne Stadium,16 May 2015
1137,David Wiese,4.0,38,0,0.0,MI,Wankhede Stadium,10 May 2015
1138,Ravi Bopara,4.0,38,0,0.0,DC,ACA-VDCA Stadium,18 April 2015
1139,Sunil Narine,4.0,38,0,0.0,SRH,ACA-VDCA Stadium,22 April 2015
1140,Nathan Coulter-Nile,4.0,38,1,24.0,RR,Brabourne Stadium,03 May 2015
1141,Angelo Mathews,4.0,38,1,24.0,SRH,ACA-VDCA Stadium,18 April 2015
1142,Praveen Kumar,4.0,38,1,24.0,DC,ACA-VDCA Stadium,18 April 2015
1143,Sunil Narine,4.0,38,1,24.0,DC,Arun Jaitley Stadium,20 April 2015
1144,Mohit Sharma,4.0,38,1,24.0,MI,Eden Gardens,24 May 2015
1145,Harbhajan Singh,4.0,38,1,24.0,KKR,Eden Gardens,08 April 2015
1146,Ashish Nehra,4.0,38,1,24.0,KKR,Chidambaram,28 April 2015
1147,Sunil Narine,4.0,38,1,24.0,MI,Wankhede Stadium,14 May 2015
1148,Varun Aaron,4.0,38,1,24.0,KKR,Eden Gardens,11 April 2015
1149,Shane Watson,4.0,38,2,12.0,KKR,Brabourne Stadium,16 May 2015
1150,Dale Steyn,4.0,38,2,12.0,MI,Wankhede Stadium,25 April 2015
1151,Mitchell McClenaghan,4.0,38,2,12.0,DC,Arun Jaitley Stadium,23 April 2015
1152,Jasprit Bumrah,3.0,38,1,18.0,KKR,Eden Gardens,08 April 2015
1153,Shardul Thakur,3.0,38,1,18.0,DC,Arun Jaitley Stadium,01 May 2015
1154,Karn Sharma,2.5,38,1,17.0,MI,Rajiv Gandhi Intl. Cricket Stadium,17 May 2015
1155,Anureet Singh,4.0,37,0,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,11 May 2015
1156,Anureet Singh,4.0,37,0,0.0,KKR,Maharashtra Cricket Association's International Stadium,18 April 2015
1157,Mitchell McClenaghan,4.0,37,0,0.0,DC,Wankhede Stadium,05 May 2015
1158,Andre Russell,4.0,37,0,0.0,MI,Wankhede Stadium,14 May 2015
1159,Dale Steyn,4.0,37,0,0.0,KKR,Eden Gardens,04 May 2015
1160,Harshal Patel,4.0,37,1,24.0,KKR,Eden Gardens,11 April 2015
1161,Ravindra Jadeja,4.0,37,1,24.0,RCB,M. Chinnaswamy Stadium,22 April 2015
1162,James Faulkner,4.0,37,1,24.0,SRH,Brabourne Stadium,07 May 2015
1163,Umesh Yadav,3.0,37,0,0.0,MI,Wankhede Stadium,14 May 2015
1164,Hardik Pandya,3.0,37,0,0.0,RCB,M. Chinnaswamy Stadium,19 April 2015
1165,Umesh Yadav,4.0,36,0,0.0,CSK,Chidambaram,28 April 2015
1166,Ashish Nehra,4.0,36,0,0.0,KKR,Eden Gardens,30 April 2015
1167,Shakib Al Hasan,4.0,36,0,0.0,RR,Brabourne Stadium,16 May 2015
1168,Hardik Pandya,4.0,36,0,0.0,CSK,Eden Gardens,24 May 2015
1169,Pravin Tambe,4.0,36,0,0.0,RCB,Narendra Modi Stadium,24 April 2015
1170,Tim Southee,4.0,36,0,0.0,DC,Arun Jaitley Stadium,12 April 2015
1171,Harbhajan Singh,4.0,36,0,0.0,SRH,Wankhede Stadium,25 April 2015
1172,Umesh Yadav,4.0,36,0,0.0,PBKS,Eden Gardens,09 May 2015
1173,Yuzvendra Chahal,4.0,36,1,24.0,CSK,Chidambaram,04 May 2015
1174,Harbhajan Singh,4.0,36,1,24.0,CSK,Chidambaram,08 May 2015
1175,Nathan Coulter-Nile,4.0,36,1,24.0,MI,Arun Jaitley Stadium,23 April 2015
1176,Pravin Tambe,4.0,36,1,24.0,CSK,Narendra Modi Stadium,19 April 2015
1177,Dhawal Kulkarni,4.0,36,1,24.0,RCB,M. Chinnaswamy Stadium,29 April 2015
1178,Tim Southee,4.0,36,1,24.0,MI,Wankhede Stadium,01 May 2015
1179,Umesh Yadav,4.0,36,1,24.0,RR,Brabourne Stadium,16 May 2015
1180,Dwayne Bravo,4.0,36,2,12.0,MI,Eden Gardens,24 May 2015
1181,Iqbal Abdulla,4.0,36,2,12.0,CSK,M. Chinnaswamy Stadium,22 April 2015
1182,Mohit Sharma,4.0,36,2,12.0,SRH,Chidambaram,11 April 2015
1183,Dhawal Kulkarni,4.0,36,2,12.0,KKR,Brabourne Stadium,16 May 2015
1184,Tim Southee,4.0,36,2,12.0,PBKS,Maharashtra Cricket Association's International Stadium,10 April 2015
1185,Harshal Patel,4.0,36,2,12.0,MI,Wankhede Stadium,10 May 2015
1186,Dwayne Bravo,4.0,36,2,12.0,DC,Chidambaram,09 April 2015
1187,Trent Boult,4.0,36,3,8.0,RCB,M. Chinnaswamy Stadium,13 April 2015
1188,Varun Aaron,3.2,36,0,0.0,SRH,M. Chinnaswamy Stadium,13 April 2015
1189,Imran Tahir,3.0,36,0,0.0,PBKS,Arun Jaitley Stadium,01 May 2015
1190,Sean Abbott,3.0,36,0,0.0,KKR,Eden Gardens,11 April 2015
1191,Shane Watson,3.0,36,0,0.0,MI,Wankhede Stadium,01 May 2015
1192,Umesh Yadav,3.0,36,0,0.0,MI,Eden Gardens,08 April 2015
1193,Suresh Raina,3.0,36,1,18.0,RCB,JSCA Stadium,22 May 2015
1194,Shane Watson,3.0,36,2,9.0,SRH,Brabourne Stadium,07 May 2015
1195,Sandeep Sharma,4.0,35,0,0.0,KKR,Eden Gardens,09 May 2015
1196,Pawan Negi,4.0,35,0,0.0,RR,Chidambaram,10 May 2015
1197,Mitchell Starc,4.0,35,0,0.0,DC,M. Chinnaswamy Stadium,17 May 2015
1198,Iqbal Abdulla,4.0,35,0,0.0,MI,M. Chinnaswamy Stadium,19 April 2015
1199,Morne Morkel,4.0,35,1,24.0,RCB,Eden Gardens,11 April 2015
1200,Shane Watson,4.0,61,0,0.0,SRH,M. Chinnaswamy Stadium,29 May 2016
1201,Imran Tahir,4.0,59,0,0.0,MI,ACA-VDCA Stadium,15 May 2016
1202,Karn Sharma,4.0,57,0,0.0,RCB,M. Chinnaswamy Stadium,12 April 2016
1203,Umesh Yadav,4.0,56,1,24.0,RCB,M. Chinnaswamy Stadium,02 May 2016
1204,Bhuvneshwar Kumar,4.0,55,2,12.0,RCB,M. Chinnaswamy Stadium,12 April 2016
1205,KC Cariappa,3.0,55,0,0.0,RCB,M. Chinnaswamy Stadium,18 May 2016
1206,Kane Richardson,4.0,53,1,24.0,GL,Saurashtra Cricket Association Stadium,24 April 2016
1207,Chris Jordan,4.0,52,0,0.0,PBKS,IS Bindra Stadium,09 May 2016
1208,Andre Russell,4.0,52,1,24.0,MI,Eden Gardens,13 April 2016
1209,Tabraiz Shamsi,4.0,51,0,0.0,KKR,M. Chinnaswamy Stadium,02 May 2016
1210,Zaheer Khan,4.0,50,1,24.0,RCB,M. Chinnaswamy Stadium,17 April 2016
1211,Mohammad Shami,3.1,50,0,0.0,RPS,Arun Jaitley Stadium,05 May 2016
1212,Shivil Kaushik,3.0,50,0,0.0,RCB,M. Chinnaswamy Stadium,14 May 2016
1213,David Wiese,4.0,49,0,0.0,DC,M. Chinnaswamy Stadium,17 April 2016
1214,Sandeep Sharma,4.0,49,2,12.0,RCB,IS Bindra Stadium,09 May 2016
1215,Jaydev Unadkat,3.0,49,0,0.0,MI,Wankhede Stadium,28 April 2016
1216,Zaheer Khan,4.0,48,0,0.0,GL,Arun Jaitley Stadium,27 April 2016
