,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1586,Prithvi Shaw,65,36,180.55,6,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
1587,Virat Kohli,70,40,175.0,7,3,DC,Arun Jaitley Stadium,12 May 2018
1588,Robin Uthappa,36,21,171.42,3,3,RCB,M. Chinnaswamy Stadium,29 April 2018
1589,Aaron Finch,34,20,170.0,0,3,KKR,Holkar Cricket Stadium,12 May 2018
1590,Shreyas Iyer,52,31,167.74,4,3,RCB,M. Chinnaswamy Stadium,21 April 2018
1591,Shane Watson,57,35,162.85,5,3,SRH,Maharashtra Cricket Association's International Stadium,13 May 2018
1592,Shikhar Dhawan,79,49,161.22,10,3,CSK,Maharashtra Cricket Association's International Stadium,13 May 2018
1593,KL Rahul,94,60,156.66,10,3,MI,Wankhede Stadium,16 May 2018
1594,KL Rahul,84,54,155.55,7,3,RR,Holkar Cricket Stadium,06 May 2018
1595,Virat Kohli,68,44,154.54,5,3,KKR,M. Chinnaswamy Stadium,29 April 2018
1596,Robin Uthappa,54,35,154.28,6,3,MI,Wankhede Stadium,06 May 2018
1597,Alex Hales,37,24,154.16,2,3,RCB,M. Chinnaswamy Stadium,17 May 2018
1598,Suryakumar Yadav,72,47,153.19,6,3,RR,Sawai Mansingh Stadium,22 April 2018
1599,Alex Hales,45,31,145.16,3,3,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
1600,Shreyas Iyer,50,35,142.85,3,3,RR,Arun Jaitley Stadium,02 May 2018
1601,KL Rahul,21,15,140.0,0,3,RCB,Holkar Cricket Stadium,14 May 2018
1602,Ishan Kishan,58,42,138.09,4,3,RR,Sawai Mansingh Stadium,22 April 2018
1603,Rahul Tripathi,80,58,137.93,5,3,RCB,Sawai Mansingh Stadium,19 May 2018
1604,Suryakumar Yadav,57,42,135.71,6,3,PBKS,Holkar Cricket Stadium,04 May 2018
1605,MS Dhoni,31,23,134.78,1,3,RCB,Maharashtra Cricket Association's International Stadium,05 May 2018
1606,Ishan Kishan,25,19,131.57,0,3,PBKS,Holkar Cricket Stadium,04 May 2018
1607,Chris Lynn,55,43,127.9,4,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
1608,Rashid Khan,17,4,425.0,1,2,CSK,Rajiv Gandhi Intl. Cricket Stadium,22 April 2018
1609,Hardik Pandya,17,5,340.0,1,2,RCB,Wankhede Stadium,17 April 2018
1610,Krishnappa Gowtham,13,4,325.0,0,2,CSK,Sawai Mansingh Stadium,11 May 2018
1611,Sunil Narine,12,4,300.0,0,2,CSK,Chidambaram,10 April 2018
1612,Krishnappa Gowtham,33,11,300.0,4,2,MI,Sawai Mansingh Stadium,22 April 2018
1613,Sunil Narine,21,7,300.0,2,2,RR,Eden Gardens,15 May 2018
1614,Sunil Narine,29,10,290.0,4,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,19 May 2018
1615,Krishnappa Gowtham,14,5,280.0,0,2,RCB,Sawai Mansingh Stadium,19 May 2018
1616,Krunal Pandya,31,12,258.33,4,2,PBKS,Holkar Cricket Stadium,04 May 2018
1617,Yusuf Pathan,27,12,225.0,2,2,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2018
1618,KL Rahul,60,27,222.22,9,2,KKR,Eden Gardens,21 April 2018
1619,Mandeep Singh,37,18,205.55,4,2,KKR,Eden Gardens,08 April 2018
1620,Chris Lynn,12,6,200.0,0,2,CSK,Eden Gardens,03 May 2018
1621,Shakib Al Hasan,24,12,200.0,1,2,PBKS,IS Bindra Stadium,19 April 2018
1622,Marcus Stoinis,29,15,193.33,2,2,MI,Holkar Cricket Stadium,04 May 2018
1623,Karun Nair,23,12,191.66,1,2,MI,Holkar Cricket Stadium,04 May 2018
1624,Ishan Kishan,44,23,191.3,5,2,DC,Wankhede Stadium,14 April 2018
1625,Virat Kohli,57,30,190.0,7,2,RR,M. Chinnaswamy Stadium,15 April 2018
1626,Rishabh Pant,47,25,188.0,6,2,MI,Wankhede Stadium,14 April 2018
1627,Krunal Pandya,41,22,186.36,5,2,CSK,Wankhede Stadium,07 April 2018
1628,Sanju Samson,26,14,185.71,2,2,MI,Wankhede Stadium,13 May 2018
1629,Colin Munro,33,18,183.33,4,2,KKR,Arun Jaitley Stadium,27 April 2018
1630,Dinesh Karthik,42,23,182.6,2,2,RR,Sawai Mansingh Stadium,18 April 2018
1631,Suryakumar Yadav,27,15,180.0,3,2,PBKS,Wankhede Stadium,16 May 2018
1632,Yusuf Pathan,45,25,180.0,4,2,CSK,Wankhede Stadium,27 May 2018
1633,Jos Buttler,39,22,177.27,5,2,KKR,Eden Gardens,15 May 2018
1634,Virat Kohli,48,28,171.42,6,2,PBKS,Holkar Cricket Stadium,14 May 2018
1635,Hardik Pandya,36,21,171.42,3,2,RR,Wankhede Stadium,13 May 2018
1636,Evin Lewis,29,17,170.58,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12 April 2018
1637,Rohit Sharma,56,33,169.69,6,2,CSK,Maharashtra Cricket Association's International Stadium,28 April 2018
1638,Sanju Samson,37,22,168.18,2,2,DC,Sawai Mansingh Stadium,11 April 2018
1639,Ishan Kishan,20,12,166.66,1,2,PBKS,Wankhede Stadium,16 May 2018
1640,Manish Pandey,62,38,163.15,7,2,RCB,M. Chinnaswamy Stadium,17 May 2018
1641,Colin Munro,26,16,162.5,3,2,CSK,Maharashtra Cricket Association's International Stadium,30 April 2018
1642,Jos Buttler,29,18,161.11,2,2,DC,Sawai Mansingh Stadium,11 April 2018
1643,Sunil Narine,32,20,160.0,4,2,CSK,Eden Gardens,03 May 2018
1644,Rohit Sharma,24,15,160.0,1,2,PBKS,Holkar Cricket Stadium,04 May 2018
1645,Brendon McCullum,43,27,159.25,6,2,KKR,Eden Gardens,08 April 2018
1646,Chris Lynn,27,17,158.82,2,2,PBKS,Holkar Cricket Stadium,12 May 2018
1647,Shubman Gill,57,36,158.33,6,2,CSK,Eden Gardens,03 May 2018
1648,Jos Buttler,95,60,158.33,11,2,CSK,Sawai Mansingh Stadium,11 May 2018
1649,Mayank Agarwal,30,19,157.89,1,2,CSK,IS Bindra Stadium,15 April 2018
1650,Kieron Pollard,83,31,267.74,3,10,PBKS,Wankhede Stadium,10 April 2019
1651,Hardik Pandya,91,34,267.64,6,9,KKR,Eden Gardens,28 April 2019
1652,Andre Russell,65,25,260.0,2,9,RCB,Eden Gardens,19 April 2019
1653,Dinesh Karthik,97,50,194.0,7,9,RR,Eden Gardens,25 April 2019
1654,Andre Russell,80,40,200.0,6,8,MI,Eden Gardens,28 April 2019
1655,Andre Russell,48,13,369.23,1,7,RCB,M. Chinnaswamy Stadium,05 April 2019
1656,Rishabh Pant,78,27,288.88,7,7,MI,Wankhede Stadium,24 March 2019
1657,Jos Buttler,89,43,206.97,8,7,MI,Wankhede Stadium,13 April 2019
1658,Jonny Bairstow,114,56,203.57,12,7,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
1659,AB de Villiers,82,44,186.36,3,7,PBKS,M. Chinnaswamy Stadium,24 April 2019
1660,Nitish Rana,63,34,185.29,2,7,PBKS,Eden Gardens,27 March 2019
1661,Chris Gayle,63,36,175.0,3,7,MI,Wankhede Stadium,10 April 2019
1662,MS Dhoni,84,48,175.0,5,7,RCB,M. Chinnaswamy Stadium,21 April 2019
1663,Moeen Ali,66,28,235.71,5,6,KKR,Eden Gardens,19 April 2019
1664,Andre Russell,62,28,221.42,4,6,DC,Arun Jaitley Stadium,30 March 2019
1665,Shane Watson,96,53,181.13,9,6,SRH,Chidambaram,23 April 2019
1666,AB de Villiers,70,41,170.73,4,6,MI,M. Chinnaswamy Stadium,28 March 2019
1667,Chris Lynn,82,51,160.78,7,6,CSK,Eden Gardens,14 April 2019
1668,Shimron Hetmyer,75,47,159.57,4,6,SRH,M. Chinnaswamy Stadium,04 May 2019
1669,KL Rahul,100,64,156.25,6,6,MI,Wankhede Stadium,10 April 2019
1670,Andre Russell,48,17,282.35,3,5,PBKS,Eden Gardens,27 March 2019
1671,Rishabh Pant,49,21,233.33,2,5,SRH,ACA-VDCA Stadium,08 May 2019
1672,KL Rahul,71,36,197.22,7,5,CSK,IS Bindra Stadium,05 May 2019
1673,Chris Gayle,69,37,186.48,6,5,DC,Arun Jaitley Stadium,20 April 2019
1674,Nitish Rana,85,46,184.78,9,5,RCB,Eden Gardens,19 April 2019
1675,David Warner,100,55,181.81,5,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,31 March 2019
1676,David Warner,67,38,176.31,3,5,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
1677,Nicholas Pooran,46,28,164.28,1,5,RCB,M. Chinnaswamy Stadium,24 April 2019
1678,Moeen Ali,50,32,156.25,1,5,MI,Wankhede Stadium,15 April 2019
1679,Chris Gayle,99,64,154.68,10,5,RCB,IS Bindra Stadium,13 April 2019
1680,KL Rahul,79,56,141.07,4,5,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
1681,Rishabh Pant,53,38,139.47,2,5,RR,Arun Jaitley Stadium,04 May 2019
1682,Andre Russell,49,19,257.89,4,4,SRH,Eden Gardens,24 March 2019
1683,Rishabh Pant,78,36,216.66,6,4,RR,Sawai Mansingh Stadium,22 April 2019
1684,Andre Russell,45,21,214.28,3,4,DC,Eden Gardens,12 April 2019
1685,AB de Villiers,63,32,196.87,5,4,KKR,M. Chinnaswamy Stadium,05 April 2019
1686,Martin Guptill,36,19,189.47,1,4,DC,ACA-VDCA Stadium,08 May 2019
1687,Jonny Bairstow,80,43,186.04,7,4,KKR,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
1688,Sanju Samson,102,55,185.45,10,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
1689,Nicholas Pooran,48,27,177.77,3,4,KKR,IS Bindra Stadium,03 May 2019
1690,Kieron Pollard,46,26,176.92,2,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,06 April 2019
1691,Faf du Plessis,96,55,174.54,10,4,PBKS,IS Bindra Stadium,05 May 2019
1692,Virat Kohli,100,58,172.41,9,4,KKR,Eden Gardens,19 April 2019
1693,Quinton de Kock,29,17,170.58,0,4,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1694,Shubman Gill,76,45,168.88,6,4,MI,Eden Gardens,28 April 2019
1695,Chris Gayle,79,47,168.08,8,4,RR,Sawai Mansingh Stadium,25 March 2019
1696,Chris Gayle,40,24,166.66,3,4,MI,IS Bindra Stadium,30 March 2019
1697,MS Dhoni,75,46,163.04,4,4,RR,Chidambaram,31 March 2019
1698,Kane Williamson,70,43,162.79,5,4,RCB,M. Chinnaswamy Stadium,04 May 2019
1699,Shane Watson,50,32,156.25,3,4,DC,ACA-VDCA Stadium,10 May 2019
1700,Quinton de Kock,81,52,155.76,6,4,RR,Wankhede Stadium,13 April 2019
1701,AB de Villiers,75,51,147.05,6,4,MI,Wankhede Stadium,15 April 2019
1702,Parthiv Patel,53,37,143.24,2,4,CSK,M. Chinnaswamy Stadium,21 April 2019
1703,Faf du Plessis,54,38,142.1,2,4,PBKS,Chidambaram,06 April 2019
1704,Chris Lynn,41,29,141.37,2,4,MI,Wankhede Stadium,05 May 2019
1705,Shane Watson,80,59,135.59,8,4,MI,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1706,Virat Kohli,25,7,357.14,1,3,RR,M. Chinnaswamy Stadium,30 April 2019
1707,Hardik Pandya,25,8,312.5,1,3,CSK,Wankhede Stadium,03 April 2019
1708,Stuart Binny,33,11,300.0,2,3,PBKS,IS Bindra Stadium,16 April 2019
1709,Sunil Narine,24,9,266.66,1,3,PBKS,Eden Gardens,27 March 2019
1710,Hardik Pandya,28,11,254.54,1,3,RR,Wankhede Stadium,13 April 2019
1711,Ishan Kishan,21,9,233.33,0,3,RCB,Wankhede Stadium,15 April 2019
1712,Vijay Shankar,35,15,233.33,1,3,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
1713,Hardik Pandya,32,14,228.57,2,3,RCB,M. Chinnaswamy Stadium,28 March 2019
1714,Sanju Samson,28,13,215.38,2,3,RCB,M. Chinnaswamy Stadium,30 April 2019
1715,Sherfane Rutherford,28,13,215.38,1,3,RCB,Arun Jaitley Stadium,28 April 2019
1716,Hardik Pandya,32,15,213.33,2,3,DC,Arun Jaitley Stadium,18 April 2019
1717,Chris Lynn,46,22,209.09,5,3,PBKS,IS Bindra Stadium,03 May 2019
1718,MS Dhoni,44,22,200.0,4,3,DC,Chidambaram,01 May 2019
1719,Nitish Rana,26,13,200.0,0,3,MI,Wankhede Stadium,05 May 2019
1720,Yuvraj Singh,23,12,191.66,0,3,RCB,M. Chinnaswamy Stadium,28 March 2019
1721,Sunil Narine,47,25,188.0,6,3,RR,Sawai Mansingh Stadium,07 April 2019
1722,Prithvi Shaw,99,55,180.0,12,3,KKR,Arun Jaitley Stadium,30 March 2019
1723,Moeen Ali,32,18,177.77,1,3,DC,M. Chinnaswamy Stadium,07 April 2019
1724,Ben Stokes,46,26,176.92,1,3,CSK,Chidambaram,31 March 2019
1725,Manish Pandey,83,49,169.38,7,3,CSK,Chidambaram,23 April 2019
1726,Shane Watson,44,26,169.23,4,3,DC,Arun Jaitley Stadium,26 March 2019
1727,Liam Livingstone,44,26,169.23,4,3,SRH,Sawai Mansingh Stadium,27 April 2019
1728,Ajinkya Rahane,105,63,166.66,11,3,DC,Sawai Mansingh Stadium,22 April 2019
1729,Colin Munro,40,24,166.66,4,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,14 April 2019
1730,Kieron Pollard,41,25,164.0,3,3,CSK,Rajiv Gandhi Intl. Cricket Stadium,12 May 2019
1731,Nicholas Pooran,36,22,163.63,3,3,CSK,IS Bindra Stadium,05 May 2019
1732,David Warner,85,53,160.37,9,3,KKR,Eden Gardens,24 March 2019
1733,Chris Lynn,50,32,156.25,6,3,RR,Sawai Mansingh Stadium,07 April 2019
1734,Yuvraj Singh,53,35,151.42,5,3,DC,Wankhede Stadium,24 March 2019
1735,Vijay Shankar,27,18,150.0,0,3,RCB,M. Chinnaswamy Stadium,04 May 2019
1736,David Miller,59,40,147.5,5,3,KKR,Eden Gardens,27 March 2019
1737,Faf du Plessis,45,31,145.16,3,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
1738,Nitish Rana,68,47,144.68,8,3,SRH,Eden Gardens,24 March 2019
1739,Ajinkya Rahane,70,49,142.85,4,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
1740,Shreyas Iyer,52,37,140.54,2,3,RCB,Arun Jaitley Stadium,28 April 2019
1741,Rohit Sharma,67,48,139.58,6,3,CSK,Chidambaram,26 April 2019
1742,Jonny Bairstow,61,44,138.63,3,3,CSK,Rajiv Gandhi Intl. Cricket Stadium,17 April 2019
1743,Chris Gayle,30,22,136.36,2,3,RR,IS Bindra Stadium,16 April 2019
1744,Marcus Stoinis,46,34,135.29,2,3,PBKS,M. Chinnaswamy Stadium,24 April 2019
1745,MS Dhoni,58,43,134.88,2,3,RR,Sawai Mansingh Stadium,11 April 2019
1746,Quinton de Kock,30,23,130.43,1,3,KKR,Wankhede Stadium,05 May 2019
1747,Mayank Agarwal,55,43,127.9,3,3,SRH,IS Bindra Stadium,08 April 2019
1748,MS Dhoni,37,29,127.58,0,3,MI,Chidambaram,07 May 2019
1749,Ambati Rayudu,57,47,121.27,2,3,RR,Sawai Mansingh Stadium,11 April 2019
1750,Andre Russell,50,44,113.63,5,3,CSK,Chidambaram,09 April 2019
1751,Robin Uthappa,40,47,85.1,1,3,MI,Wankhede Stadium,05 May 2019
1752,Ravichandran Ashwin,17,4,425.0,1,2,RR,IS Bindra Stadium,16 April 2019
1753,Sunil Narine,25,8,312.5,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
1754,Ravindra Jadeja,25,10,250.0,2,2,DC,Chidambaram,01 May 2019
1755,Kieron Pollard,17,7,242.85,0,2,CSK,Wankhede Stadium,03 April 2019
1756,Hardik Pandya,37,16,231.25,5,2,RCB,Wankhede Stadium,15 April 2019
1757,Sam Curran,55,24,229.16,7,2,KKR,IS Bindra Stadium,03 May 2019
1758,Vijay Shankar,25,11,227.27,2,2,DC,ACA-VDCA Stadium,08 May 2019
1759,Jofra Archer,27,12,225.0,2,2,KKR,Eden Gardens,25 April 2019
1760,Jofra Archer,24,11,218.18,1,2,CSK,Chidambaram,31 March 2019
1761,Mayank Agarwal,26,12,216.66,1,2,RR,IS Bindra Stadium,16 April 2019
1762,Nicholas Pooran,21,10,210.0,2,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
1763,Mayank Agarwal,43,21,204.76,4,2,MI,IS Bindra Stadium,30 March 2019
1764,Prithvi Shaw,14,7,200.0,0,2,KKR,Eden Gardens,12 April 2019
1765,Shikhar Dhawan,54,27,200.0,8,2,RR,Sawai Mansingh Stadium,22 April 2019
1766,Mohammad Nabi,20,10,200.0,0,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
1767,David Warner,69,37,186.48,9,2,RR,Rajiv Gandhi Intl. Cricket Stadium,29 March 2019
1768,Chris Lynn,54,29,186.2,8,2,MI,Eden Gardens,28 April 2019
1769,Suryakumar Yadav,26,14,185.71,2,2,KKR,Eden Gardens,28 April 2019
1770,Shubman Gill,18,10,180.0,0,2,SRH,Eden Gardens,24 March 2019
1771,Parthiv Patel,43,24,179.16,7,2,PBKS,M. Chinnaswamy Stadium,24 April 2019
1772,Axar Patel,23,13,176.92,1,2,SRH,Arun Jaitley Stadium,04 April 2019
1773,Virat Kohli,84,49,171.42,9,2,KKR,M. Chinnaswamy Stadium,05 April 2019
1774,Andre Russell,24,14,171.42,2,2,PBKS,IS Bindra Stadium,03 May 2019
1775,Suryakumar Yadav,46,27,170.37,5,2,KKR,Wankhede Stadium,05 May 2019
1776,Andre Russell,15,9,166.66,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,21 April 2019
1777,Shubman Gill,65,39,166.66,7,2,DC,Eden Gardens,12 April 2019
1778,Vijay Shankar,40,24,166.66,2,2,KKR,Eden Gardens,24 March 2019
1779,Shreyas Iyer,15,9,166.66,0,2,RR,Arun Jaitley Stadium,04 May 2019
1780,Robin Uthappa,26,16,162.5,1,2,RR,Sawai Mansingh Stadium,07 April 2019
1781,Nitish Rana,37,23,160.86,1,2,RCB,M. Chinnaswamy Stadium,05 April 2019
1782,Jos Buttler,69,43,160.46,10,2,PBKS,Sawai Mansingh Stadium,25 March 2019
1783,AB de Villiers,59,38,155.26,5,2,PBKS,IS Bindra Stadium,13 April 2019
1784,Mohammad Nabi,31,20,155.0,2,2,MI,Wankhede Stadium,02 May 2019
1785,Shikhar Dhawan,97,63,153.96,11,2,KKR,Eden Gardens,12 April 2019
1786,Quinton de Kock,60,39,153.84,6,2,PBKS,IS Bindra Stadium,30 March 2019
1787,Quinton de Kock,40,26,153.84,5,2,RCB,Wankhede Stadium,15 April 2019
1788,Chris Gayle,20,13,153.84,2,2,KKR,Eden Gardens,27 March 2019
1789,Riyan Parag,47,31,151.61,5,2,KKR,Eden Gardens,25 April 2019
1790,Manish Pandey,71,47,151.06,8,2,MI,Wankhede Stadium,02 May 2019
1791,Rishabh Pant,39,26,150.0,3,2,PBKS,IS Bindra Stadium,01 April 2019
1792,Shivam Dube,24,16,150.0,0,2,DC,Arun Jaitley Stadium,28 April 2019
1793,Rishabh Pant,46,31,148.38,4,2,KKR,Eden Gardens,12 April 2019
1794,David Miller,40,27,148.14,2,2,RR,IS Bindra Stadium,16 April 2019
1795,Rohit Sharma,28,19,147.36,2,2,RCB,Wankhede Stadium,15 April 2019
1796,Prithvi Shaw,56,38,147.36,6,2,SRH,ACA-VDCA Stadium,08 May 2019
1797,Sanju Samson,22,15,146.66,0,2,KKR,Eden Gardens,25 April 2019
1798,David Warner,81,56,144.64,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,29 April 2019
1799,David Miller,43,30,143.33,4,2,DC,IS Bindra Stadium,01 April 2019
1800,Sanju Samson,74,32,231.25,1,9,CSK,Sharjah Cricket Stadium,22 September 2020
1801,Ishan Kishan,99,58,170.68,2,9,RCB,Dubai International Stadium,28 September 2020
1802,Manish Pandey,83,47,176.59,4,8,RR,Dubai International Stadium,22 October 2020
1803,Chris Gayle,99,63,157.14,6,8,RR,Zayed Cricket Stadium,30 October 2020
1804,Hardik Pandya,60,21,285.71,2,7,RR,Zayed Cricket Stadium,25 October 2020
1805,Mayank Agarwal,106,50,212.0,10,7,RR,Sharjah Cricket Stadium,27 September 2020
1806,Nicholas Pooran,77,37,208.1,5,7,SRH,Dubai International Stadium,08 October 2020
1807,Sanju Samson,85,42,202.38,4,7,PBKS,Sharjah Cricket Stadium,27 September 2020
1808,Faf du Plessis,72,37,194.59,1,7,RR,Sharjah Cricket Stadium,22 September 2020
1809,KL Rahul,132,69,191.3,14,7,RCB,Dubai International Stadium,24 September 2020
1810,Rahul Tewatia,53,31,170.96,0,7,PBKS,Sharjah Cricket Stadium,27 September 2020
1811,AB de Villiers,55,22,250.0,1,6,RR,Dubai International Stadium,17 October 2020
1812,Shreyas Iyer,88,38,231.57,7,6,KKR,Sharjah Cricket Stadium,03 October 2020
1813,AB de Villiers,73,33,221.21,5,6,KKR,Sharjah Cricket Stadium,12 October 2020
1814,Eoin Morgan,68,35,194.28,5,6,RR,Dubai International Stadium,01 November 2020
1815,Jonny Bairstow,97,55,176.36,7,6,PBKS,Dubai International Stadium,08 October 2020
1816,Rohit Sharma,80,54,148.14,3,6,KKR,Zayed Cricket Stadium,23 September 2020
1817,Hardik Pandya,37,14,264.28,0,5,DC,Dubai International Stadium,05 November 2020
1818,Kieron Pollard,60,24,250.0,3,5,RCB,Dubai International Stadium,28 September 2020
1819,Eoin Morgan,44,18,244.44,1,5,DC,Sharjah Cricket Stadium,03 October 2020
1820,Shimron Hetmyer,45,24,187.5,1,5,RR,Sharjah Cricket Stadium,09 October 2020
1821,Ishan Kishan,68,37,183.78,6,5,CSK,Sharjah Cricket Stadium,23 October 2020
1822,Chris Gayle,51,29,175.86,2,5,KKR,Sharjah Cricket Stadium,26 October 2020
1823,Jos Buttler,70,44,159.09,4,5,MI,Zayed Cricket Stadium,06 October 2020
1824,KL Rahul,61,49,124.48,1,5,RCB,Sharjah Cricket Stadium,15 October 2020
1825,Chris Gayle,53,45,117.77,1,5,RCB,Sharjah Cricket Stadium,15 October 2020
1826,Jofra Archer,27,8,337.5,0,4,CSK,Sharjah Cricket Stadium,22 September 2020
1827,Kieron Pollard,34,12,283.33,1,4,PBKS,Dubai International Stadium,18 October 2020
1828,Pat Cummins,33,12,275.0,1,4,MI,Zayed Cricket Stadium,23 September 2020
1829,Ravindra Jadeja,33,13,253.84,0,4,DC,Sharjah Cricket Stadium,17 October 2020
1830,Kieron Pollard,47,20,235.0,3,4,PBKS,Zayed Cricket Stadium,01 October 2020
1831,AB de Villiers,55,24,229.16,4,4,MI,Dubai International Stadium,28 September 2020
1832,Deepak Hooda,62,30,206.66,3,4,CSK,Zayed Cricket Stadium,01 November 2020
1833,Sunil Narine,64,32,200.0,6,4,DC,Zayed Cricket Stadium,24 October 2020
1834,Ambati Rayudu,45,25,180.0,1,4,DC,Sharjah Cricket Stadium,17 October 2020
1835,Virat Kohli,90,52,173.07,4,4,CSK,Dubai International Stadium,10 October 2020
1836,Quinton de Kock,67,39,171.79,4,4,SRH,Sharjah Cricket Stadium,04 October 2020
1837,Nitish Rana,58,35,165.71,4,4,DC,Sharjah Cricket Stadium,03 October 2020
1838,Kieron Pollard,41,25,164.0,2,4,SRH,Sharjah Cricket Stadium,03 November 2020
1839,Prithvi Shaw,66,41,160.97,4,4,KKR,Sharjah Cricket Stadium,03 October 2020
1840,Shane Watson,33,21,157.14,1,4,RR,Sharjah Cricket Stadium,22 September 2020
1841,Kane Williamson,67,45,148.88,5,4,DC,Zayed Cricket Stadium,08 November 2020
1842,Mayank Agarwal,89,60,148.33,7,4,DC,Dubai International Stadium,20 September 2020
1843,Steve Smith,69,47,146.8,4,4,CSK,Sharjah Cricket Stadium,22 September 2020
1844,Nitish Rana,87,61,142.62,10,4,CSK,Dubai International Stadium,29 October 2020
1845,Rohit Sharma,68,51,133.33,5,4,DC,Dubai International Stadium,10 November 2020
1846,Marcus Stoinis,39,30,130.0,0,4,RR,Sharjah Cricket Stadium,09 October 2020
1847,Shubman Gill,57,45,126.66,3,4,PBKS,Sharjah Cricket Stadium,26 October 2020
1848,Axar Patel,21,5,420.0,0,3,CSK,Sharjah Cricket Stadium,17 October 2020
1849,Chris Morris,25,8,312.5,1,3,PBKS,Sharjah Cricket Stadium,15 October 2020
1850,Nicholas Pooran,25,8,312.5,1,3,RR,Sharjah Cricket Stadium,27 September 2020
1851,Ravindra Jadeja,31,11,281.81,2,3,KKR,Dubai International Stadium,29 October 2020
1852,Shivam Dube,27,10,270.0,1,3,MI,Dubai International Stadium,28 September 2020
1853,Jason Holder,26,10,260.0,1,3,RCB,Sharjah Cricket Stadium,31 October 2020
1854,Marcus Stoinis,53,21,252.38,7,3,PBKS,Dubai International Stadium,20 September 2020
1855,Andre Russell,25,11,227.27,1,3,RR,Dubai International Stadium,01 November 2020
1856,Rahul Tripathi,36,16,225.0,3,3,DC,Sharjah Cricket Stadium,03 October 2020
1857,Nicholas Pooran,22,10,220.0,0,3,RR,Zayed Cricket Stadium,30 October 2020
1858,Rahul Tewatia,24,12,200.0,0,3,RCB,Zayed Cricket Stadium,03 October 2020
1859,Nicholas Pooran,33,17,194.11,1,3,CSK,Dubai International Stadium,04 October 2020
1860,Kieron Pollard,25,13,192.3,0,3,SRH,Sharjah Cricket Stadium,04 October 2020
1861,Ben Stokes,50,26,192.3,6,3,PBKS,Zayed Cricket Stadium,30 October 2020
1862,Sanju Samson,48,25,192.0,4,3,PBKS,Zayed Cricket Stadium,30 October 2020
1863,Nicholas Pooran,53,28,189.28,6,3,DC,Dubai International Stadium,20 October 2020
1864,Suryakumar Yadav,79,43,183.72,10,3,RCB,Zayed Cricket Stadium,28 October 2020
1865,Ishan Kishan,55,30,183.33,4,3,DC,Dubai International Stadium,05 November 2020
1866,Mayank Agarwal,45,25,180.0,4,3,RCB,Sharjah Cricket Stadium,15 October 2020
1867,Ben Stokes,107,60,178.33,14,3,MI,Zayed Cricket Stadium,25 October 2020
1868,Quinton de Kock,78,44,177.27,9,3,KKR,Zayed Cricket Stadium,16 October 2020
1869,Sanju Samson,54,31,174.19,4,3,MI,Zayed Cricket Stadium,25 October 2020
1870,Shikhar Dhawan,106,61,173.77,12,3,PBKS,Dubai International Stadium,20 October 2020
1871,Andre Russell,24,14,171.42,0,3,RR,Dubai International Stadium,30 September 2020
1872,MS Dhoni,29,17,170.58,0,3,RR,Sharjah Cricket Stadium,22 September 2020
1873,Rahul Tripathi,81,51,158.82,8,3,CSK,Zayed Cricket Stadium,07 October 2020
1874,Shane Watson,83,53,156.6,11,3,PBKS,Dubai International Stadium,04 October 2020
1875,Rohit Sharma,70,45,155.55,8,3,PBKS,Zayed Cricket Stadium,01 October 2020
1876,Ishan Kishan,72,47,153.19,8,3,DC,Dubai International Stadium,31 October 2020
1877,Rohit Sharma,35,23,152.17,2,3,RR,Zayed Cricket Stadium,06 October 2020
1878,KL Rahul,77,51,150.98,7,3,MI,Dubai International Stadium,18 October 2020
1879,Tom Curran,54,36,150.0,2,3,KKR,Dubai International Stadium,30 September 2020
1880,Ambati Rayudu,71,48,147.91,6,3,MI,Zayed Cricket Stadium,19 September 2020
1881,Quinton de Kock,53,36,147.22,4,3,DC,Zayed Cricket Stadium,11 October 2020
