,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
1882,Marcus Stoinis,65,46,141.3,6,3,MI,Dubai International Stadium,05 November 2020
1883,Ruturaj Gaikwad,65,51,127.45,4,3,RCB,Dubai International Stadium,25 October 2020
1884,Axar Patel,42,33,127.27,2,3,MI,Dubai International Stadium,05 November 2020
1885,Quinton de Kock,53,43,123.25,3,3,PBKS,Dubai International Stadium,18 October 2020
1886,Manish Pandey,54,44,122.72,2,3,RR,Dubai International Stadium,11 October 2020
1887,Shreyas Iyer,39,32,121.87,0,3,PBKS,Dubai International Stadium,20 September 2020
1888,Mahipal Lomror,47,39,120.51,1,3,RCB,Zayed Cricket Stadium,03 October 2020
1889,Shane Watson,42,38,110.52,1,3,SRH,Dubai International Stadium,13 October 2020
1890,Krunal Pandya,20,4,500.0,2,2,SRH,Sharjah Cricket Stadium,04 October 2020
1891,Jofra Archer,13,3,433.33,0,2,PBKS,Sharjah Cricket Stadium,27 September 2020
1892,Sam Curran,18,6,300.0,1,2,MI,Zayed Cricket Stadium,19 September 2020
1893,Sam Curran,15,5,300.0,0,2,SRH,Dubai International Stadium,02 October 2020
1894,Sam Curran,17,6,283.33,1,2,RR,Sharjah Cricket Stadium,22 September 2020
1895,Hardik Pandya,30,11,272.72,3,2,PBKS,Zayed Cricket Stadium,01 October 2020
1896,Chris Gayle,29,13,223.07,3,2,DC,Dubai International Stadium,20 October 2020
1897,Abdul Samad,20,9,222.22,1,2,MI,Sharjah Cricket Stadium,04 October 2020
1898,Dinesh Karthik,29,14,207.14,2,2,SRH,Zayed Cricket Stadium,18 October 2020
1899,Abdul Samad,33,16,206.25,2,2,DC,Zayed Cricket Stadium,08 November 2020
1900,Marcus Stoinis,53,26,203.84,6,2,RCB,Dubai International Stadium,05 October 2020
1901,Nicholas Pooran,24,12,200.0,2,2,MI,Dubai International Stadium,18 October 2020
1902,Jos Buttler,22,11,200.0,1,2,PBKS,Zayed Cricket Stadium,30 October 2020
1903,Dinesh Karthik,58,29,200.0,8,2,PBKS,Zayed Cricket Stadium,10 October 2020
1904,David Warner,66,34,194.11,8,2,DC,Dubai International Stadium,27 October 2020
1905,Wriddhiman Saha,87,45,193.33,12,2,DC,Dubai International Stadium,27 October 2020
1906,Quinton de Kock,25,13,192.3,2,2,SRH,Sharjah Cricket Stadium,03 November 2020
1907,Faf du Plessis,25,13,192.3,2,2,RCB,Dubai International Stadium,25 October 2020
1908,Ishan Kishan,28,15,186.66,2,2,DC,Zayed Cricket Stadium,11 October 2020
1909,Steve Smith,50,27,185.18,7,2,PBKS,Sharjah Cricket Stadium,27 September 2020
1910,Kane Williamson,22,12,183.33,0,2,RR,Dubai International Stadium,11 October 2020
1911,Prithvi Shaw,42,23,182.6,5,2,RCB,Dubai International Stadium,05 October 2020
1912,David Warner,35,20,175.0,3,2,PBKS,Dubai International Stadium,24 October 2020
1913,Shimron Hetmyer,21,12,175.0,0,2,SRH,Zayed Cricket Stadium,29 September 2020
1914,Shikhar Dhawan,57,33,172.72,6,2,RR,Dubai International Stadium,14 October 2020
1915,Marcus Stoinis,24,14,171.42,1,2,CSK,Sharjah Cricket Stadium,17 October 2020
1916,AB de Villiers,51,30,170.0,4,2,SRH,Dubai International Stadium,21 September 2020
1917,Mandeep Singh,27,16,168.75,0,2,CSK,Dubai International Stadium,04 October 2020
1918,Suryakumar Yadav,79,47,168.08,11,2,RR,Zayed Cricket Stadium,06 October 2020
1919,Jonny Bairstow,25,15,166.66,2,2,MI,Sharjah Cricket Stadium,04 October 2020
1920,AB de Villiers,35,21,166.66,1,2,DC,Zayed Cricket Stadium,02 November 2020
1921,Nicholas Pooran,44,27,162.96,3,2,MI,Zayed Cricket Stadium,01 October 2020
1922,Shikhar Dhawan,26,16,162.5,2,2,KKR,Sharjah Cricket Stadium,03 October 2020
1923,Riyan Parag,42,26,161.53,2,2,SRH,Dubai International Stadium,11 October 2020
1924,Rahul Tewatia,45,28,160.71,4,2,SRH,Dubai International Stadium,11 October 2020
1925,Eoin Morgan,40,25,160.0,5,2,PBKS,Sharjah Cricket Stadium,26 October 2020
1926,Shikhar Dhawan,78,50,156.0,6,2,SRH,Zayed Cricket Stadium,08 November 2020
1927,Rishabh Pant,37,25,148.0,3,2,RCB,Dubai International Stadium,05 October 2020
1928,Eoin Morgan,34,23,147.82,1,2,RR,Dubai International Stadium,30 September 2020
1929,Sam Curran,31,21,147.61,3,2,SRH,Dubai International Stadium,13 October 2020
1930,Hardik Pandya,28,19,147.36,2,2,SRH,Sharjah Cricket Stadium,04 October 2020
1931,Rishabh Pant,56,38,147.36,4,2,MI,Dubai International Stadium,10 November 2020
1932,Pat Cummins,53,36,147.22,5,2,MI,Zayed Cricket Stadium,16 October 2020
1933,Jos Buttler,70,48,145.83,7,2,CSK,Zayed Cricket Stadium,19 October 2020
1934,Eoin Morgan,42,29,144.82,3,2,SRH,Zayed Cricket Stadium,26 September 2020
1935,Ambati Rayudu,39,27,144.44,3,2,RCB,Dubai International Stadium,25 October 2020
1936,Ravindra Jadeja,50,35,142.85,5,2,SRH,Dubai International Stadium,02 October 2020
1937,Jonny Bairstow,61,43,141.86,6,2,RCB,Dubai International Stadium,21 September 2020
1938,Priyam Garg,17,12,141.66,0,2,DC,Zayed Cricket Stadium,08 November 2020
1939,Faf du Plessis,48,34,141.17,4,2,PBKS,Zayed Cricket Stadium,01 November 2020
1940,Hardik Pandya,14,10,140.0,0,2,CSK,Zayed Cricket Stadium,19 September 2020
1941,Sanju Samson,25,18,138.88,0,2,DC,Dubai International Stadium,14 October 2020
1942,David Warner,45,33,136.36,3,2,DC,Zayed Cricket Stadium,29 September 2020
1943,David Warner,60,44,136.36,5,2,MI,Sharjah Cricket Stadium,04 October 2020
1944,Virat Kohli,72,53,135.84,7,2,RR,Zayed Cricket Stadium,03 October 2020
1945,Ruturaj Gaikwad,72,53,135.84,6,2,KKR,Dubai International Stadium,29 October 2020
1946,Devdutt Padikkal,54,40,135.0,5,2,MI,Dubai International Stadium,28 September 2020
1947,Ishan Kishan,31,23,134.78,1,2,SRH,Sharjah Cricket Stadium,04 October 2020
1948,Eoin Morgan,39,29,134.48,2,2,MI,Zayed Cricket Stadium,16 October 2020
1949,Virat Kohli,43,32,134.37,1,2,RR,Dubai International Stadium,17 October 2020
1950,Kieron Pollard,87,34,255.88,6,8,CSK,Arun Jaitley Stadium,01 May 2021
1951,KL Rahul,98,42,233.33,7,8,CSK,Dubai International Stadium,07 October 2021
1952,Jos Buttler,124,64,193.75,11,8,SRH,Arun Jaitley Stadium,02 May 2021
1953,Ambati Rayudu,72,27,266.66,4,7,MI,Arun Jaitley Stadium,01 May 2021
1954,Sanju Samson,119,63,188.88,12,7,PBKS,Wankhede Stadium,12 April 2021
1955,Andre Russell,54,22,245.45,3,6,CSK,Wankhede Stadium,21 April 2021
1956,Deepak Hooda,64,28,228.57,4,6,RR,Wankhede Stadium,12 April 2021
1957,Devdutt Padikkal,101,52,194.23,11,6,RR,Wankhede Stadium,22 April 2021
1958,Pat Cummins,66,34,194.11,4,6,CSK,Wankhede Stadium,21 April 2021
1959,Ravindra Jadeja,62,28,221.42,4,5,RCB,Wankhede Stadium,25 April 2021
1960,KL Rahul,91,50,182.0,7,5,RR,Wankhede Stadium,12 April 2021
1961,AB de Villiers,75,42,178.57,3,5,DC,Narendra Modi Stadium,27 April 2021
1962,Ruturaj Gaikwad,101,60,168.33,9,5,RR,Zayed Cricket Stadium,02 October 2021
1963,Jason Holder,47,29,162.06,0,5,PBKS,Sharjah Cricket Stadium,25 September 2021
1964,Moeen Ali,58,36,161.11,5,5,MI,Arun Jaitley Stadium,01 May 2021
1965,KL Rahul,91,57,159.64,7,5,RCB,Narendra Modi Stadium,30 April 2021
1966,Ishan Kishan,84,32,262.5,11,4,SRH,Zayed Cricket Stadium,08 October 2021
1967,Mahipal Lomror,43,17,252.94,2,4,PBKS,Dubai International Stadium,21 September 2021
1968,Shimron Hetmyer,53,25,212.0,2,4,RCB,Narendra Modi Stadium,27 April 2021
1969,Jonny Bairstow,38,18,211.11,3,4,DC,Chidambaram,25 April 2021
1970,Chris Morris,36,18,200.0,0,4,DC,Wankhede Stadium,15 April 2021
1971,Jonny Bairstow,43,22,195.45,3,4,MI,Chidambaram,17 April 2021
1972,Mayank Agarwal,69,36,191.66,7,4,DC,Wankhede Stadium,18 April 2021
1973,Faf du Plessis,50,28,178.57,2,4,MI,Arun Jaitley Stadium,01 May 2021
1974,Glenn Maxwell,57,33,172.72,3,4,PBKS,Sharjah Cricket Stadium,03 October 2021
1975,Mayank Agarwal,99,58,170.68,8,4,DC,Narendra Modi Stadium,02 May 2021
1976,Andre Russell,45,27,166.66,2,4,DC,Narendra Modi Stadium,29 April 2021
1977,Faf du Plessis,95,60,158.33,9,4,KKR,Wankhede Stadium,21 April 2021
1978,Ruturaj Gaikwad,64,42,152.38,6,4,KKR,Wankhede Stadium,21 April 2021
1979,Shivam Dube,64,42,152.38,4,4,CSK,Zayed Cricket Stadium,02 October 2021
1980,Ruturaj Gaikwad,88,58,151.72,9,4,MI,Dubai International Stadium,19 September 2021
1981,K.S Bharat,78,52,150.0,3,4,DC,Dubai International Stadium,08 October 2021
1982,Suresh Raina,54,36,150.0,3,4,DC,Wankhede Stadium,10 April 2021
1983,Nitish Rana,80,56,142.85,9,4,SRH,Chidambaram,11 April 2021
1984,Dwayne Bravo,23,8,287.5,0,3,MI,Dubai International Stadium,19 September 2021
1985,Yashasvi Jaiswal,50,21,238.09,6,3,CSK,Zayed Cricket Stadium,02 October 2021
1986,Riyan Parag,25,11,227.27,1,3,PBKS,Wankhede Stadium,12 April 2021
1987,AB de Villiers,76,34,223.52,9,3,KKR,Chidambaram,18 April 2021
1988,Robin Uthappa,31,15,206.66,0,3,KKR,Dubai International Stadium,15 October 2021
1989,Suryakumar Yadav,82,40,205.0,13,3,SRH,Zayed Cricket Stadium,08 October 2021
1990,Ishan Kishan,50,25,200.0,5,3,RR,Sharjah Cricket Stadium,05 October 2021
1991,Prithvi Shaw,82,41,200.0,11,3,KKR,Narendra Modi Stadium,29 April 2021
1992,Prithvi Shaw,72,38,189.47,9,3,CSK,Wankhede Stadium,10 April 2021
1993,Moeen Ali,37,20,185.0,2,3,KKR,Dubai International Stadium,15 October 2021
1994,Prithvi Shaw,39,22,177.27,3,3,PBKS,Narendra Modi Stadium,02 May 2021
1995,Venkatesh Iyer,53,30,176.66,4,3,MI,Zayed Cricket Stadium,23 September 2021
1996,Prithvi Shaw,60,34,176.47,7,3,CSK,Dubai International Stadium,10 October 2021
1997,Rahul Tripathi,74,42,176.19,8,3,MI,Zayed Cricket Stadium,23 September 2021
1998,Sunil Narine,26,15,173.33,0,3,RCB,Sharjah Cricket Stadium,11 October 2021
1999,Chris Jordan,30,18,166.66,1,3,KKR,Narendra Modi Stadium,26 April 2021
2000,Glenn Maxwell,78,49,159.18,9,3,KKR,Chidambaram,18 April 2021
2001,Kieron Pollard,35,22,159.09,1,3,SRH,Chidambaram,17 April 2021
2002,Ambati Rayudu,27,17,158.82,0,3,RR,Wankhede Stadium,19 April 2021
2003,Evin Lewis,58,37,156.75,5,3,RCB,Dubai International Stadium,29 September 2021
2004,Venkatesh Iyer,50,32,156.25,5,3,CSK,Dubai International Stadium,15 October 2021
2005,Virat Kohli,72,47,153.19,6,3,RR,Wankhede Stadium,22 April 2021
2006,Glenn Maxwell,56,37,151.35,6,3,MI,Dubai International Stadium,26 September 2021
2007,Mayank Agarwal,40,27,148.14,3,3,KKR,Dubai International Stadium,01 October 2021
2008,Rohit Sharma,44,30,146.66,3,3,DC,Chidambaram,20 April 2021
2009,Faf du Plessis,86,59,145.76,7,3,KKR,Dubai International Stadium,15 October 2021
2010,Glenn Maxwell,59,41,143.9,5,3,SRH,Chidambaram,14 April 2021
2011,Sanju Samson,82,57,143.85,7,3,SRH,Dubai International Stadium,27 September 2021
2012,Ruturaj Gaikwad,40,28,142.85,2,3,KKR,Zayed Cricket Stadium,26 September 2021
2013,Chris Lynn,49,35,140.0,4,3,RCB,Chidambaram,09 April 2021
2014,Devdutt Padikkal,70,50,140.0,5,3,CSK,Sharjah Cricket Stadium,24 September 2021
2015,Abdul Samad,25,18,138.88,0,3,KKR,Dubai International Stadium,03 October 2021
2016,Manish Pandey,61,44,138.63,2,3,KKR,Chidambaram,11 April 2021
2017,Jonny Bairstow,55,40,137.5,5,3,KKR,Chidambaram,11 April 2021
2018,Venkatesh Iyer,55,41,134.14,4,3,DC,Sharjah Cricket Stadium,13 October 2021
2019,Suresh Raina,24,18,133.33,1,3,RCB,Wankhede Stadium,25 April 2021
2020,Quinton de Kock,55,42,130.95,4,3,KKR,Zayed Cricket Stadium,23 September 2021
2021,Jos Buttler,41,32,128.12,3,3,MI,Arun Jaitley Stadium,29 April 2021
2022,Virat Kohli,51,42,121.42,3,3,MI,Dubai International Stadium,26 September 2021
2023,KL Rahul,60,52,115.38,3,3,MI,Chidambaram,23 April 2021
2024,Jonny Bairstow,63,56,112.5,3,3,PBKS,Chidambaram,21 April 2021
2025,Shimron Hetmyer,16,4,400.0,1,2,PBKS,Narendra Modi Stadium,02 May 2021
2026,Mohammad Nabi,17,5,340.0,1,2,RR,Arun Jaitley Stadium,02 May 2021
2027,Ravindra Jadeja,22,8,275.0,2,2,KKR,Zayed Cricket Stadium,26 September 2021
2028,Shahrukh Khan,22,9,244.44,1,2,KKR,Dubai International Stadium,01 October 2021
2029,Harshal Patel,31,13,238.46,3,2,PBKS,Narendra Modi Stadium,30 April 2021
2030,Abdul Samad,19,8,237.5,0,2,KKR,Chidambaram,11 April 2021
2031,Shubman Gill,21,9,233.33,2,2,RCB,Chidambaram,18 April 2021
2032,Hardik Pandya,16,7,228.57,0,2,CSK,Arun Jaitley Stadium,01 May 2021
2033,Devdutt Padikkal,34,15,226.66,4,2,CSK,Wankhede Stadium,25 April 2021
2034,Sam Curran,34,15,226.66,4,2,DC,Wankhede Stadium,10 April 2021
2035,Evin Lewis,27,12,225.0,2,2,CSK,Zayed Cricket Stadium,02 October 2021
2036,Sunil Narine,21,10,210.0,1,2,DC,Sharjah Cricket Stadium,28 September 2021
2037,Moeen Ali,25,12,208.33,2,2,KKR,Wankhede Stadium,21 April 2021
2038,Faf du Plessis,33,17,194.11,4,2,RR,Wankhede Stadium,19 April 2021
2039,Chris Gayle,46,24,191.66,6,2,RCB,Narendra Modi Stadium,30 April 2021
2040,Prithvi Shaw,32,17,188.23,3,2,PBKS,Wankhede Stadium,18 April 2021
2041,Shikhar Dhawan,92,49,187.75,13,2,PBKS,Wankhede Stadium,18 April 2021
2042,Rahul Tripathi,53,29,182.75,5,2,SRH,Chidambaram,11 April 2021
2043,AB de Villiers,48,27,177.77,4,2,MI,Chidambaram,09 April 2021
2044,Rahul Tewatia,40,23,173.91,4,2,RCB,Wankhede Stadium,22 April 2021
2045,Nitish Rana,31,18,172.22,2,2,PBKS,Dubai International Stadium,01 October 2021
2046,Shimron Hetmyer,17,10,170.0,0,2,KKR,Sharjah Cricket Stadium,13 October 2021
2047,Rohit Sharma,22,13,169.23,1,2,RR,Sharjah Cricket Stadium,05 October 2021
2048,Deepak Hooda,22,13,169.23,0,2,DC,Wankhede Stadium,18 April 2021
2049,Manish Pandey,69,41,168.29,7,2,MI,Zayed Cricket Stadium,08 October 2021
2050,Dinesh Karthik,40,24,166.66,4,2,CSK,Wankhede Stadium,21 April 2021
2051,Rishabh Pant,35,21,166.66,3,2,SRH,Dubai International Stadium,22 September 2021
2052,Glenn Maxwell,40,25,160.0,3,2,SRH,Zayed Cricket Stadium,06 October 2021
2053,Yashasvi Jaiswal,32,20,160.0,2,2,MI,Arun Jaitley Stadium,29 April 2021
2054,Shikhar Dhawan,85,54,157.4,10,2,CSK,Wankhede Stadium,10 April 2021
2055,Mayank Agarwal,67,43,155.81,7,2,RR,Dubai International Stadium,21 September 2021
2056,Suryakumar Yadav,56,36,155.55,7,2,KKR,Chidambaram,13 April 2021
2057,Andre Russell,31,20,155.0,3,2,RCB,Chidambaram,18 April 2021
2058,Manish Pandey,31,20,155.0,3,2,RR,Arun Jaitley Stadium,02 May 2021
2059,Prithvi Shaw,48,31,154.83,4,2,RCB,Dubai International Stadium,08 October 2021
2060,Shivam Mavi,20,13,153.84,1,2,CSK,Dubai International Stadium,15 October 2021
2061,Krunal Pandya,39,26,150.0,2,2,RR,Arun Jaitley Stadium,29 April 2021
2062,Moeen Ali,36,24,150.0,4,2,DC,Wankhede Stadium,10 April 2021
2063,KL Rahul,49,33,148.48,4,2,RR,Dubai International Stadium,21 September 2021
2064,Harpreet Brar,25,17,147.05,1,2,RCB,Narendra Modi Stadium,30 April 2021
2065,Shikhar Dhawan,69,47,146.8,6,2,PBKS,Narendra Modi Stadium,02 May 2021
2066,Rishabh Pant,51,35,145.71,3,2,CSK,Dubai International Stadium,10 October 2021
2067,Nicholas Pooran,32,22,145.45,1,2,RR,Dubai International Stadium,21 September 2021
2068,Sanju Samson,48,33,145.45,4,2,SRH,Arun Jaitley Stadium,02 May 2021
2069,David Miller,62,43,144.18,7,2,DC,Wankhede Stadium,15 April 2021
2070,Ambati Rayudu,23,16,143.75,1,2,DC,Wankhede Stadium,10 April 2021
2071,Shivam Dube,46,32,143.75,5,2,RCB,Wankhede Stadium,22 April 2021
2072,Robin Uthappa,63,44,143.18,7,2,DC,Dubai International Stadium,10 October 2021
2073,Chris Gayle,40,28,142.85,4,2,RR,Wankhede Stadium,12 April 2021
2074,Rajat Patidar,31,22,140.9,0,2,DC,Narendra Modi Stadium,27 April 2021
2075,Yashasvi Jaiswal,31,22,140.9,3,2,RCB,Dubai International Stadium,29 September 2021
2076,Jos Buttler,49,35,140.0,5,2,CSK,Wankhede Stadium,19 April 2021
2077,Quinton de Kock,70,50,140.0,6,2,RR,Arun Jaitley Stadium,29 April 2021
2078,Ruturaj Gaikwad,70,50,140.0,5,2,DC,Dubai International Stadium,10 October 2021
2079,Glenn Maxwell,39,28,139.28,3,2,MI,Chidambaram,09 April 2021
2080,Krunal Pandya,32,23,139.13,2,2,CSK,Arun Jaitley Stadium,01 May 2021
2081,Rahul Tripathi,36,26,138.46,1,2,RR,Wankhede Stadium,24 April 2021
2082,Faf du Plessis,76,55,138.18,8,2,PBKS,Dubai International Stadium,07 October 2021
2083,Yashasvi Jaiswal,49,36,136.11,6,2,PBKS,Dubai International Stadium,21 September 2021
2084,Mayank Agarwal,57,42,135.71,6,2,RCB,Sharjah Cricket Stadium,03 October 2021
2085,Shreyas Iyer,43,32,134.37,1,2,RR,Zayed Cricket Stadium,25 September 2021
2086,Nitish Rana,36,27,133.33,2,2,DC,Sharjah Cricket Stadium,28 September 2021
2087,K.S Bharat,32,24,133.33,2,2,MI,Dubai International Stadium,26 September 2021
2088,Rahul Tewatia,20,15,133.33,0,2,CSK,Wankhede Stadium,19 April 2021
2089,Hardik Pandya,40,30,133.33,4,2,PBKS,Zayed Cricket Stadium,28 September 2021
2090,Shimron Hetmyer,29,22,131.81,2,2,RCB,Dubai International Stadium,08 October 2021
2091,Shahrukh Khan,47,36,130.55,4,2,CSK,Wankhede Stadium,16 April 2021
2092,Moeen Ali,26,20,130.0,1,2,RR,Wankhede Stadium,19 April 2021
2093,Shahrukh Khan,22,17,129.41,0,2,SRH,Chidambaram,21 April 2021
2094,Rohit Sharma,32,25,128.0,2,2,SRH,Chidambaram,17 April 2021
2095,Ambati Rayudu,55,43,127.9,5,2,DC,Dubai International Stadium,04 October 2021
2096,Moeen Ali,23,18,127.77,0,2,RCB,Sharjah Cricket Stadium,24 September 2021
2097,AB de Villiers,23,18,127.77,1,2,PBKS,Sharjah Cricket Stadium,03 October 2021
2098,Shubman Gill,56,44,127.27,4,2,RR,Sharjah Cricket Stadium,07 October 2021
2099,Suryakumar Yadav,33,26,126.92,2,2,DC,Sharjah Cricket Stadium,02 October 2021
