,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Unnamed: 0
309,Kamran Khan,2.0,13,2,6.0,KKR,Eden Gardens,17 April 2010,
310,Yusuf Pathan,2.0,9,2,6.0,PBKS,IS Bindra Stadium,24 March 2010,
311,Dwayne Bravo,2.0,11,2,6.0,DC,Arun Jaitley Stadium,17 March 2010,
312,Love Ablish,2.0,17,2,6.0,MI,IS Bindra Stadium,09 April 2010,
313,Jacques Kallis,2.0,3,2,6.0,DEC,DY Patil Stadium,24 April 2010,
314,Zaheer Khan,2.0,10,2,6.0,DEC,Brabourne Stadium,03 April 2010,
315,Shaun Tait,3.1,22,3,6.33,PBKS,IS Bindra Stadium,24 March 2010,
316,Lakshmipathy Balaji,2.2,9,2,7.0,KKR,Eden Gardens,16 March 2010,
317,Lasith Malinga,3.4,12,3,7.33,DEC,DY Patil Stadium,28 March 2010,
318,Irfan Pathan,3.4,24,3,7.33,DC,Arun Jaitley Stadium,11 April 2010,
319,Thilan Thushara,2.3,16,2,7.5,MI,Chidambaram,06 April 2010,
320,Harbhajan Singh,2.3,23,2,7.5,DC,Arun Jaitley Stadium,17 March 2010,
321,Anil Kumble,3.5,9,3,7.66,RR,M. Chinnaswamy Stadium,18 March 2010,
322,Ryan Harris,4.0,18,3,8.0,CSK,Vidarbha Cricket Association Stadium,10 April 2010,
323,Pragyan Ojha,4.0,26,3,8.0,MI,Brabourne Stadium,03 April 2010,
324,Muttiah Muralitharan,4.0,25,3,8.0,RCB,M. Chinnaswamy Stadium,23 March 2010,
325,Ryan Harris,4.0,29,3,8.0,CSK,DY Patil Stadium,22 April 2010,
326,Zaheer Khan,4.0,34,3,8.0,PBKS,Brabourne Stadium,30 March 2010,
327,Chaminda Vaas,4.0,21,3,8.0,CSK,Chidambaram,14 March 2010,
328,Ashish Nehra,4.0,26,3,8.0,CSK,Chidambaram,15 April 2010,
329,Piyush Chawla,4.0,24,3,8.0,MI,IS Bindra Stadium,09 April 2010,
330,Amit Mishra,4.0,32,3,8.0,RCB,Arun Jaitley Stadium,04 April 2010,
331,Amit Mishra,4.0,25,3,8.0,RR,Arun Jaitley Stadium,31 March 2010,
332,Ravichandran Ashwin,4.0,16,3,8.0,KKR,Chidambaram,13 April 2010,
333,Vinay Kumar,4.0,25,3,8.0,MI,Brabourne Stadium,20 March 2010,
334,RP Singh,4.0,31,3,8.0,MI,DY Patil Stadium,28 March 2010,
335,Shaun Tait,4.0,22,3,8.0,DEC,Narendra Modi Stadium,26 March 2010,
336,Ravi Bopara,4.0,31,3,8.0,MI,Brabourne Stadium,30 March 2010,
337,Irfan Pathan,4.0,29,3,8.0,MI,IS Bindra Stadium,09 April 2010,
338,Shane Watson,4.0,37,3,8.0,MI,Sawai Mansingh Stadium,11 April 2010,
339,Dale Steyn,4.0,26,3,8.0,MI,Brabourne Stadium,20 March 2010,
340,RP Singh,4.0,17,3,8.0,RR,Vidarbha Cricket Association Stadium,05 April 2010,
341,Harbhajan Singh,4.0,31,3,8.0,DEC,DY Patil Stadium,28 March 2010,
342,Kieron Pollard,4.0,17,3,8.0,RCB,DY Patil Stadium,21 April 2010,
343,Praveen Kumar,4.0,18,3,8.0,RR,M. Chinnaswamy Stadium,18 March 2010,
344,Muttiah Muralitharan,4.0,16,3,8.0,PBKS,Chidambaram,21 March 2010,
345,Kieron Pollard,4.0,28,3,8.0,RCB,M. Chinnaswamy Stadium,17 April 2010,
346,Sumit Narwal,4.0,36,3,8.0,DC,Arun Jaitley Stadium,31 March 2010,
347,Jaydev Unadkat,4.0,26,3,8.0,RR,Eden Gardens,17 April 2010,
348,Dale Steyn,4.0,18,3,8.0,DEC,Vidarbha Cricket Association Stadium,12 April 2010,
349,Pradeep Sangwan,4.0,22,3,8.0,RCB,Arun Jaitley Stadium,04 April 2010,
350,Andrew Symonds,4.0,21,3,8.0,DC,Barabati Stadium,21 March 2010,
351,Jaskaran Singh,3.0,30,2,9.0,MI,DY Patil Stadium,28 March 2010,
352,Charl Langeveldt,3.0,35,2,9.0,DC,Arun Jaitley Stadium,29 March 2010,
353,Harbhajan Singh,3.0,16,2,9.0,DEC,Brabourne Stadium,03 April 2010,
354,Chaminda Vaas,3.0,22,2,9.0,KKR,DY Patil Stadium,12 March 2010,
355,Jaskaran Singh,3.0,18,2,9.0,KKR,Eden Gardens,01 April 2010,
356,Shalabh Srivastava,3.0,23,2,9.0,KKR,IS Bindra Stadium,27 March 2010,
357,Shadab Jakati,3.0,26,2,9.0,MI,DY Patil Stadium,25 April 2010,
358,Andrew Symonds,3.0,29,2,9.0,CSK,Chidambaram,14 March 2010,
359,MF Maharoof,3.0,13,2,9.0,RR,Arun Jaitley Stadium,31 March 2010,
360,Lakshmipathy Balaji,3.0,21,2,9.0,DC,Arun Jaitley Stadium,19 March 2010,
361,Ashok Dinda,3.1,15,2,9.5,RCB,M. Chinnaswamy Stadium,10 April 2010,
362,Ryan Harris,3.4,34,2,11.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,
363,Siddharth Trivedi,3.4,32,2,11.0,RCB,Sawai Mansingh Stadium,14 April 2010,
364,Sanath Jayasuriya,4.0,17,2,12.0,DC,Arun Jaitley Stadium,17 March 2010,
365,Ashok Dinda,4.0,24,2,12.0,RR,Eden Gardens,17 April 2010,
366,Shaun Tait,4.0,22,2,12.0,CSK,Narendra Modi Stadium,28 March 2010,
367,Harmeet Singh Bansal,4.0,24,2,12.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,
368,Lasith Malinga,4.0,24,2,12.0,RCB,DY Patil Stadium,21 April 2010,
369,Sumit Narwal,4.0,35,2,12.0,DEC,Narendra Modi Stadium,26 March 2010,
370,Dimitri Mascarenhas,4.0,34,2,12.0,MI,Brabourne Stadium,13 March 2010,
371,Jacques Kallis,4.0,31,2,12.0,KKR,M. Chinnaswamy Stadium,10 April 2010,
372,Shane Bond,4.0,24,2,12.0,MI,Eden Gardens,19 April 2010,
373,Yusuf Pathan,4.0,23,2,12.0,KKR,Narendra Modi Stadium,20 March 2010,
374,Harmeet Singh Bansal,4.0,25,2,12.0,RR,Vidarbha Cricket Association Stadium,05 April 2010,
375,MF Maharoof,4.0,50,2,12.0,MI,Arun Jaitley Stadium,17 March 2010,
376,Harbhajan Singh,4.0,28,2,12.0,RCB,M. Chinnaswamy Stadium,17 April 2010,
377,Shane Bond,4.0,24,2,12.0,PBKS,IS Bindra Stadium,27 March 2010,
378,Paul Collingwood,4.0,19,2,12.0,PBKS,Arun Jaitley Stadium,11 April 2010,
379,Ashish Nehra,4.0,32,2,12.0,DEC,Arun Jaitley Stadium,18 April 2010,
380,Praveen Kumar,4.0,18,2,12.0,DEC,DY Patil Stadium,24 April 2010,
381,MF Maharoof,4.0,37,2,12.0,PBKS,IS Bindra Stadium,13 March 2010,
382,Jacques Kallis,4.0,20,2,12.0,RR,M. Chinnaswamy Stadium,18 March 2010,
383,Kieron Pollard,4.0,27,2,12.0,CSK,Chidambaram,06 April 2010,
384,Ravichandran Ashwin,4.0,13,2,12.0,DEC,Vidarbha Cricket Association Stadium,10 April 2010,
385,Aditya Dole,4.0,36,2,12.0,PBKS,Sawai Mansingh Stadium,07 April 2010,
386,Kieron Pollard,4.0,26,2,12.0,DEC,Brabourne Stadium,03 April 2010,
387,Pragyan Ojha,4.0,22,2,12.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,
388,Lasith Malinga,4.0,22,2,12.0,RR,Brabourne Stadium,13 March 2010,
389,Ramesh Powar,4.0,28,2,12.0,CSK,HPCA Stadium,18 April 2010,
390,Shadab Jakati,4.0,44,2,12.0,DEC,DY Patil Stadium,22 April 2010,
391,Roelof van der Merwe,4.0,27,2,12.0,KKR,Eden Gardens,14 March 2010,
392,Dimitri Mascarenhas,4.0,31,2,12.0,DC,Narendra Modi Stadium,15 March 2010,
393,Yuvraj Singh,4.0,21,2,12.0,DEC,Barabati Stadium,19 March 2010,
394,Virender Sehwag,4.0,18,2,12.0,CSK,Chidambaram,15 April 2010,
395,Pragyan Ojha,4.0,24,2,12.0,MI,DY Patil Stadium,28 March 2010,
396,Ryan Harris,4.0,34,2,12.0,RR,Vidarbha Cricket Association Stadium,05 April 2010,
397,Sarabjit Ladda,4.0,44,2,12.0,MI,Arun Jaitley Stadium,17 March 2010,
398,Zaheer Khan,4.0,27,2,12.0,KKR,Brabourne Stadium,22 March 2010,
399,Shadab Jakati,4.0,30,2,12.0,RR,Narendra Modi Stadium,28 March 2010,
400,Shane Watson,4.0,47,2,12.0,CSK,Chidambaram,03 April 2010,
401,Umesh Yadav,4.0,24,2,12.0,DEC,Arun Jaitley Stadium,18 April 2010,
402,Dale Steyn,4.0,43,2,12.0,MI,DY Patil Stadium,21 April 2010,
403,Andrew McDonald,4.0,42,2,12.0,RCB,M. Chinnaswamy Stadium,25 March 2010,
404,Dirk Nannes,4.0,12,2,12.0,PBKS,IS Bindra Stadium,13 March 2010,
405,Doug Bollinger,4.0,15,2,12.0,KKR,Chidambaram,13 April 2010,
406,Andrew McDonald,4.0,37,2,12.0,KKR,Arun Jaitley Stadium,29 March 2010,
407,Ashok Dinda,4.0,28,2,12.0,RR,Narendra Modi Stadium,20 March 2010,
408,Albie Morkel,4.0,23,2,12.0,PBKS,Chidambaram,21 March 2010,
409,Siddharth Trivedi,4.0,22,2,12.0,PBKS,Sawai Mansingh Stadium,07 April 2010,
410,Jacques Kallis,4.0,41,2,12.0,MI,M. Chinnaswamy Stadium,17 April 2010,
411,Irfan Pathan,4.0,42,2,12.0,KKR,IS Bindra Stadium,27 March 2010,
412,Shadab Jakati,4.0,17,2,12.0,RCB,Chidambaram,31 March 2010,
413,Pradeep Sangwan,4.0,35,2,12.0,MI,Brabourne Stadium,13 April 2010,
414,Chaminda Vaas,4.0,27,2,12.0,PBKS,Barabati Stadium,19 March 2010,
415,Doug Bollinger,4.0,24,2,12.0,DC,Chidambaram,15 April 2010,
416,Ishant Sharma,4.0,44,2,12.0,MI,Brabourne Stadium,22 March 2010,
417,Thilan Thushara,4.0,28,2,12.0,RR,Narendra Modi Stadium,28 March 2010,
418,Doug Bollinger,4.0,15,2,12.0,RR,Chidambaram,03 April 2010,
419,Zaheer Khan,4.0,17,2,12.0,RR,Sawai Mansingh Stadium,11 April 2010,
420,Harmeet Singh Bansal,4.0,41,2,12.0,DC,Arun Jaitley Stadium,18 April 2010,
421,Amit Mishra,4.0,23,2,12.0,RCB,M. Chinnaswamy Stadium,25 March 2010,
422,Shanthakumaran Sreesanth,4.0,24,2,12.0,DC,IS Bindra Stadium,13 March 2010,
423,Pankaj Singh,4.0,27,2,12.0,RR,Sawai Mansingh Stadium,14 April 2010,
424,Dilhara Fernando,4.0,23,2,12.0,CSK,DY Patil Stadium,25 April 2010,
425,Umesh Yadav,4.0,27,2,12.0,KKR,Arun Jaitley Stadium,29 March 2010,
426,Ravichandran Ashwin,4.0,22,2,12.0,MI,Chidambaram,06 April 2010,
427,Pragyan Ojha,4.0,28,2,12.0,CSK,Chidambaram,14 March 2010,
428,Ishant Sharma,4.0,33,2,12.0,RR,Narendra Modi Stadium,20 March 2010,
429,Ashok Dinda,4.0,21,2,12.0,DC,Eden Gardens,07 April 2010,
430,Ryan McLaren,4.0,28,2,12.0,DEC,Brabourne Stadium,03 April 2010,
431,Pragyan Ojha,4.0,24,2,12.0,RCB,M. Chinnaswamy Stadium,08 April 2010,
432,RP Singh,4.0,21,2,12.0,RCB,Vidarbha Cricket Association Stadium,12 April 2010,
433,Charl Langeveldt,4.0,26,2,12.0,DEC,DY Patil Stadium,12 March 2010,
434,Piyush Chawla,4.0,16,2,12.0,DC,Arun Jaitley Stadium,11 April 2010,
435,Pragyan Ojha,4.0,38,2,12.0,KKR,Eden Gardens,01 April 2010,
436,Ali Murtaza,4.0,18,2,12.0,DC,Brabourne Stadium,13 April 2010,
437,Muttiah Muralitharan,4.0,25,2,12.0,DC,Arun Jaitley Stadium,19 March 2010,
438,Rahul Sharma,4.0,42,2,12.0,DC,Barabati Stadium,21 March 2010,
439,Aditya Dole,4.0,42,2,12.0,DEC,Vidarbha Cricket Association Stadium,05 April 2010,
440,Lasith Malinga,4.0,36,2,12.0,PBKS,IS Bindra Stadium,09 April 2010,
441,Albie Morkel,4.0,46,2,12.0,RR,Narendra Modi Stadium,28 March 2010,
442,Albie Morkel,4.0,56,2,12.0,RR,Chidambaram,03 April 2010,
443,Pragyan Ojha,4.0,16,2,12.0,DC,Arun Jaitley Stadium,18 April 2010,
444,Harbhajan Singh,4.0,44,2,12.0,RCB,DY Patil Stadium,21 April 2010,
445,Muttiah Muralitharan,4.0,32,2,12.0,MI,Brabourne Stadium,25 March 2010,
446,Amit Uniyal,4.0,41,2,12.0,MI,Brabourne Stadium,13 March 2010,
447,Murali Kartik,4.0,20,2,12.0,MI,Eden Gardens,19 April 2010,
448,Murali Kartik,4.0,22,2,12.0,RCB,Eden Gardens,14 March 2010,
449,Suresh Raina,0.3,0,2,1.5,RR,Sawai Mansingh Stadium,09 May 2011,
450,Yusuf Pathan,1.0,4,2,3.0,RR,Sawai Mansingh Stadium,15 April 2011,
451,Lakshmipathy Balaji,1.0,7,2,3.0,PWI,DY Patil Stadium,19 May 2011,
452,Ishant Sharma,3.0,12,5,3.6,KTK,Jawaharlal Nehru Stadium,27 April 2011,
453,Johan Botha,2.0,6,3,4.0,MI,Sawai Mansingh Stadium,29 April 2011,
454,Bhargav Bhatt,2.5,22,4,4.25,MI,IS Bindra Stadium,10 May 2011,
455,Lasith Malinga,3.4,13,5,4.4,DC,Arun Jaitley Stadium,10 April 2011,
456,Munaf Patel,2.2,8,3,4.66,PWI,Wankhede Stadium,20 April 2011,
457,Harbhajan Singh,4.0,18,5,4.8,CSK,Wankhede Stadium,22 April 2011,
458,Munaf Patel,4.0,21,5,4.8,PBKS,IS Bindra Stadium,10 May 2011,
459,Paul Valthaty,4.0,29,4,6.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,
460,Yuvraj Singh,4.0,29,4,6.0,DC,DY Patil Stadium,17 April 2011,
461,Sreenath Aravind,4.0,14,4,6.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,
462,RP Singh,4.0,25,4,6.0,PBKS,Holkar Cricket Stadium,13 May 2011,
463,Amit Mishra,4.0,9,4,6.0,PBKS,HPCA Stadium,21 May 2011,
464,Piyush Chawla,4.0,17,4,6.0,RCB,HPCA Stadium,17 May 2011,
465,Brad Hodge,4.0,13,4,6.0,RR,Holkar Cricket Stadium,15 May 2011,
466,Mitchell Marsh,4.0,25,4,6.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,
467,Ryan Harris,3.0,28,3,6.0,RCB,HPCA Stadium,17 May 2011,
468,Shrikant Wagh,3.0,16,3,6.0,PBKS,DY Patil Stadium,10 April 2011,
469,Anand Rajan,3.0,27,3,6.0,MI,Wankhede Stadium,14 May 2011,
470,Lakshmipathy Balaji,3.0,15,3,6.0,RR,Eden Gardens,17 April 2011,
471,Brad Hodge,2.0,14,2,6.0,PWI,DY Patil Stadium,13 April 2011,
472,Dale Steyn,3.3,16,3,7.0,KTK,Jawaharlal Nehru Stadium,27 April 2011,
473,Kieron Pollard,2.3,24,2,7.5,DC,Wankhede Stadium,07 May 2011,
474,Roelof van der Merwe,3.5,20,3,7.66,KTK,Jawaharlal Nehru Stadium,30 April 2011,
475,Shaun Tait,4.0,22,3,8.0,PBKS,IS Bindra Stadium,21 April 2011,
476,Manpreet Gony,4.0,31,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,
477,Ryan Harris,4.0,38,3,8.0,RCB,M. Chinnaswamy Stadium,06 May 2011,
478,Pragyan Ojha,4.0,26,3,8.0,CSK,Chidambaram,01 May 2011,
479,Shane Warne,4.0,16,3,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,
480,Rahul Sharma,4.0,13,3,8.0,RR,Sawai Mansingh Stadium,01 May 2011,
481,Daniel Vettori,4.0,19,3,8.0,MI,Chidambaram,27 May 2011,
482,Dale Steyn,4.0,24,3,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,
483,Siddharth Trivedi,4.0,19,3,8.0,KTK,Sawai Mansingh Stadium,24 April 2011,
484,Yusuf Pathan,4.0,20,3,8.0,KTK,Eden Gardens,20 April 2011,
485,Piyush Chawla,4.0,16,3,8.0,DC,HPCA Stadium,15 May 2011,
486,Morne Morkel,4.0,18,3,8.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,
487,Amit Singh,4.0,35,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,
488,Chris Gayle,4.0,21,3,8.0,PBKS,M. Chinnaswamy Stadium,06 May 2011,
489,Albie Morkel,4.0,38,3,8.0,DEC,Chidambaram,01 May 2011,
490,Rajat Bhatia,4.0,22,3,8.0,MI,Eden Gardens,22 May 2011,
491,Doug Bollinger,4.0,21,3,8.0,PWI,DY Patil Stadium,27 April 2011,
492,Ravichandran Ashwin,4.0,16,3,8.0,RCB,Chidambaram,28 May 2011,
493,Shane Watson,4.0,19,3,8.0,MI,Wankhede Stadium,20 May 2011,
494,Shakib Al Hasan,4.0,28,3,8.0,KTK,Eden Gardens,20 April 2011,
495,Lasith Malinga,4.0,25,3,8.0,PWI,DY Patil Stadium,04 May 2011,
496,Iqbal Abdulla,4.0,25,3,8.0,DC,Arun Jaitley Stadium,28 April 2011,
497,Siddharth Trivedi,4.0,15,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,
498,Sreenath Aravind,4.0,34,3,8.0,RR,Sawai Mansingh Stadium,11 May 2011,
499,Wayne Parnell,4.0,35,3,8.0,KTK,DY Patil Stadium,13 April 2011,
500,Albie Morkel,4.0,29,3,8.0,PWI,Chidambaram,25 April 2011,
501,Munaf Patel,4.0,27,3,8.0,KKR,Wankhede Stadium,25 May 2011,
502,Dhawal Kulkarni,4.0,26,3,8.0,DEC,Wankhede Stadium,14 May 2011,
503,Iqbal Abdulla,4.0,24,3,8.0,DEC,Eden Gardens,11 April 2011,
504,Zaheer Khan,4.0,32,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,14 April 2011,
505,Lasith Malinga,4.0,9,3,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,
506,Doug Bollinger,4.0,22,3,8.0,RR,Sawai Mansingh Stadium,09 May 2011,
507,Vinay Kumar,4.0,25,3,8.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,
508,Irfan Pathan,4.0,28,3,8.0,PBKS,HPCA Stadium,15 May 2011,
509,Morne Morkel,4.0,25,3,8.0,RCB,Arun Jaitley Stadium,26 April 2011,
510,Sreenath Aravind,3.0,37,2,9.0,KKR,Eden Gardens,22 April 2011,
511,Dan Christian,3.0,21,2,9.0,PBKS,HPCA Stadium,21 May 2011,
512,Dan Christian,3.0,21,2,9.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,10 May 2011,
513,Dwayne Bravo,3.0,21,2,9.0,DC,Chidambaram,12 May 2011,
514,Ravichandran Ashwin,3.0,12,2,9.0,KKR,Eden Gardens,07 May 2011,
515,Ryan McLaren,3.0,33,2,9.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,
516,Dan Christian,3.0,13,2,9.0,PWI,DY Patil Stadium,16 May 2011,
517,Harbhajan Singh,3.0,14,2,9.0,DC,Arun Jaitley Stadium,10 April 2011,
518,Bhuvneshwar Kumar,3.0,14,2,9.0,PBKS,IS Bindra Stadium,08 May 2011,
519,Jacques Kallis,3.0,34,2,9.0,CSK,Chidambaram,08 April 2011,
520,Charl Langeveldt,3.0,10,2,9.0,KKR,M. Chinnaswamy Stadium,14 May 2011,
521,Bhargav Bhatt,3.0,20,2,9.0,RR,IS Bindra Stadium,21 April 2011,
522,Jacques Kallis,3.0,16,2,9.0,RCB,M. Chinnaswamy Stadium,14 May 2011,
523,Sreenath Aravind,3.0,39,2,9.0,CSK,Chidambaram,28 May 2011,
524,Shalabh Srivastava,3.0,30,2,9.0,RCB,HPCA Stadium,17 May 2011,
525,Shalabh Srivastava,3.0,20,2,9.0,PWI,IS Bindra Stadium,08 May 2011,
526,Ryan Ninan,3.0,31,2,9.0,CSK,Chidambaram,16 April 2011,
527,Sreenath Aravind,3.0,27,2,9.0,MI,Chidambaram,27 May 2011,
528,Shakib Al Hasan,3.2,24,2,10.0,MI,Wankhede Stadium,25 May 2011,
529,Lasith Malinga,3.2,18,2,10.0,DC,Wankhede Stadium,07 May 2011,
530,P Parameswaran,3.3,20,2,10.5,RR,Holkar Cricket Stadium,15 May 2011,
531,Daniel Vettori,4.0,15,2,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,
532,Shaun Tait,4.0,40,2,12.0,DC,Sawai Mansingh Stadium,12 April 2011,
533,Wayne Parnell,4.0,12,2,12.0,PBKS,IS Bindra Stadium,08 May 2011,
534,Shakib Al Hasan,4.0,21,2,12.0,RR,Eden Gardens,17 April 2011,
535,Iqbal Abdulla,4.0,34,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,
536,Ajit Agarkar,4.0,23,2,12.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,
537,RP Singh,4.0,21,2,12.0,DEC,Jawaharlal Nehru Stadium,27 April 2011,
538,Lasith Malinga,4.0,24,2,12.0,PBKS,IS Bindra Stadium,10 May 2011,
539,P Parameswaran,4.0,29,2,12.0,DC,Arun Jaitley Stadium,02 May 2011,
540,Chris Gayle,4.0,34,2,12.0,CSK,Chidambaram,28 May 2011,
541,Dale Steyn,4.0,24,2,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,05 May 2011,
542,Amit Mishra,4.0,19,2,12.0,KKR,Eden Gardens,11 April 2011,
543,Aavishkar Salvi,4.0,40,2,12.0,PBKS,HPCA Stadium,15 May 2011,
544,Rahul Sharma,4.0,7,2,12.0,MI,DY Patil Stadium,04 May 2011,
545,Munaf Patel,4.0,18,2,12.0,RR,Sawai Mansingh Stadium,29 April 2011,
546,Doug Bollinger,4.0,20,2,12.0,PWI,Chidambaram,25 April 2011,
547,Harbhajan Singh,4.0,25,2,12.0,PBKS,Wankhede Stadium,02 May 2011,
548,Shanthakumaran Sreesanth,4.0,10,2,12.0,DC,Jawaharlal Nehru Stadium,30 April 2011,
549,Jacques Kallis,4.0,18,2,12.0,MI,Wankhede Stadium,25 May 2011,
550,Yusuf Pathan,4.0,23,2,12.0,PWI,DY Patil Stadium,19 May 2011,
551,Albie Morkel,4.0,34,2,12.0,RCB,Chidambaram,16 April 2011,
552,Zaheer Khan,4.0,19,2,12.0,CSK,M. Chinnaswamy Stadium,22 May 2011,
553,Shane Watson,4.0,24,2,12.0,PBKS,IS Bindra Stadium,21 April 2011,
554,Shane Warne,4.0,17,2,12.0,DC,Sawai Mansingh Stadium,12 April 2011,
555,Shadab Jakati,4.0,23,2,12.0,DEC,Chidambaram,01 May 2011,
556,James Franklin,4.0,35,2,12.0,KKR,Eden Gardens,22 May 2011,
557,Rahul Sharma,4.0,17,2,12.0,PBKS,IS Bindra Stadium,08 May 2011,
558,Rajat Bhatia,4.0,26,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,03 May 2011,
559,Rahul Sharma,4.0,27,2,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011,
560,Vinay Kumar,4.0,25,2,12.0,DC,Arun Jaitley Stadium,02 May 2011,
561,Shadab Jakati,4.0,21,2,12.0,RCB,Chidambaram,28 May 2011,
562,Lasith Malinga,4.0,28,2,12.0,PWI,Wankhede Stadium,20 April 2011,
563,Kieron Pollard,4.0,25,2,12.0,RCB,M. Chinnaswamy Stadium,12 April 2011,
564,Shakib Al Hasan,4.0,31,2,12.0,RR,Sawai Mansingh Stadium,15 April 2011,
565,Iqbal Abdulla,4.0,19,2,12.0,PBKS,Eden Gardens,30 April 2011,
566,Rajat Bhatia,4.0,29,2,12.0,DEC,Eden Gardens,11 April 2011,
567,Yuvraj Singh,4.0,22,2,12.0,MI,DY Patil Stadium,04 May 2011,
568,Umesh Yadav,4.0,29,2,12.0,KKR,Arun Jaitley Stadium,28 April 2011,
569,Ajit Agarkar,4.0,47,2,12.0,PBKS,Arun Jaitley Stadium,23 April 2011,
570,Shane Warne,4.0,21,2,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,09 April 2011,
571,Munaf Patel,4.0,18,2,12.0,PBKS,Wankhede Stadium,02 May 2011,
572,Shakib Al Hasan,4.0,16,2,12.0,PWI,DY Patil Stadium,19 May 2011,
573,Ravichandran Ashwin,4.0,19,2,12.0,DC,Chidambaram,12 May 2011,
574,Praveen Kumar,4.0,37,2,12.0,CSK,IS Bindra Stadium,13 April 2011,
575,Suraj Randiv,4.0,24,2,12.0,RCB,Chidambaram,16 April 2011,
576,Sreenath Aravind,4.0,20,2,12.0,KTK,M. Chinnaswamy Stadium,08 May 2011,
577,Syed Mohammad,4.0,25,2,12.0,MI,Chidambaram,27 May 2011,
578,Charl Langeveldt,4.0,48,2,12.0,PBKS,HPCA Stadium,17 May 2011,
579,Praveen Kumar,4.0,22,2,12.0,RR,IS Bindra Stadium,21 April 2011,
580,Jaydev Unadkat,4.0,25,2,12.0,KTK,Jawaharlal Nehru Stadium,05 May 2011,
581,Alfonso Thomas,4.0,23,2,12.0,RCB,M. Chinnaswamy Stadium,29 April 2011,
582,Alfonso Thomas,4.0,29,2,12.0,CSK,Chidambaram,25 April 2011,
583,Praveen Kumar,4.0,19,2,12.0,MI,IS Bindra Stadium,10 May 2011,
584,Amit Mishra,4.0,28,2,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,16 April 2011,
585,Piyush Chawla,4.0,37,2,12.0,MI,Wankhede Stadium,02 May 2011,
586,Pragyan Ojha,4.0,35,2,12.0,PWI,DY Patil Stadium,16 May 2011,
587,Lasith Malinga,4.0,32,2,12.0,RCB,M. Chinnaswamy Stadium,12 April 2011,
588,Lasith Malinga,4.0,42,2,12.0,KTK,Wankhede Stadium,15 April 2011,
589,Harbhajan Singh,4.0,24,2,12.0,DC,Wankhede Stadium,07 May 2011,
590,Bhargav Bhatt,4.0,22,2,12.0,KKR,Eden Gardens,30 April 2011,
591,Jaydev Unadkat,4.0,36,2,12.0,DEC,Eden Gardens,11 April 2011,
592,Shalabh Srivastava,4.0,39,2,12.0,DC,HPCA Stadium,15 May 2011,
593,Amit Mishra,4.0,14,2,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,24 April 2011,
594,Ravichandran Ashwin,4.0,24,2,12.0,RR,Sawai Mansingh Stadium,09 May 2011,
595,Shadab Jakati,4.0,22,2,12.0,RR,Chidambaram,04 May 2011,
596,Irfan Pathan,4.0,27,2,12.0,KTK,Jawaharlal Nehru Stadium,30 April 2011,
597,RP Singh,4.0,25,2,12.0,KKR,Eden Gardens,20 April 2011,
598,Dan Christian,4.0,38,2,12.0,DC,Arun Jaitley Stadium,19 April 2011,
599,David Hussey,1.0,2,2,3.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,
600,Sunil Narine,3.1,15,4,4.75,MI,Wankhede Stadium,16 May 2012,
601,Ravindra Jadeja,4.0,16,5,4.8,DEC,ACA-VDCA Stadium,07 April 2012,
602,Sunil Narine,4.0,19,5,4.8,PBKS,Eden Gardens,15 April 2012,
603,Dimitri Mascarenhas,4.0,25,5,4.8,PWI,IS Bindra Stadium,12 April 2012,
604,Munaf Patel,3.4,28,4,5.5,RR,Wankhede Stadium,11 April 2012,
605,Lasith Malinga,3.4,16,4,5.5,DEC,Wankhede Stadium,29 April 2012,
