,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
44,Venugopal Rao,17,5,340.0,1,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
45,Subramaniam Badrinath,17,4,425.0,1,2,PBKS,IS Bindra Stadium,19 April 2008
46,Andrew Symonds,17,6,283.33,2,1,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
47,Niraj Patel,17,6,283.33,4,0,PBKS,IS Bindra Stadium,28 May 2008
48,Sourav Ganguly,17,5,340.0,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
49,Sanath Jayasuriya,17,5,340.0,1,2,PBKS,Wankhede Stadium,21 May 2008
50,Virender Sehwag,17,4,425.0,1,2,PBKS,Arun Jaitley Stadium,17 May 2008
51,Sourav Ganguly,17,4,425.0,1,2,PBKS,Eden Gardens,25 May 2008
52,Venugopal Rao,17,4,425.0,1,2,DC,Arun Jaitley Stadium,15 May 2008
53,Virender Sehwag,17,6,283.33,2,1,CSK,Chidambaram,02 May 2008
54,Yusuf Pathan,17,4,425.0,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
55,Wriddhiman Saha,16,6,266.66,0,2,PBKS,IS Bindra Stadium,03 May 2008
56,Virender Sehwag,16,5,320.0,2,1,RCB,Arun Jaitley Stadium,30 April 2008
57,Gautam Gambhir,16,4,400.0,1,2,DEC,Arun Jaitley Stadium,15 May 2008
58,Rohit Sharma,16,5,320.0,3,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,01 May 2008
59,Albie Morkel,16,5,320.0,2,1,RR,Sawai Mansingh Stadium,04 May 2008
60,Kumar Sangakkara,16,6,266.66,2,1,MI,IS Bindra Stadium,25 April 2008
61,David Hussey,16,5,320.0,2,1,PBKS,IS Bindra Stadium,03 May 2008
62,Sanath Jayasuriya,16,6,266.66,1,2,RCB,M. Chinnaswamy Stadium,28 May 2008
63,Shane Warne,16,3,533.33,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
64,Cameron White,16,6,266.66,2,1,MI,M. Chinnaswamy Stadium,28 May 2008
65,Dwayne Smith,16,6,266.66,2,1,PBKS,Wankhede Stadium,21 May 2008
66,Brendon McCullum,16,3,533.33,1,2,RCB,M. Chinnaswamy Stadium,18 April 2008
67,Kamran Akmal,16,4,400.0,2,1,CSK,Chidambaram,24 May 2008
68,Sanath Jayasuriya,16,5,320.0,1,2,DC,Arun Jaitley Stadium,24 May 2008
69,Adam Gilchrist,16,6,266.66,1,2,KKR,Eden Gardens,20 April 2008
70,Piyush Chawla,15,6,250.0,3,0,RR,Sawai Mansingh Stadium,21 April 2008
71,Sanath Jayasuriya,15,5,300.0,2,1,DC,DY Patil Stadium,04 May 2008
72,MS Dhoni,15,5,300.0,0,2,PBKS,Chidambaram,10 May 2008
73,Graeme Smith,15,4,375.0,2,1,CSK,Chidambaram,24 May 2008
74,Michael Hussey,15,4,375.0,2,1,PBKS,IS Bindra Stadium,19 April 2008
75,Kumar Sangakkara,15,5,300.0,2,1,RR,Sawai Mansingh Stadium,21 April 2008
76,Mark Boucher,15,5,300.0,2,1,KKR,Eden Gardens,08 May 2008
77,Mohammad Kaif,15,6,250.0,3,0,KKR,Eden Gardens,20 May 2008
78,Yusuf Pathan,15,5,300.0,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
79,Yusuf Pathan,15,4,375.0,2,1,DC,Wankhede Stadium,30 May 2008
80,Yusuf Pathan,15,4,375.0,2,1,DEC,Sawai Mansingh Stadium,09 May 2008
81,Suresh Raina,15,4,375.0,2,1,PBKS,Wankhede Stadium,31 May 2008
82,Shaun Marsh,15,6,250.0,0,2,CSK,Chidambaram,10 May 2008
83,Sourav Ganguly,15,4,375.0,0,2,PBKS,Eden Gardens,25 May 2008
84,Rahul Dravid,15,4,375.0,2,1,RR,Sawai Mansingh Stadium,17 May 2008
85,Suresh Raina,15,5,300.0,2,1,RR,Chidambaram,24 May 2008
86,Brendon McCullum,15,7,214.28,2,1,CSK,Chidambaram,26 April 2008
87,Manpreet Gony,15,4,375.0,0,2,DEC,Chidambaram,06 May 2008
88,Swapnil Asnodkar,15,6,250.0,2,1,DC,Wankhede Stadium,30 May 2008
89,Graeme Smith,15,6,250.0,2,1,RCB,Sawai Mansingh Stadium,17 May 2008
90,Mark Boucher,15,5,300.0,2,1,PBKS,IS Bindra Stadium,12 May 2008
91,Luke Pomersbach,15,5,300.0,2,1,MI,Wankhede Stadium,21 May 2008
92,James Hopes,15,5,300.0,3,0,RR,IS Bindra Stadium,28 May 2008
93,Albie Morkel,15,4,375.0,2,1,RR,Chidambaram,24 May 2008
94,Virender Sehwag,15,5,300.0,0,2,CSK,Chidambaram,02 May 2008
95,Andrew Symonds,14,4,350.0,0,2,RR,Rajiv Gandhi Intl. Cricket Stadium,24 April 2008
96,Abhishek Nayar,14,4,350.0,0,2,PBKS,Wankhede Stadium,21 May 2008
97,Robin Uthappa,14,5,280.0,3,0,DC,Arun Jaitley Stadium,24 May 2008
98,Yuvraj Singh,14,6,233.33,2,1,KKR,IS Bindra Stadium,03 May 2008
99,Virender Sehwag,14,4,350.0,0,2,MI,DY Patil Stadium,04 May 2008
100,Parthiv Patel,14,6,233.33,3,0,PBKS,IS Bindra Stadium,19 April 2008
101,MS Dhoni,14,5,280.0,1,1,PBKS,Chidambaram,10 May 2008
102,Shaun Marsh,14,6,233.33,3,0,RCB,M. Chinnaswamy Stadium,05 May 2008
103,Laxmi Ratan Shukla,14,3,466.66,2,1,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
104,MS Dhoni,14,5,280.0,2,1,RCB,M. Chinnaswamy Stadium,28 April 2008
105,Swapnil Asnodkar,14,6,233.33,3,0,DC,Wankhede Stadium,30 May 2008
106,Adam Gilchrist,14,6,233.33,3,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
107,Ross Taylor,14,3,466.66,2,1,RR,M. Chinnaswamy Stadium,26 April 2008
108,Robin Uthappa,14,4,350.0,0,2,DC,Arun Jaitley Stadium,24 May 2008
109,James Hopes,14,5,280.0,3,0,CSK,IS Bindra Stadium,19 April 2008
110,VVS Laxman,14,5,280.0,3,0,RCB,M. Chinnaswamy Stadium,03 May 2008
111,Sanjay Bangar,14,4,350.0,0,2,RCB,M. Chinnaswamy Stadium,03 May 2008
112,Parthiv Patel,14,7,200.0,3,0,RCB,Chidambaram,21 May 2008
113,Matthew Hayden,14,6,233.33,2,1,MI,Chidambaram,23 April 2008
114,Rahul Dravid,14,6,233.33,2,1,RR,Sawai Mansingh Stadium,17 May 2008
115,Abhishek Nayar,14,3,466.66,2,1,CSK,Chidambaram,23 April 2008
116,Swapnil Asnodkar,14,5,280.0,3,0,KKR,Sawai Mansingh Stadium,01 May 2008
117,Suresh Raina,14,5,280.0,2,1,RR,Chidambaram,24 May 2008
118,Herschelle Gibbs,14,6,233.33,2,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008
119,Yusuf Pathan,14,3,466.66,2,1,KKR,Eden Gardens,20 May 2008
120,Graeme Smith,14,6,233.33,3,0,DC,Wankhede Stadium,30 May 2008
121,Dwayne Bravo,14,5,280.0,2,1,KKR,Eden Gardens,29 April 2008
122,Shaun Marsh,13,5,260.0,1,1,DEC,IS Bindra Stadium,23 May 2008
123,Yusuf Pathan,13,3,433.33,0,2,PBKS,IS Bindra Stadium,28 May 2008
124,Sourav Ganguly,13,4,325.0,0,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008
125,Rahul Dravid,13,5,260.0,0,2,DEC,M. Chinnaswamy Stadium,03 May 2008
126,Rahul Dravid,13,6,216.66,3,0,PBKS,M. Chinnaswamy Stadium,05 May 2008
127,David Hussey,13,4,325.0,0,2,RCB,Eden Gardens,08 May 2008
128,Virender Sehwag,13,5,260.0,3,0,RCB,M. Chinnaswamy Stadium,19 May 2008
129,Venugopal Rao,13,5,260.0,0,2,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008
130,Stephen Fleming,13,6,216.66,1,1,RCB,Chidambaram,21 May 2008
131,Mahela Jayawardena,13,4,325.0,3,0,DC,Arun Jaitley Stadium,17 May 2008
132,Herschelle Gibbs,13,5,260.0,0,2,DC,Arun Jaitley Stadium,15 May 2008
133,MS Dhoni,13,5,260.0,2,0,KKR,Chidambaram,26 April 2008
134,Yuvraj Singh,13,4,325.0,0,2,RR,Sawai Mansingh Stadium,21 April 2008
135,James Hopes,13,3,433.33,0,2,CSK,IS Bindra Stadium,19 April 2008
136,Sourav Ganguly,13,4,325.0,1,1,RR,Sawai Mansingh Stadium,01 May 2008
137,Michael Hussey,13,5,260.0,0,2,RCB,M. Chinnaswamy Stadium,28 April 2008
138,Cameron White,13,4,325.0,1,1,KKR,Eden Gardens,08 May 2008
139,Yusuf Pathan,13,4,325.0,0,2,CSK,DY Patil Stadium,01 June 2008
140,Shane Watson,13,4,325.0,3,0,DC,Arun Jaitley Stadium,19 April 2008
141,Ross Taylor,13,4,325.0,0,2,MI,Wankhede Stadium,20 April 2008
142,Gautam Gambhir,13,4,325.0,3,0,CSK,Arun Jaitley Stadium,08 May 2008
143,Andrew Symonds,13,4,325.0,0,2,KKR,Eden Gardens,20 April 2008
144,Misbah-ul-Haq,13,5,260.0,1,1,DC,M. Chinnaswamy Stadium,19 May 2008
145,Gautam Gambhir,13,5,260.0,3,0,RCB,Arun Jaitley Stadium,30 April 2008
146,Subramaniam Badrinath,13,5,260.0,0,2,PBKS,Chidambaram,10 May 2008
147,Michael Hussey,13,4,325.0,1,1,PBKS,IS Bindra Stadium,19 April 2008
148,Yusuf Pathan,13,4,325.0,3,0,PBKS,IS Bindra Stadium,28 May 2008
149,Stephen Fleming,13,5,260.0,1,1,RCB,Chidambaram,21 May 2008
150,David Hussey,25,7,357.14,2,2,DEC,New Wanderers Stadium,16 May 2009
151,MS Dhoni,24,6,400.0,2,2,PBKS,Supersport Park,07 May 2009
152,Adam Gilchrist,23,6,383.33,1,3,DC,Supersport Park,22 May 2009
153,Rohit Sharma,22,6,366.66,2,2,KKR,New Wanderers Stadium,16 May 2009
154,Brendon McCullum,22,6,366.66,4,1,CSK,Supersport Park,18 May 2009
155,Dwayne Bravo,21,6,350.0,2,2,PBKS,Supersport Park,12 May 2009
156,Abhishek Nayar,21,5,420.0,0,3,CSK,Newlands,18 April 2009
157,Naman Ojha,21,5,420.0,0,3,KKR,Kingsmead,20 May 2009
158,Adam Gilchrist,20,6,333.33,5,0,DC,Supersport Park,22 May 2009
159,Subramaniam Badrinath,20,6,333.33,3,1,RR,De Beers Diamond Oval,09 May 2009
160,Matthew Hayden,19,5,380.0,3,1,RCB,St George's Park,20 April 2009
161,Andrew Symonds,19,5,380.0,1,2,PBKS,De Beers Diamond Oval,09 May 2009
162,Dwayne Smith,19,5,380.0,1,2,DC,Supersport Park,30 April 2009
163,Rohit Sharma,19,5,380.0,0,3,RCB,Newlands,22 April 2009
164,Ravindra Jadeja,19,6,316.66,2,1,PBKS,Kingsmead,05 May 2009
165,Ravi Bopara,19,6,316.66,1,2,RCB,Kingsmead,24 April 2009
166,Adam Gilchrist,18,6,300.0,3,1,PBKS,New Wanderers Stadium,17 May 2009
167,Abhishek Raut,18,6,300.0,1,2,KKR,Newlands,23 April 2009
168,Yusuf Pathan,18,5,360.0,1,2,DC,Supersport Park,28 April 2009
169,Brendon McCullum,18,5,360.0,1,2,DC,Kingsmead,05 May 2009
170,Simon Katich,18,6,300.0,3,1,DC,OUTsurance Oval,15 May 2009
171,Simon Katich,18,5,360.0,0,3,CSK,Supersport Park,07 May 2009
172,Herschelle Gibbs,18,5,360.0,3,1,CSK,Kingsmead,27 April 2009
173,Matthew Hayden,18,5,360.0,1,2,DC,Kingsmead,23 April 2009
174,Matthew Hayden,18,6,300.0,0,3,PBKS,Supersport Park,07 May 2009
175,Jesse Ryder,18,6,300.0,4,0,PBKS,Kingsmead,24 April 2009
176,Manish Pandey,18,6,300.0,0,2,DEC,Supersport Park,21 May 2009
177,Yuvraj Singh,17,5,340.0,2,1,CSK,Supersport Park,07 May 2009
178,Rahul Dravid,17,6,283.33,2,1,DEC,Newlands,22 April 2009
179,Albie Morkel,17,5,340.0,1,2,KKR,Supersport Park,18 May 2009
180,Rohit Sharma,17,5,340.0,1,2,PBKS,New Wanderers Stadium,17 May 2009
181,Herschelle Gibbs,17,4,425.0,1,2,RCB,Supersport Park,21 May 2009
182,Jacob Oram,17,4,425.0,1,2,DEC,Kingsmead,27 April 2009
183,Dwayne Bravo,17,5,340.0,0,2,RCB,New Wanderers Stadium,03 May 2009
184,Adam Gilchrist,17,5,340.0,4,0,DC,Kingsmead,13 May 2009
185,Yuvraj Singh,17,5,340.0,1,2,RR,Kingsmead,05 May 2009
186,Suresh Raina,17,4,425.0,1,2,DEC,Buffalo Park,04 May 2009
187,Ravi Bopara,16,5,320.0,0,2,RCB,Kingsmead,24 April 2009
188,Manish Pandey,16,6,266.66,2,1,DEC,Supersport Park,21 May 2009
189,Adam Gilchrist,16,6,266.66,1,2,CSK,Kingsmead,27 April 2009
190,Roelof van der Merwe,16,4,400.0,1,2,PBKS,Kingsmead,01 May 2009
191,Dwayne Smith,16,6,266.66,1,2,CSK,Buffalo Park,04 May 2009
192,Naman Ojha,16,6,266.66,1,2,PBKS,Kingsmead,05 May 2009
193,Matthew Hayden,16,6,266.66,1,2,PBKS,Supersport Park,07 May 2009
194,Kumar Sangakkara,15,5,300.0,2,0,DEC,New Wanderers Stadium,17 May 2009
195,Brendon McCullum,15,5,300.0,3,0,RCB,Supersport Park,12 May 2009
196,Rohit Sharma,15,5,300.0,2,1,KKR,Newlands,19 April 2009
197,Ross Taylor,15,5,300.0,0,2,KKR,Supersport Park,12 May 2009
198,Sourav Ganguly,15,4,375.0,0,2,RR,Newlands,23 April 2009
199,Sachin Tendulkar,15,4,375.0,2,1,DEC,Kingsmead,25 April 2009
200,Chris Gayle,15,5,300.0,2,1,PBKS,Kingsmead,21 April 2009
201,Dwayne Smith,15,6,250.0,3,0,DC,Supersport Park,30 April 2009
202,Brad Hodge,15,5,300.0,3,0,PBKS,St George's Park,03 May 2009
203,Adam Gilchrist,15,4,375.0,2,1,DC,Supersport Park,22 May 2009
204,Ross Taylor,15,5,300.0,3,0,KKR,Supersport Park,12 May 2009
205,Mahela Jayawardena,15,4,375.0,0,2,DEC,De Beers Diamond Oval,09 May 2009
206,Brendon McCullum,15,4,375.0,0,2,RCB,Supersport Park,12 May 2009
207,Suresh Raina,15,5,300.0,2,1,PBKS,Supersport Park,07 May 2009
208,Harbhajan Singh,14,4,350.0,0,2,KKR,St George's Park,27 April 2009
209,Sanath Jayasuriya,14,5,280.0,2,1,CSK,St George's Park,16 May 2009
210,JP Duminy,14,4,350.0,0,2,KKR,Buffalo Park,01 May 2009
211,Mahela Jayawardena,14,5,280.0,1,1,CSK,Supersport Park,07 May 2009
212,Brendon McCullum,14,5,280.0,2,1,CSK,Supersport Park,18 May 2009
213,Suresh Raina,14,4,350.0,0,2,KKR,Supersport Park,18 May 2009
214,JP Duminy,14,4,350.0,0,2,KKR,Buffalo Park,01 May 2009
215,Matthew Hayden,14,5,280.0,3,0,RCB,Kingsmead,14 May 2009
216,Sanath Jayasuriya,14,5,280.0,0,2,KKR,St George's Park,27 April 2009
217,Naman Ojha,14,3,466.66,2,1,RCB,Supersport Park,07 May 2009
218,Mahela Jayawardena,14,5,280.0,1,1,KKR,Kingsmead,21 April 2009
219,Brad Hodge,14,4,350.0,0,2,CSK,Supersport Park,18 May 2009
220,Tirumalasetti Suman,14,4,350.0,1,1,DC,Supersport Park,30 April 2009
221,Virat Kohli,14,3,466.66,0,2,DEC,Supersport Park,21 May 2009
222,Adam Gilchrist,14,5,280.0,2,1,RCB,Newlands,22 April 2009
223,Sachin Tendulkar,14,5,280.0,3,0,RR,Kingsmead,14 May 2009
224,Subramaniam Badrinath,14,5,280.0,2,1,DC,New Wanderers Stadium,02 May 2009
225,Sanath Jayasuriya,14,5,280.0,1,1,CSK,St George's Park,16 May 2009
226,Mark Boucher,14,5,280.0,1,1,MI,St George's Park,10 May 2009
227,Brad Hodge,14,6,233.33,2,1,RCB,Kingsmead,29 April 2009
228,Matthew Hayden,14,5,280.0,3,0,MI,Newlands,18 April 2009
229,Adam Gilchrist,13,5,260.0,0,2,RCB,Newlands,22 April 2009
230,Luke Pomersbach,13,6,216.66,1,1,CSK,Kingsmead,20 May 2009
231,Tirumalasetti Suman,13,4,325.0,0,2,MI,Supersport Park,06 May 2009
232,Adam Gilchrist,13,5,260.0,0,2,KKR,New Wanderers Stadium,16 May 2009
233,Robin Uthappa,13,4,325.0,3,0,MI,New Wanderers Stadium,03 May 2009
234,Andrew Flintoff,13,6,216.66,1,1,MI,Newlands,18 April 2009
235,Yusuf Pathan,13,4,325.0,0,2,DEC,St George's Park,02 May 2009
236,Irfan Pathan,13,5,260.0,1,1,KKR,Kingsmead,21 April 2009
237,Shane Warne,13,4,325.0,0,2,DEC,St George's Park,02 May 2009
238,Lee Carseldine,13,6,216.66,3,0,DEC,St George's Park,02 May 2009
239,Jacques Kallis,13,4,325.0,0,2,MI,New Wanderers Stadium,03 May 2009
240,Robin Uthappa,13,4,325.0,1,1,MI,New Wanderers Stadium,03 May 2009
241,Wriddhiman Saha,13,5,260.0,1,1,CSK,Supersport Park,18 May 2009
242,Chris Gayle,13,4,325.0,0,2,RR,Newlands,23 April 2009
243,Andrew Symonds,13,6,216.66,0,1,DC,Kingsmead,13 May 2009
244,Munaf Patel,13,5,260.0,3,0,DC,OUTsurance Oval,17 May 2009
245,Karan Goel,13,5,260.0,0,2,DC,Newlands,19 April 2009
246,Ross Taylor,13,5,260.0,0,2,KKR,Supersport Park,12 May 2009
247,Yusuf Pathan,13,3,433.33,0,2,DC,Supersport Park,28 April 2009
248,Herschelle Gibbs,13,5,260.0,0,2,RCB,Supersport Park,21 May 2009
249,Herschelle Gibbs,13,4,325.0,1,1,KKR,Newlands,19 April 2009
250,Sunny Sohal,13,3,433.33,0,2,KKR,St George's Park,03 May 2009
251,Jacques Kallis,13,5,260.0,1,1,DC,New Wanderers Stadium,19 May 2009
252,Manish Pandey,13,5,260.0,3,0,CSK,New Wanderers Stadium,23 May 2009
253,Sanath Jayasuriya,13,3,433.33,1,1,RCB,New Wanderers Stadium,03 May 2009
254,Abhishek Nayar,13,5,260.0,2,0,RR,Kingsmead,14 May 2009
255,Suresh Raina,13,3,433.33,0,2,RR,Supersport Park,30 April 2009
256,Adam Gilchrist,13,4,325.0,1,1,DC,Supersport Park,22 May 2009
257,Ajinkya Rahane,13,6,216.66,1,1,DC,Supersport Park,21 May 2009
258,Adam Gilchrist,13,5,260.0,0,2,DC,Kingsmead,13 May 2009
259,Yuvraj Singh,13,4,325.0,1,1,RCB,Kingsmead,24 April 2009
260,Subramaniam Badrinath,12,6,200.0,2,0,RR,De Beers Diamond Oval,09 May 2009
261,Yusuf Pathan,12,4,300.0,1,1,DC,Supersport Park,28 April 2009
262,Moises Henriques,12,4,300.0,1,1,DC,Kingsmead,05 May 2009
263,Shreevats Goswami,12,5,240.0,2,0,KKR,Kingsmead,29 April 2009
264,Mark Boucher,12,5,240.0,0,2,DC,St George's Park,26 April 2009
265,Rohit Sharma,12,4,300.0,1,1,PBKS,New Wanderers Stadium,17 May 2009
266,Swapnil Asnodkar,12,5,240.0,1,1,DEC,De Beers Diamond Oval,11 May 2009
267,Suresh Raina,12,6,200.0,1,1,RR,Supersport Park,30 April 2009
268,Adam Gilchrist,12,5,240.0,1,1,RCB,Newlands,22 April 2009
269,Simon Katich,12,6,200.0,2,0,CSK,Supersport Park,07 May 2009
270,Mark Boucher,12,4,300.0,2,0,KKR,Kingsmead,29 April 2009
271,Matthew Hayden,12,6,200.0,1,1,PBKS,Supersport Park,07 May 2009
272,Suresh Raina,12,6,200.0,1,1,RR,De Beers Diamond Oval,09 May 2009
273,Amit Mishra,12,3,400.0,1,1,MI,Supersport Park,21 May 2009
274,Yusuf Pathan,12,4,300.0,3,0,KKR,Newlands,23 April 2009
275,Adam Gilchrist,12,6,200.0,3,0,RCB,Newlands,22 April 2009
276,Mahela Jayawardena,12,5,240.0,2,0,RCB,Kingsmead,01 May 2009
277,Subramaniam Badrinath,12,4,300.0,1,1,DC,New Wanderers Stadium,02 May 2009
278,Parthiv Patel,12,5,240.0,3,0,RCB,New Wanderers Stadium,23 May 2009
279,Ross Taylor,12,4,300.0,0,2,DC,New Wanderers Stadium,19 May 2009
280,Brad Hodge,12,5,240.0,2,0,CSK,Supersport Park,18 May 2009
281,Roelof van der Merwe,12,6,200.0,0,2,DEC,New Wanderers Stadium,24 May 2009
282,Abhishek Nayar,12,5,240.0,2,0,RCB,New Wanderers Stadium,03 May 2009
283,Pinal Shah,12,5,240.0,0,2,DEC,Supersport Park,06 May 2009
284,Ajinkya Rahane,12,6,200.0,2,0,DC,Supersport Park,21 May 2009
285,Robin Uthappa,12,3,400.0,1,1,MI,New Wanderers Stadium,03 May 2009
286,Irfan Pathan,12,3,400.0,0,2,DC,OUTsurance Oval,15 May 2009
287,Kumar Sangakkara,12,5,240.0,1,1,RCB,Kingsmead,24 April 2009
288,Andrew Symonds,12,5,240.0,2,0,DC,Supersport Park,22 May 2009
289,Venugopal Rao,12,5,240.0,2,0,MI,Supersport Park,06 May 2009
290,Rahul Dravid,11,5,220.0,2,0,RR,Newlands,18 April 2009
291,Rohit Sharma,11,4,275.0,1,1,RR,St George's Park,02 May 2009
292,Jacques Kallis,11,4,275.0,0,1,PBKS,Kingsmead,24 April 2009
293,Andrew Symonds,11,5,220.0,0,1,DC,Kingsmead,13 May 2009
294,Ravi Bopara,11,4,275.0,1,1,RCB,Kingsmead,24 April 2009
295,Dwayne Bravo,11,5,220.0,0,1,PBKS,Supersport Park,12 May 2009
296,Ravindra Jadeja,11,4,275.0,1,1,CSK,De Beers Diamond Oval,09 May 2009
297,MS Dhoni,11,4,275.0,2,0,PBKS,Supersport Park,07 May 2009
298,Dwaraka Ravi Teja,11,6,183.33,2,0,DC,Kingsmead,13 May 2009
299,Ravindra Jadeja,11,6,183.33,2,0,MI,Kingsmead,14 May 2009
300,Robin Uthappa,25,6,416.66,1,3,PBKS,M. Chinnaswamy Stadium,16 March 2010
301,Murali Vijay,24,6,400.0,3,2,RR,Narendra Modi Stadium,28 March 2010
302,Yusuf Pathan,24,5,480.0,3,2,MI,Brabourne Stadium,13 March 2010
303,Kieron Pollard,24,5,480.0,1,3,DC,Brabourne Stadium,13 April 2010
304,Chris Gayle,24,4,600.0,0,4,PBKS,Eden Gardens,04 April 2010
305,Murali Vijay,24,6,400.0,1,3,RCB,Chidambaram,31 March 2010
306,Robin Uthappa,23,5,460.0,1,3,CSK,M. Chinnaswamy Stadium,23 March 2010
307,Adam Gilchrist,22,5,440.0,2,2,PBKS,Barabati Stadium,19 March 2010
308,Jacques Kallis,22,5,440.0,1,3,PBKS,M. Chinnaswamy Stadium,16 March 2010
309,Kieron Pollard,22,6,366.66,2,2,CSK,DY Patil Stadium,25 April 2010
310,Shane Watson,22,5,440.0,1,3,CSK,Chidambaram,03 April 2010
311,Virat Kohli,22,6,366.66,2,2,DEC,M. Chinnaswamy Stadium,08 April 2010
312,Manoj Tiwary,21,5,420.0,2,2,PBKS,IS Bindra Stadium,27 March 2010
313,Paras Dogra,21,6,350.0,2,2,MI,Brabourne Stadium,13 March 2010
314,Sachin Tendulkar,20,6,333.33,1,2,RR,Sawai Mansingh Stadium,11 April 2010
315,Irfan Pathan,20,4,500.0,2,2,DEC,Barabati Stadium,19 March 2010
316,Mahela Jayawardena,20,6,333.33,5,0,DEC,HPCA Stadium,16 April 2010
317,Matthew Hayden,20,5,400.0,0,3,DC,Arun Jaitley Stadium,19 March 2010
318,David Warner,20,6,333.33,2,2,DEC,Barabati Stadium,21 March 2010
319,Kieron Pollard,20,5,400.0,0,3,RCB,M. Chinnaswamy Stadium,17 April 2010
320,JP Duminy,19,6,316.66,1,2,RCB,M. Chinnaswamy Stadium,17 April 2010
321,Michael Lumb,19,5,380.0,3,1,PBKS,Sawai Mansingh Stadium,07 April 2010
322,Robin Uthappa,19,5,380.0,1,2,PBKS,IS Bindra Stadium,02 April 2010
323,Murali Vijay,19,4,475.0,0,3,RR,Chidambaram,03 April 2010
324,Harbhajan Singh,19,6,316.66,3,1,DEC,DY Patil Stadium,28 March 2010
325,Albie Morkel,19,4,475.0,0,3,RR,Narendra Modi Stadium,28 March 2010
326,Ross Taylor,19,5,380.0,0,3,DC,Arun Jaitley Stadium,04 April 2010
327,MS Dhoni,18,4,450.0,1,2,PBKS,HPCA Stadium,18 April 2010
328,Ambati Rayudu,18,5,360.0,2,1,DEC,Brabourne Stadium,03 April 2010
329,Yusuf Pathan,18,4,450.0,0,3,MI,Brabourne Stadium,13 March 2010
330,Paul Collingwood,18,6,300.0,1,2,RCB,Arun Jaitley Stadium,04 April 2010
331,Suresh Raina,18,5,360.0,0,2,MI,DY Patil Stadium,25 April 2010
332,Manvinder Bisla,18,6,300.0,3,1,RR,IS Bindra Stadium,24 March 2010
333,Kevin Pietersen,18,6,300.0,3,1,RR,Sawai Mansingh Stadium,14 April 2010
334,Robin Uthappa,18,6,300.0,1,2,MI,DY Patil Stadium,21 April 2010
335,Sourav Ganguly,18,4,450.0,0,3,DEC,Eden Gardens,01 April 2010
336,Brendon McCullum,18,6,300.0,3,1,RCB,M. Chinnaswamy Stadium,10 April 2010
337,Matthew Hayden,18,6,300.0,3,1,DC,Arun Jaitley Stadium,19 March 2010
338,Murali Vijay,17,5,340.0,2,1,KKR,Chidambaram,13 April 2010
339,Harbhajan Singh,17,7,242.85,4,0,DEC,DY Patil Stadium,28 March 2010
340,Yusuf Pathan,17,4,425.0,1,2,MI,Brabourne Stadium,13 March 2010
341,Sachin Tendulkar,17,5,340.0,4,0,DC,Arun Jaitley Stadium,17 March 2010
342,Ambati Rayudu,17,6,283.33,1,2,RCB,M. Chinnaswamy Stadium,17 April 2010
343,Robin Uthappa,17,5,340.0,1,2,CSK,Chidambaram,31 March 2010
344,Paul Collingwood,17,4,425.0,1,2,RCB,Arun Jaitley Stadium,04 April 2010
345,Kieron Pollard,17,6,283.33,0,2,RCB,DY Patil Stadium,21 April 2010
346,Robin Uthappa,17,5,340.0,0,2,DEC,Vidarbha Cricket Association Stadium,12 April 2010
347,Virender Sehwag,17,5,340.0,1,2,RR,Narendra Modi Stadium,15 March 2010
348,Jacques Kallis,17,6,283.33,4,0,RR,M. Chinnaswamy Stadium,18 March 2010
349,Manish Pandey,17,5,340.0,1,2,PBKS,M. Chinnaswamy Stadium,16 March 2010
350,MF Maharoof,17,5,340.0,1,2,MI,Arun Jaitley Stadium,17 March 2010
351,Murali Vijay,17,5,340.0,2,1,RR,Chidambaram,03 April 2010
352,Adam Gilchrist,17,5,340.0,1,2,CSK,Chidambaram,14 March 2010
353,Saurabh Tiwary,16,5,320.0,2,1,RCB,DY Patil Stadium,21 April 2010
354,MS Dhoni,16,4,400.0,2,1,KKR,Eden Gardens,16 March 2010
355,Matthew Hayden,16,6,266.66,4,0,MI,Brabourne Stadium,25 March 2010
356,Robin Uthappa,16,6,266.66,2,1,KKR,M. Chinnaswamy Stadium,10 April 2010
357,Yuvraj Singh,16,5,320.0,1,2,RR,Sawai Mansingh Stadium,07 April 2010
358,Brendon McCullum,16,5,320.0,2,1,RCB,M. Chinnaswamy Stadium,10 April 2010
359,Adam Gilchrist,16,5,320.0,1,2,RR,Vidarbha Cricket Association Stadium,05 April 2010
360,Rohit Sharma,16,5,320.0,1,1,PBKS,HPCA Stadium,16 April 2010
